G,M20,C,A,z,d
0.487723710000718,-1.9792807077304,4.01415972791321,0.183496513288772,0.94,0.920343423592242
0.518584125637661,-1.78369746489432,3.98364888498071,0.0479185197254873,0.72,0.861063257774717
0.519644112357215,-2.06853340338971,4.00188101682422,0.0298345234849229,0.69,0.794169194681158
0.63852175228358,-1.83547579778971,3.77909230618638,0.0674599789472284,0.81,0.334837078735144
0.516633444666705,-1.84907206945513,4.48337147174367,0.15743597351127,0.92,0.991516213113188
0.570143274837996,-2.28516299764975,4.07894066130402,0.194967789301379,0.69,0.794169194681158
0.583659797787842,-2.02099296937195,3.72179116477291,0.163752266331779,0.94,0.920343423592242
0.543738274075748,-2.33175051737553,4.42446948830113,0.055473726301615,0.68,0.698688438927053
0.549468611548199,-1.99749044646157,4.37295679841886,0.0384027143561682,0.85,0.75635482886508
0.51197747857927,-1.85182553287962,3.79396829135322,0.115719711461929,0.93,0.971818870490995
0.499776706108087,-0.81723671453113,3.73925312043399,0.400815287464197,0.95,0.820377323391621
0.478430845913084,-1.45354915295882,2.53032361987291,0.147157271931849,0.95,0.820377323391621
0.420799412641731,-1.02171561778847,3.32811612251115,0.222008524840532,0.86,0.776140903192588
0.499129789244193,-0.816036746076494,4.35304033748129,0.314770454127477,0.86,0.776140903192588
0.473888250681885,-1.91653063235484,3.68143809601857,0.144774803920866,0.85,0.75635482886508
0.532024096900706,-2.10699434752892,3.83537791531855,0.187260065170584,0.64,0.3829641746354
0.273209206109946,-0.864806643436182,2.44875279435377,0.155859316539367,0.84,0.646359669315922
0.442554457582634,-1.87591642512336,3.04166952433528,0.042084853678189,0.87,0.769764966913736
0.501218284651318,-1.94336013512337,3.73140505244007,0.110576934888291,0.69,0.794169194681158
0.264371273444971,-1.59201837418849,2.72714017779752,0.111699381005286,0.85,0.75635482886508
0.794924240226036,-1.92964530540696,3.92252242859633,0.35269689248649,0.61,0.545288746582964
0.488155017131553,-1.8264938103841,4.53581705453209,0.213311494304618,0.93,0.971818870490995
0.546842597915828,-1.93765435472072,3.70874573170081,0.145977791912112,0.93,0.971818870490995
0.477925570051773,-2.00236087582212,3.90231277083458,0.073732634981943,0.94,0.920343423592242
0.526350163942276,-2.23981822611372,4.54978248058594,0.18841511297388,0.68,0.698688438927053
0.521918432534619,-1.81751826254488,3.37160587363381,0.288335067720664,0.86,0.776140903192588
0.552267794439526,-1.71348811550885,3.51761094443611,0.229408400598792,1.09,0.221170087151215
0.53259685871677,-1.89330663385395,4.26965256832123,0.141848942292435,0.92,0.991516213113188
0.588172292693884,-1.91613217592732,3.95424401173611,0.133714363495802,0.92,0.991516213113188
0.48056841134592,-1.58951947276696,2.28048074898767,0.532767980567552,0.59,0.487592644681106
0.497853526501371,-1.69905090396198,2.85259383944598,0.133856249026102,0.79,0.309210050845135
0.561617961858348,-2.09020221201026,4.27458759805665,0.165391149539372,0.88,0.763664564389277
0.575452840572902,-2.24706679859427,5.13300193766119,0.123411030441576,0.93,0.971818870490995
0.505315816622831,-1.66423966863443,2.9826252928467,0.238446408241605,0.93,0.971818870490995
0.479247446559465,-1.61768888142436,3.02346481473027,0.173832855281627,0.93,0.971818870490995
0.442815466689815,-1.90795867318795,3.62664446461288,0.0683681707549163,0.86,0.776140903192588
0.582977242311545,-2.18231085793957,4.62354491980617,0.077971311677264,0.77,0.465239147470381
0.625099957990268,-1.59972988552444,3.72395580842811,0.302089582018825,0.64,0.3829641746354
0.51958570090629,-2.07254390260073,4.20185652429797,0.19259115136568,0.68,0.698688438927053
0.53343322907099,-2.12520648808192,4.02325003180664,0.170732816293238,0.95,0.820377323391621
0.469680254700602,-1.44544378572847,3.56649749215048,0.277988187632077,0.96,0.59301078819364
0.539141413136099,-2.24011077926186,4.13052183039241,0.182110888668315,0.87,0.769764966913736
0.390107204196791,-2.17925205163783,3.41870115465862,0.195381663655968,0.8,0.304842242863277
0.496991781700126,-1.75773463410271,2.76145194769621,0.141119305555645,1.06,0.258159988824706
0.614906260260142,-1.93946915160506,3.94795369263235,0.0358459382058313,0.67,0.616042174895359
0.520572530254272,-1.72672548756345,4.17690515659152,0.135558204582949,0.93,0.971818870490995
0.827068445129493,-1.79979958545387,3.9392734540606,0.22678749439741,0.6,0.547575159546733
0.474255235578541,-1.23462588390494,2.6512703081833,0.167980912462604,0.78,0.371988342285681
0.40718425424314,-1.53115162218833,3.17230982399595,0.138895100204112,1.05,0.228406373526592
0.49835868991704,-1.78616930125867,3.30714808648347,0.159019500233587,0.61,0.545288746582964
0.586016775053439,-2.08781827152395,4.38111368017735,0.137289639780988,0.93,0.971818870490995
0.539534463378534,-2.08860252727442,4.48755291686871,0.103127240118837,0.77,0.465239147470381
0.505900818794292,-1.4975190660603,3.73944789726814,0.150562770753735,0.62,0.547888159129644
0.526206095604528,-1.78154989749262,4.46356091949962,0.218294592429011,0.99,0.145966249528063
0.554197050259387,-2.13916302833344,4.25198241784372,0.117714062912158,0.96,0.59301078819364
0.49778590983259,-1.82647827616546,3.49563889458926,0.0450492188880359,0.92,0.991516213113188
0.566757637623593,-1.98967336613557,4.42005490594445,0.115724257722183,0.93,0.971818870490995
0.374910050597076,-0.764285791195642,2.38763789337199,0.22765229079887,1.02,0.128154827908827
0.509675651323672,-1.98185204730172,3.38449938370261,0.112917174137921,0.86,0.776140903192588
0.2646545044258,-1.58024234020331,2.62236927403832,0.154025783648432,0.8,0.304842242863277
0.432797452671926,-1.62370869986629,2.60955851565901,0.104842527784287,0.94,0.920343423592242
0.454711494584815,-1.10728617487276,2.5707752038418,0.204282056637085,0.65,0.338681304747934
0.316863617305472,-0.94083345773231,2.40272480402155,0.225239950578519,0.94,0.920343423592242
0.504825465675948,-1.73831395030294,3.20071930038653,0.13263734134912,0.87,0.769764966913736
0.382064980911795,-1.26180336166812,3.03035181141994,0.0885080157497965,0.94,0.920343423592242
0.763292156410257,-1.78721193373758,3.92115350702972,0.305186264605804,0.6,0.547575159546733
0.533091031573899,-1.7811892027229,4.00651552654355,0.13954379551695,0.92,0.991516213113188
0.487341691319983,-1.85880703018846,3.59053050242974,0.173079834950874,0.86,0.776140903192588
0.460677301902152,-1.38748243692285,2.96682916037946,0.143231417692718,0.74,0.82172106991003
0.474418750640496,-1.87175858426265,3.61152572152052,0.0772826725226884,0.73,0.862375774453322
0.549382627925734,-2.10301594800237,4.05945493136025,0.0978725383380434,0.69,0.794169194681158
0.480878366330212,-1.54556370484408,3.14508412866238,0.106908568786394,0.94,0.920343423592242
0.441467800684915,-1.30450432019065,2.27406479336096,0.0979388188863707,1.06,0.258159988824706
0.457870785294377,-1.47323120237642,2.92447593858883,0.177191021220887,0.95,0.820377323391621
0.365125578197182,-0.996834237012266,2.59473134289105,0.0816174475275827,0.85,0.75635482886508
0.657339575630341,-1.2483162008618,2.74548820050807,0.628160558593939,0.79,0.309210050845135
0.544383164899372,-1.85088700247455,4.42106522684447,0.147607625539808,0.86,0.776140903192588
0.501375710095235,-1.74787113124422,3.9261388713901,0.164844584936315,0.79,0.309210050845135
0.476862867965249,-1.59890210476906,2.87115476329502,0.239731861876097,0.95,0.820377323391621
0.344750910284621,-1.56526887395206,3.17418514673769,0.121594403055693,0.66,0.446124740344437
0.5351850646459,-1.87992511638948,3.33280608500698,0.0768491042132761,0.94,0.920343423592242
0.207505533876848,-0.953430706914536,2.28113130116482,0.150465117018435,0.73,0.862375774453322
0.470278246579713,-1.12735180195159,2.23875053283445,0.224854806959877,0.96,0.59301078819364
0.439984468585113,-1.85097438220298,3.28327576264955,0.168406366273937,0.85,0.75635482886508
0.392790920119267,-0.941948594852024,2.58407661494444,0.188397015905133,0.93,0.971818870490995
0.567924294942259,-2.13993313596257,3.88899590410743,0.147547609399263,0.87,0.769764966913736
0.42687415667252,-1.70442874006588,2.71866622809938,0.0798476479272238,0.66,0.446124740344437
0.359923891482772,-1.59783063919354,2.93911433482959,0.166105642513378,0.93,0.971818870490995
0.542869549512971,-1.85048181304749,4.54646118914866,0.148668614594078,0.67,0.616042174895359
0.379406031907122,-1.18354959411503,2.41965287537221,0.146198240162711,0.78,0.371988342285681
0.948376751017364,-1.9205080758219,0.101017926985484,0.975201942074034,0.71,0.815131481071695
0.504107906492562,-2.24389183733294,3.86645070558478,0.152163546303168,1.09,0.221170087151215
0.561200938081285,-2.13353836564911,4.60093743243201,0.398421369867454,0.67,0.616042174895359
0.459852581050581,-2.07802669867861,3.97855078141132,0.156066243724454,0.62,0.547888159129644
0.452613454185252,-1.45548363249949,2.94301783264313,0.134556042629355,0.93,0.971818870490995
0.529894405710029,-1.85969876459791,3.53916277823403,0.100174363381445,0.93,0.971818870490995
0.485614638143533,-1.63401502404219,4.57347549626008,0.0717889487367722,1.05,0.228406373526592
0.468812600307147,-1.70211395375134,3.60603613071067,0.309949604330078,0.68,0.698688438927053
0.535552367304385,-2.04649576040107,4.14636173969041,0.413158509079152,0.64,0.3829641746354
0.453031157208643,-1.10872175135309,2.42632103908433,0.175351373904729,0.7,0.822190484893515
0.559105087710989,-2.11481311952211,3.86006768278138,0.2135885968711,0.86,0.776140903192588
0.381907888260657,-1.08433100028298,2.14594275713137,0.126630929552763,0.93,0.971818870490995
0.540292924929752,-1.97993413008945,4.0992087508749,0.039089589806736,0.84,0.646359669315922
0.442951160651037,-1.49964884010474,2.93570841778463,0.171488717093056,0.87,0.769764966913736
0.279050472417821,-0.952351812239968,2.61716490964938,0.195217202279392,1.11,0.144423126649965
0.302420897176423,-1.51083867160112,2.77413434706563,0.0658435086064042,1.05,0.228406373526592
0.486591874307997,-1.91725618673959,4.27651612073905,0.170768736617317,0.78,0.371988342285681
0.279050472417821,-0.952351812239968,2.07415567846894,0.308136446196813,1.05,0.228406373526592
0.45200081845697,-1.94375097969106,3.33468674304062,0.107424740433779,0.95,0.820377323391621
0.511305724271851,-2.07105140040521,4.09877276418548,0.129351924909331,0.839,0.629288914049196
0.423562661358486,-1.53524803864031,2.69436447862111,0.247905301861286,0.95,0.820377323391621
0.488453532705564,-2.0206617386989,3.93144129597699,0.0526497058849011,0.66,0.446124740344437
0.434593640007029,-1.13441621704935,2.60250157844504,0.287626841832346,1.023,0.132718191676224
0.238846934154848,-1.34844765808517,2.34771712342606,0.10434746965203,0.7,0.822190484893515
0.484436964259139,-1.95482360268519,3.35888500805209,0.0212959817558538,0.77,0.465239147470381
0.225452592742015,-0.933050359609451,2.42096332136318,0.121583200837196,1.03,0.167460665126403
0.558443863069498,-1.96018284162654,4.47618188714429,0.0939807493342916,0.62,0.547888159129644
0.527375635899257,-2.10958277273929,4.44317709525295,0.0638219991052285,0.71,0.815131481071695
0.4708809185544,-1.71600288463918,2.75749559376582,0.159282360043682,1.05,0.228406373526592
0.464791014910707,-1.89552238135293,4.11949900839361,0.0404265513777365,0.88,0.763664564389277
0.409804603465096,-1.73393559860069,3.44267857558878,0.102558119453188,0.71,0.815131481071695
0.186477586403116,-0.9760727055831,2.65547938832146,0.00488294143797852,0.85,0.75635482886508
0.416748644979649,-1.20101387162586,2.70582136884731,0.190174585831233,0.97,0.343567251734156
0.393893320751983,-1.60190284502103,2.54814720409942,0.09047279088515,0.73,0.862375774453322
0.451619449595375,-1.47830275707093,3.3706677889994,0.347223288451873,0.65,0.338681304747934
0.423506029976604,-1.09064019362122,2.03370797027217,0.136181486117072,0.95,0.820377323391621
0.402601683327861,-1.05846167136044,2.76112963558682,0.146171239744611,0.95,0.820377323391621
0.383976726711154,-1.78876975969119,3.29557080902537,0.102300899788144,0.74,0.82172106991003
0.489041271540916,-2.08873466665488,4.14894152767135,0.149792621314976,0.6,0.547575159546733
0.268450383377946,-0.778016924698927,2.3074452597728,0.157437499911485,0.73,0.862375774453322
0.375255527655895,-1.89213653776478,3.0325426947542,0.0940753958442713,0.59,0.487592644681106
0.286149687164264,-1.15099059082393,2.62072813285622,0.0875770254987297,0.93,0.971818870490995
0.453569016455593,-1.09637241294733,2.75776103300364,0.287155656130617,0.94,0.920343423592242
0.425895633591984,-0.977244486129375,2.53532180721579,0.0629690135363325,0.93,0.971818870490995
0.47510870433142,-0.978784100626022,2.9597795525892,0.219130702314835,0.96,0.59301078819364
0.422208201879154,-1.07214451919923,3.17997727544202,0.124736683539859,0.84,0.646359669315922
0.401640491187414,-1.73374673137537,2.7992263749767,0.331379149987738,1.04,0.203640019444397
0.400905253054538,-1.53816985530086,3.19609400827916,0.12382349600683,0.66,0.446124740344437
0.485288769426138,-1.76460363565486,2.93754705219969,0.160970695245967,0.96,0.59301078819364
0.429171589404716,-0.991959057226434,2.78225077074114,0.13235230479385,0.84,0.646359669315922
0.520207782810197,-1.89465207960641,3.02745855088161,0.245723248378004,0.96,0.59301078819364
0.416492010676998,-1.9129062274683,3.67055424390501,0.111527699227332,1.04,0.203640019444397
0.470143044173758,-2.01646379380687,3.58232642437949,0.172404720386259,0.79,0.309210050845135
0.266510012730984,-0.860644972402987,2.21011418245552,0.110432440528603,0.95,0.820377323391621
0.407490462125616,-1.62309111376541,3.78883483185597,0.171452817171081,0.65,0.338681304747934
0.538578123786968,-1.93061786404107,4.12425202780195,0.166780873483259,0.77,0.465239147470381
0.53809697471021,-1.768453146056,4.24950589790442,0.102940382689458,0.67,0.616042174895359
0.745084221671213,-1.4542173222672,3.63121230657402,0.447966872885607,0.81,0.334837078735144
0.524661181454553,-1.88531058826487,3.68191251257184,0.0684119515813388,1.02,0.128154827908827
0.477656244969042,-1.95324288371846,3.79063404399063,0.0408500812821766,0.67,0.616042174895359
0.495037168463725,-1.76189106428212,3.29747965830744,0.130558509769806,0.79,0.309210050845135
0.449974072743669,-1.51435032980456,2.96512584934881,0.0761133329356817,0.79,0.309210050845135
0.35713275688679,-1.88017413901043,3.02527132193834,0.0892359637074191,0.74,0.82172106991003
0.814114701561907,-1.87769433730122,3.6273403897134,0.627239202747979,0.6,0.547575159546733
0.364619671331572,-0.813146898016775,2.32840281263897,0.161909076912305,1.03,0.167460665126403
0.493522025762437,-1.89978429360963,3.23155446596927,0.030995901547269,0.81,0.334837078735144
0.829292674013223,-1.70097015412823,3.73208168289855,0.0874125325357882,0.59,0.487592644681106
0.601428155329041,-1.63616347386422,4.24470261300832,0.253110578594193,0.97,0.343567251734156
0.522743963493507,-1.99537813094457,3.82973173142734,0.140388820014968,0.92,0.991516213113188
0.134584449128404,-0.795346997050039,2.13163549789978,0.0584608491173566,0.65,0.338681304747934
0.447753380666439,-1.68283038377157,3.57663529522913,0.178637779017012,1.08,0.259360693107915
0.798541366441891,-1.68156713281227,3.4793078128992,0.547818322750128,0.76,0.550742988622657
0.522582055393123,-1.18251426914329,4.26560728523772,0.235837903441894,0.84,0.646359669315922
0.552759868582807,-1.99592087792927,4.84091453000906,0.134022429406408,0.87,0.769764966913736
0.558588382140991,-2.07157495166388,3.92436363717435,0.0958249413048933,1.04,0.203640019444397
0.396320730719801,-1.63015195012598,3.49619839074149,0.155639233439066,0.87,0.769764966913736
0.459149983866811,-1.84553452936863,3.24974217639874,0.225930328228929,0.68,0.698688438927053
0.204998142929105,-0.794382739795406,2.35100674711364,0.145219535920939,0.94,0.920343423592242
0.49924092603463,-1.45089969993501,3.1406266377619,0.15988047646589,0.86,0.776140903192588
0.512048617494295,-1.87534319312038,2.89477756608983,0.133338095300543,1.07,0.282156038795927
0.493752567117666,-1.86124908790809,3.93723284923009,0.0617513132389721,0.75,0.695706953877829
0.516556452269965,-1.80330695718376,4.19829126301318,0.159672914819356,0.69,0.794169194681158
0.434177822247167,-0.834498651972999,2.78901718388993,0.176383274316902,0.78,0.371988342285681
0.494658294863503,-1.90727286137496,3.26528948094588,0.188139193089131,0.72,0.861063257774717
0.356044382906621,-0.74085870635875,3.17850762035906,0.317806414283886,0.97,0.343567251734156
0.52309599445772,-1.97766576065522,4.11293715907256,0.104580129501788,0.93,0.971818870490995
0.48840314997259,-1.82856551995796,3.14892276729064,0.0583255155999986,0.73,0.862375774453322
0.432762720482394,-1.09779500482313,2.32793841425844,0.129112048436531,0.94,0.920343423592242
0.487617508273335,-2.03735885721603,4.31789389465936,0.147593457032905,0.73,0.862375774453322
0.459871482351372,-1.44229529038722,2.73113788857495,0.153033608738784,0.75,0.695706953877829
0.809785459718259,-1.6608810346902,3.72378296680834,0.507260166161672,0.6,0.547575159546733
0.444259384130911,-1.45520160554943,2.44878245940867,0.113478887170166,1.07,0.282156038795927
0.358319127339974,-1.82725470474912,2.60525306404341,0.243900639806934,0.94,0.920343423592242
0.23193512254039,-1.29803616438088,2.56842552017527,0.129003391261852,0.93,0.971818870490995
0.504152848262855,-2.02852606167128,3.59243137220729,0.0791371886163589,0.73,0.862375774453322
0.543505126354667,-2.24421652481067,4.49642286736138,0.0961204539599522,0.74,0.82172106991003
0.257577646205904,-1.33566367381741,2.53486698421929,0.163464772701202,0.93,0.971818870490995
0.535371540433639,-2.16803513838898,3.66319340431215,0.122992080264794,0.73,0.862375774453322
0.575294474385328,-1.79994406913804,3.30589542613514,0.260879794364492,1.07,0.282156038795927
0.478865230521691,-1.67752355815437,3.41384111344095,0.149431527032563,0.65,0.338681304747934
0.439336824521212,-1.70842328563822,2.85106207440593,0.211664220331915,0.95,0.820377323391621
0.339116957096359,-0.960956239268695,2.98468479484995,0.127596848150918,0.93,0.971818870490995
0.392330446119712,-1.0256617734655,2.02266466662277,0.0906261494436374,0.75,0.695706953877829
0.514124565725877,-2.00756039789218,3.4791161306346,0.200578271704355,1,0.119442859479996
0.401840718507704,-0.834680426668468,2.10095657914206,0.113389655596046,1,0.119442859479996
0.511438850924327,-1.54456243138614,3.81048645559932,0.0617593696870505,0.89,0.701951526087772
0.512785566770855,-2.03974266259347,3.55996986768928,0.132068518730782,0.86,0.776140903192588
0.467665781648517,-1.52302550341039,2.80733655439149,0.15770022416985,0.72,0.861063257774717
0.445095453037481,-1.74553555925947,2.9356472166313,0.144980880631948,0.7,0.822190484893515
0.513590373143971,-1.75885835261612,3.83790007164148,0.136521467639061,0.78,0.371988342285681
0.791824664672332,-1.59084307594862,3.22024601535719,0.277224396065402,0.69,0.794169194681158
0.308438910784645,-0.920728972291258,2.25635454649742,0.307119356537731,0.78,0.371988342285681
0.477042845070978,-1.68936809841204,3.81223834888929,0.221222585919731,0.75,0.695706953877829
0.456726556353663,-1.82358180322321,3.27138711681266,0.0923672267320276,0.92,0.991516213113188
0.431830769873838,-1.09211124232872,2.52447342103637,0.116824145211724,0.86,0.776140903192588
0.548919451406678,-2.14974629511192,4.22003096413339,0.246219437388925,1,0.119442859479996
0.399165706377123,-1.15477366226069,2.83204095482171,0.176190024157358,0.95,0.820377323391621
0.495778639594442,-1.74710623867719,3.07936671551556,0.410352871720147,0.82,0.388302096758578
0.549470993571774,-1.86292308619728,3.66951887264268,0.193780053139266,0.67,0.616042174895359
0.381636603727037,-1.09755748932899,2.77706061581908,0.125837685781961,1.01,0.121105248049311
0.520769842606485,-1.95327965783656,4.0331428368748,0.0930343186055546,0.75,0.695706953877829
0.409984458404485,-1.59556454672173,2.76538977527748,0.137769888144019,0.7,0.822190484893515
0.563582557705801,-2.08667260154123,4.55633937011928,0.1024779437278,0.94,0.920343423592242
0.549817530139566,-2.10542668872834,4.17380836552911,0.108087516670894,0.76,0.550742988622657
0.413026296264132,-1.64732900706682,3.33145686873668,0.0771659759015809,0.73,0.862375774453322
0.513257351891618,-1.77407229457982,3.65943528221621,0.0810765670893373,1.085,0.222035682044019
0.479097442984891,-1.71171399493333,3.59385894781775,0.146367804743495,0.7,0.822190484893515
0.4698108484987,-0.929574533795007,2.43180924195369,0.19878140651662,1.09,0.221170087151215
0.452502671047843,-1.17566701608631,2.87934008721242,0.188061775185188,0.93,0.971818870490995
0.523589528082313,-1.89577104637588,3.850724659366,0.114917037316198,0.72,0.861063257774717
0.530989036317364,-1.95771505343179,3.88916145409751,0.12716209979077,0.84,0.646359669315922
0.792167032679837,-1.69873322077579,3.47908338330688,0.702389953175883,0.6,0.547575159546733
0.799775569137374,-1.82815350335004,3.96876454378599,0.375644861593765,0.6,0.547575159546733
0.545636879706222,-1.6658852206114,3.16045936342672,0.173161684471123,0.96,0.59301078819364
0.412983749426631,-1.65547683456587,2.91612552784881,0.105467640588506,0.72,0.861063257774717
0.433619052743203,-1.13601054833517,2.25713121454963,0.0938724593590791,0.99,0.145966249528063
0.455562589710578,-1.37924783378649,2.71276178718096,0.109651442103276,0.839,0.629288914049196
0.555590480664145,-2.09325613274476,4.12389311861632,0.290102406244193,1.11,0.144423126649965
0.478792632294269,-1.76552926054899,3.46877266131838,0.162548171030357,0.96,0.59301078819364
0.348688998257035,-1.73499273153923,2.98660423399037,0.0957235734036439,0.74,0.82172106991003
0.355073742810481,-1.68174062304126,2.91899977073375,0.0723680436745278,1.09,0.221170087151215
0.467290433951098,-1.36942059665003,2.70538292870136,0.218184199773049,0.93,0.971818870490995
0.511694465901292,-1.87480633329806,4.0639454421512,0.0197693686290933,1.05,0.228406373526592
0.398180269834505,-1.34010262910207,2.68341917727938,0.113579295847162,0.73,0.862375774453322
0.479625594714537,-1.79705937594909,3.13077020945964,0.0853251014285865,0.85,0.75635482886508
0.531115752498628,-1.91673761796486,3.95475946033222,0.0258986888563834,0.67,0.616042174895359
0.293134544819748,-1.32881096052231,2.68154311639942,0.0568873616854014,0.89,0.701951526087772
0.575470016394869,-1.76732909520532,4.06709760655844,0.183025839312943,0.75,0.695706953877829
0.526373095927521,-1.73572740058014,3.52209274097987,0.241040980172377,0.74,0.82172106991003
0.648357892810286,-1.74225021403319,3.26039058655951,0.22446165187638,0.64,0.3829641746354
0.539827584730213,-2.11780591976141,4.61280345902064,0.0691611846635136,0.94,0.920343423592242
0.514302271124223,-1.29102607791379,2.82228461389517,0.260110062218957,0.99,0.145966249528063
0.30809933998648,-1.81912461655552,2.93827252893306,0.0862109716773149,0.87,0.769764966913736
0.499134027596256,-2.0217513056342,3.81422160666677,0.0670583404026242,0.67,0.616042174895359
0.521631580377913,-1.94318802744711,3.9233187311159,0.0861873970950259,0.73,0.862375774453322
0.408882179091083,-1.90509863890941,3.33241835721829,0.0201983874943891,0.76,0.550742988622657
0.846739842742682,-0.655446704450249,2.02611001668151,0.987555119472727,0.76,0.550742988622657
0.517618397741626,-1.66798714573845,3.29478951962974,0.103242676828458,0.72,0.861063257774717
