koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,status
24.0884178,0,0.376,3.952,387.2,0.017719,2.78337,1.16,0.1384,89.51,386,5.26,44,4213,4.669,-0.2,0.598,0.609,CONFIRMED
12.75800092,0,0.011,4.1828,187.9,0.012453,1.5271,1.49,0.1054,89.97,822,107.96,23.597,5782,4.34,-0.02,1.095,0.957,CONFIRMED
5.47033376,0,0.074,3.1441,112,0.00962,1.51962,1.15,0.0599,89.68,1090,334.27,13.396,5782,4.34,-0.02,1.095,0.957,CONFIRMED
6.51112385,0,0.882,1.6919,695.1,0.028261,1.68446,3.09,0.0698,86.75,1008,243.67,15.57,6032,4.465,-0.02,1.001,1.065,CONFIRMED
23.85163321,0,0.88,2.4453,833.7,0.030835,2.13521,3.37,0.1658,88.74,654,43.19,40,6032,4.465,-0.02,1.001,1.065,CONFIRMED
2.714078374,0,0.868,1.3115,143.5,0.012781,1.47384,1.38,0.0386,84.01,1301,675.86,8.31,5815,4.461,0.12,0.992,1.038,CONFIRMED
122.8799543,0,0.872,7.835,717.7,0.028739,0.3502,2.7,0.4629,89.24,326,2.66,65.4,5413,4.51,0,0.861,0.875,CONFIRMED
4.88753111,0,0.147,2.034,679.6,0.023483,5.09659,2.45,0.0574,89.55,1003,239.11,18.6,5568,4.499,0.44,0.957,1.053,CANDIDATE
6.14728341,0,0.188,2.7645,119.7,0.009757,2.40067,0.79,0.0611,89.36,770,83.18,16.86,4997,4.598,0,0.746,0.806,CONFIRMED
2.800111267,0,0.806,1.0237,706.7,0.027766,5.75791,2.13,0.0343,86.54,956,197.81,13.36,4786,4.579,-0.2,0.704,0.686,CANDIDATE
34.3511339,0,0.88,4.4408,599.4,0.026053,0.48802,2.75,0.2101,88.39,576,26.1,31.2,6091,4.487,-0.14,0.967,1.045,CONFIRMED
3.413036353,0,0.046,2.61366,3868.7,0.055812,1.90183,6.62,0.0427,89.75,1200,490.24,10.5406,5392,4.314,0.18,1.087,0.888,CONFIRMED
3.00725068,0,0.897,4.4302,285.8,0.018345,0.03994,1.56,0.0388,70.4,1122,373.99,2.67,5667,4.587,-0.36,0.781,0.873,CONFIRMED
4.194496867,0,0.863,1.7807,660.7,0.027522,1.09947,1.57,0.0419,85.09,577,26.2,10.07,3706,4.747,0.26,0.522,0.555,CONFIRMED
6.35585682,0,0.912,1.55,176.6,0.015018,1.28201,0.86,0.0552,86.26,503,15.1,13.99,3706,4.747,0.26,0.522,0.555,CANDIDATE
1.970340203,0,0.859,1.7901,403.2,0.021783,0.51893,3.97,0.0303,79.56,1599,1540.07,4.74,4883,3.972,0.56,1.667,0.951,CONFIRMED
5.05821338,0,1.004,1.132,748.3,0.058714,1.13328,10.69,0.0567,85.01,1168,439.8,11.53,4883,3.972,0.56,1.667,0.951,CANDIDATE
26.85323647,0,0.01,4.4557,965.8,0.027896,2.78077,2.65,0.162,89.99,544,20.77,47.326,5329,4.455,-0.14,0.869,0.786,CONFIRMED
25.0985083,0,0.814,2.7727,167.6,0.013257,2.1809,1.59,0.1654,88.88,656,43.84,41.7,5782,4.34,-0.02,1.095,0.957,CONFIRMED
34.2685741,0,0.677,4.8251,699.3,0.02559,1.17744,2.44,0.193,89.07,477,12.2,41.8,5083,4.468,0.18,0.872,0.815,CONFIRMED
5.75321539,0,0.921,1.7948,733.8,0.03095,0.84337,3.14,0.0633,85.36,920,169.44,11.38,5445,4.51,0.48,0.929,1.017,CONFIRMED
5.50860699,0,0.879,3.0788,203.9,0.015422,0.21388,1.49,0.0585,82.78,934,179.62,7,5448,4.489,0,0.883,0.877,CONFIRMED
18.93055119,0,0.583,3.372,684,0.024576,2.48982,4.41,0.137,89.07,766,81.42,36.1,5015,3.987,0.36,1.643,0.955,CONFIRMED
42.94386258,0,1.285,3.7591,9207.9,0.405464,1.25537,41.62,0.2238,88.52,520,17.26,49.6,5750,4.4,-0.42,0.94,0.808,FALSE POSITIVE
22.06402,0,0.941,4.1,388.7,0.022444,0.17456,2.67,0.1624,86.73,712,60.81,16.5,6232,4.432,0.07,1.09,1.174,CANDIDATE
5.756245244,0,0.888,1.071,623.6,0.027905,5.4985,2.24,0.0582,87.61,773,84.16,21.3,4931,4.605,0,0.734,0.794,CANDIDATE
148.4601819,0,0.808,5.499,1532.1,0.040286,2.11411,3.61,0.5238,89.66,285,1.56,135.1,5159,4.548,0.16,0.821,0.868,CONFIRMED
0.934885365,0,0.731,1.4083,270.4,0.01638,1.07711,3.21,0.0184,78.54,2080,4435.29,3.68,4777,3.909,0.56,1.795,0.953,CONFIRMED
25.7626846,0,0.327,6.908,619.5,0.022795,0.60038,2.66,0.1709,89.32,633,37.99,27.62,5739,4.381,0.14,1.069,1.002,CONFIRMED
11.0317836,0,0.405,4.753,182.3,0.012457,0.69388,1.45,0.0971,88.59,840,117.67,16.47,5739,4.381,0.14,1.069,1.002,CONFIRMED
4.12511935,0,0.253,2.877,114.7,0.00976,1.37114,0.88,0.049,88.65,1016,252.18,10.72,5598,4.565,-0.1,0.83,0.928,CONFIRMED
4.22464216,0,0.913,1.403,987,0.03465,1.49538,4.31,0.0546,85.33,1279,631.55,11.22,6343,4.408,0.07,1.14,1.213,CANDIDATE
13.12162167,0,0.807,3.6138,196.9,0.014262,0.54754,1.99,0.1123,87.29,913,164.48,17.08,6140,4.265,0,1.277,1.094,CONFIRMED
49.6220669,0,0.939,7.222,505.5,0.025794,0.07822,3.33,0.2726,87.52,546,20.99,21.7,5938,4.331,0.16,1.184,1.097,CONFIRMED
8.08801663,0,0.744,1.8334,952.9,0.030765,4.02971,2.94,0.0753,88.23,792,92.93,24.1,5269,4.494,0.14,0.874,0.87,CONFIRMED
11.55103848,0,0.493,3.3601,402.8,0.018791,1.82309,2.17,0.1005,88.79,845,120.76,23.43,5907,4.395,0,1.058,1.014,CONFIRMED
4.469754641,0,0.494,1.813,553.9,0.022136,4.5461,2.26,0.0535,88.32,1103,350.69,16.87,5988,4.507,-0.12,0.934,1.021,CONFIRMED
15.77382794,0,0.035,4.957,313.6,0.016277,1.14507,2.72,0.1291,89.92,955,196.14,24.7,6283,4.129,-0.06,1.531,1.15,CONFIRMED
6.56226483,0,0.643,4.0144,260.8,0.01552,0.41998,3.07,0.0732,86.26,1290,654.67,9.85,5878,4.005,0.24,1.812,1.212,CONFIRMED
20.67876365,0,0.665,4.6395,323.9,0.017394,0.79795,2.42,0.1518,88.55,749,74.36,26.2,5865,4.266,0.16,1.272,1.088,CONFIRMED
50.79034648,0,0.058,10.8474,5671.1,0.069067,0.40843,10.6,0.2776,89.91,612,33.12,38.189,6163,4.185,-0.06,1.406,1.102,CONFIRMED
9.59993246,0,0.063,4.3206,271.2,0.014963,1.04528,2.08,0.091,89.79,967,206.91,17.2,5865,4.266,0.16,1.272,1.088,CONFIRMED
2.0248205,0,0.248,2.55,63.3,0.007277,0.97398,1.01,0.0322,87.61,1625,1652.5,5.954,5865,4.266,0.16,1.272,1.088,CONFIRMED
201.118319,0,0.001,10.328,584.8,0.021853,1.6429,2.28,0.6559,90,300,1.92,152.01,5646,4.447,0,0.954,0.929,CONFIRMED
24.7577652,0,0.896,6.998,458.7,0.023093,0.07423,2.44,0.1688,86.17,644,40.74,13.4,6106,4.487,-0.16,0.966,1.043,CONFIRMED
12.7983174,0,0.738,6.401,336.6,0.01815,0.14332,2.88,0.1072,86.06,908,160.33,10.75,5592,4.115,0.16,1.451,1,CONFIRMED
10.13200555,0,0.03,3.1683,911.6,0.02728,2.91174,1.67,0.0756,89.93,574,25.66,25.09,4777,4.689,-1.08,0.561,0.561,CONFIRMED
38.505224,0,0.654,5.941,695.2,0.025468,0.76267,2.45,0.2159,89.04,532,18.98,39.1,5974,4.504,-0.42,0.881,0.904,CONFIRMED
4.6126736,0,0.755,3.0643,133.2,0.011477,0.42038,1.6,0.0559,84.44,1294,663.8,7.79,6140,4.265,0,1.277,1.094,CONFIRMED
8.67890312,0,0.203,3.5317,540.6,0.021018,1.66733,2.56,0.0805,89.38,905,158.43,18.79,5509,4.308,0.16,1.116,0.924,CONFIRMED
39.3135699,0,0.006,5.0137,500.1,0.020516,2.79643,2.07,0.227,89.99,540,20.04,61.13,6060,4.509,-0.22,0.925,1.008,CANDIDATE
5.94565516,0,0.229,2.1604,401.2,0.018129,4.86272,1.12,0.0536,89.37,568,24.71,20.87,3974,4.7,-0.06,0.564,0.581,CONFIRMED
1.52373073,0,0.942,1.4796,364.7,0.022705,0.28756,1.26,0.0208,73.31,818,105.95,3.28,3746,4.736,0,0.51,0.516,CONFIRMED
4.225384543,0,0.074,2.82038,7563,0.078185,1.98451,9,0.0516,89.66,1111,360.46,12.3266,5574,4.403,0.42,1.054,1.025,CONFIRMED
60.0853848,0,0.79,7.007,432.2,0.020987,0.39852,2.4,0.3148,88.93,485,13.07,42.4,6028,4.459,0.21,1.047,1.149,CONFIRMED
43.0343364,0,0.882,6.571,541.6,0.025125,0.18252,2.5,0.2327,88.07,484,13.01,26.1,5550,4.476,0,0.911,0.906,CONFIRMED
46.2991052,0,0.025,5.2481,854.9,0.026296,2.91812,4.33,0.2436,89.98,592,29.04,69.15,5396,4.035,-0.06,1.507,0.898,CANDIDATE
88.6440015,0,0.724,7.82,625.5,0.024607,0.59555,2.51,0.3815,89.34,391,5.51,62.8,5661,4.471,0,0.934,0.941,CANDIDATE
35.01190875,0,0.927,2.868,436.7,0.023595,1.02226,2.97,0.2124,88.69,603,31.35,40.5,5872,4.332,0.1,1.153,1.041,CANDIDATE
16.57099265,0,0.55,2.9052,644.9,0.023913,3.6704,2.03,0.121,89.16,614,33.53,37.6,5483,4.589,-0.22,0.779,0.865,CONFIRMED
16.00496657,0,0.013,6.5047,377.5,0.017862,0.51784,3.71,0.1396,89.96,1040,276.53,19.14032,6384,4.029,0.12,1.904,1.412,CONFIRMED
1.954525966,0,0.673,2.0944,392.8,0.019224,0.8297,2.38,0.0307,82.98,1540,1331.18,5.51,5741,4.331,0.16,1.136,1.01,CONFIRMED
7.23400381,0,0.032,2.165,453.3,0.019155,6.3602,1.78,0.0702,89.93,831,112.48,26.01,5411,4.523,0,0.85,0.879,CONFIRMED
6.77408984,0,0.026,2.6215,520.3,0.020933,3.37561,2.5,0.0741,89.92,1058,295.82,20.16,6246,4.433,0.07,1.092,1.18,CONFIRMED
20.172024672,0,0.334,3.1488,5368.1,0.066137,5.65507,6.24,0.1353,89.61,564,24,49.55,5064,4.474,0.18,0.864,0.811,CONFIRMED
26.41044199,0,0.674,3.0715,991.1,0.03051,3.64318,2.45,0.1616,89.25,512,16.27,51.2,5448,4.613,-0.38,0.734,0.815,CONFIRMED
8.27745764,0,0.261,2.713,197.2,0.012663,3.27949,2.46,0.077,89.35,1088,331.35,22.82,5129,3.884,-0.16,1.781,0.887,CANDIDATE
14.37504582,0,0.927,3.208,251.1,0.017825,0.27281,2.05,0.1167,86.3,786,90.16,14.39,5931,4.403,0,1.053,1.023,CONFIRMED
6.31219171,0,0.018,4.9377,403.7,0.018482,0.46944,2.17,0.0695,89.9,1096,342.04,9.962,6322,4.426,-0.12,1.075,1.124,CANDIDATE
147.97391,0,0.034,6.854,1267.1,0.032114,4.25487,3.33,0.5302,89.99,329,2.78,170.1,5578,4.44,0,0.95,0.905,CANDIDATE
13.24503482,0,0.498,4.4078,156.1,0.011651,0.8915,1.77,0.1092,88.59,887,146.31,20.22,5636,4.147,0.12,1.39,0.988,CONFIRMED
77.2550726,0,0.837,10.214,589.5,0.024976,0.12697,3.7,0.3781,88.6,548,21.37,34.2,6564,4.255,-0.16,1.356,1.212,CONFIRMED
3.85690686,0,0.466,2.0808,127.8,0.010442,2.61216,0.93,0.0466,87.9,972,210.44,12.71,5272,4.574,0.12,0.813,0.902,CONFIRMED
116.3311739,0,0.032,7.025,1586.3,0.035703,3.13923,3.26,0.4451,89.99,323,2.59,130.95,5354,4.533,0,0.835,0.868,CONFIRMED
86.049055,0,0.2597,29.28,429.9,0.018911,0.02769,2.06,0.3792,89.38,410,6.68,22.13,5733,4.432,0.07,0.997,0.981,CANDIDATE
6.31943553,0,0.775,3.3422,581.1,0.024241,0.43273,2.71,0.0658,85.42,986,223.15,9.7,5670,4.397,0.06,1.022,0.949,CONFIRMED
12.20951755,0,0.779,4.1808,538.1,0.023354,0.41454,2.61,0.1021,86.99,791,92.68,14.84,5670,4.397,0.06,1.022,0.949,CONFIRMED
3.07644709,0,0.708,2.6326,216.7,0.01442,0.55826,1.61,0.0407,83.78,1253,583.25,6.54,5670,4.397,0.06,1.022,0.949,CANDIDATE
2.11913005,0,0.67,4.141,28.7,0.005188,0.11777,1.35,0.0356,77.24,2090,4512.1,3.04,5799,3.813,0.16,2.377,1.339,FALSE POSITIVE
68.958447,0,0.821,3.128,123.3,0.011473,3.91,1.11,0.3183,89.53,402,6.17,99.4,5455,4.497,0.06,0.888,0.902,CONFIRMED
18.79591276,0,0.695,7.5235,2431.4,0.048106,0.18078,7.39,0.1431,87.35,852,124.64,15,6163,4.185,-0.06,1.406,1.102,CONFIRMED
63.0380366,0,0.021,7.3702,658.7,0.023298,1.42231,2.59,0.3076,89.98,465,11.1,66.852,5798,4.411,0,1.019,0.976,CANDIDATE
9.69315023,0,0.734,5.6725,141.8,0.01176,0.1532,1.89,0.0894,85.39,1017,253.08,9.13,5683,4.108,0.1,1.472,1.014,CONFIRMED
8.48031229,0,0.951,7.105,351.1,0.021887,0.01171,2.58,0.0809,74.43,952,193.86,3.54,5910,4.364,-0.08,1.078,0.982,FALSE POSITIVE
56.1886436,0,0.873,6.5272,346.2,0.019925,0.25001,2.56,0.2939,88.56,503,15.13,34.7,5700,4.327,0.34,1.176,1.071,CONFIRMED
6.92101452,0,0.771,4.3591,529.7,0.023135,0.21781,1.48,0.059,84.6,619,34.85,8.2,4461,4.661,-0.6,0.585,0.571,CONFIRMED
3.27344784,0,0.44,1.7292,262.5,0.014934,4.10022,0.81,0.0349,88.1,625,36.05,13.24,3758,4.769,0,0.496,0.528,CONFIRMED
15.3789014,0,0.359,4.662,185.1,0.01252,1.08766,2.94,0.1313,89.14,1039,275.53,23.87,5817,3.877,0.18,2.153,1.276,CONFIRMED
134.4785189,0,0.924,5.9288,4033.5,0.072121,0.87299,10.52,0.5135,89.44,412,6.81,94.15,5791,4.185,0.02,1.336,0.996,CANDIDATE
5.007414194,0,0.926,1.3584,4413.9,0.07733,2.82445,8.8,0.058,86.58,1114,363.75,15.527,5957,4.417,0,1.042,1.034,CANDIDATE
24.68662378,0,0.643,15.168,8052.3,0.085729,0.04024,48.04,0.1633,86.62,1149,412.55,10.9,4648,2.996,0.14,5.132,0.95,FALSE POSITIVE
98.7179332,0,0.588,6.593,7320,0.081484,2.1732,6.99,0.3982,89.68,360,3.97,103.8,5808,4.583,-0.46,0.786,0.871,CONFIRMED
71.52543938,0,0.066,5.9189,5904.3,0.06781,3.52177,5.76,0.3091,89.96,340,3.15,98.388,4855,4.542,0.12,0.778,0.769,CONFIRMED
17.50441726,0,0.006,4.2585,725.4,0.024535,2.05681,3.56,0.1289,89.99,824,108.78,32.18,5815,4.16,-0.18,1.329,0.933,CANDIDATE
1.72086129,0,0.725,2.0243,10184,0.099872,1.02994,13.25,0.0287,82.35,1647,1743.61,5.443,5742,4.297,0.26,1.215,1.068,CONFIRMED
56.4349933,0,0.019,4.7381,580,0.021706,4.77055,2.37,0.276,89.99,465,11.04,92.954,5534,4.381,0,1.001,0.88,CONFIRMED
33.7888028,0,0.078,5.496,649.2,0.023375,1.82374,2.71,0.2127,89.91,611,33.01,47.92,6202,4.436,-0.02,1.062,1.122,CANDIDATE
3.215109385,0,0.954,4.365,158,0.015061,0.01886,1.54,0.0418,63.99,1155,421.21,2.18,5541,4.472,0.12,0.934,0.942,CANDIDATE
3.29276797,0,0.663,4.8069,80.7,0.008673,0.11647,1.39,0.0435,80.59,1458,1068.95,4.06,5683,4.108,0.1,1.472,1.014,CONFIRMED
13.72710334,0,0.025,7.3419,199.2,0.012888,0.30446,2.38,0.1154,89.9,1005,241.58,14.4747,5951,4.017,-0.08,1.693,1.086,CONFIRMED
24.3110031,0,0.146,8.7682,184.4,0.012424,0.30621,2.3,0.169,89.61,831,112.64,21.23,5951,4.017,-0.08,1.693,1.086,CONFIRMED
9.34145925,0,0.455,6.18,81.7,0.008438,0.24477,1.56,0.0893,87.49,1143,403.44,10.41,5951,4.017,-0.08,1.693,1.086,CONFIRMED
4.97760447,0,0.474,2.5719,287.3,0.015682,1.79524,1.75,0.0545,87.96,1023,258.91,13.3,5353,4.358,0.16,1.023,0.87,CONFIRMED
21.1285655,0,0.36,3.852,176.7,0.012237,2.64147,2.88,0.1622,89.48,935,180.55,39.6,5817,3.877,0.18,2.153,1.276,CONFIRMED
24.4851178,0,0.987,4.642,263.8,0.021816,0.03911,7.14,0.1857,84.73,1179,456.64,10.74,6655,3.638,-0.58,2.995,1.42,FALSE POSITIVE
7.51854537,0,0.13,2.845,286.7,0.015061,2.8135,1.42,0.0701,89.63,784,89.41,20.33,5064,4.474,0.18,0.864,0.811,CONFIRMED
86.7490807,0,0.003,9.179,547.1,0.021098,1.00742,2.23,0.3706,90,398,5.94,73.73,5579,4.419,0,0.97,0.901,CANDIDATE
25.96190067,0,0.02,6.2732,350.3,0.017211,0.93345,3.25,0.1891,89.96,850,123.11,32.16,6369,4.088,0.06,1.729,1.337,CONFIRMED
130.3543929,0,0.675,6.474,5128.7,0.06946,2.31284,7.7,0.5183,89.7,369,4.36,127.6,5970,4.463,0.1,1.015,1.089,CONFIRMED
1.855557556,0,0.554,2.35672,10570,0.097147,1.04421,10.05,0.0286,84.47,1436,1004.89,5.749,5657,4.441,-0.08,0.947,0.903,CONFIRMED
3.261759866,0,0.949,1.7593,3876.1,0.077582,0.69262,8.01,0.0434,82.54,1262,599.54,7.303,6131,4.497,-0.24,0.945,1.023,CANDIDATE
3.364425589,0,1.597,1.3261,4843,0.671549,1.53737,56.83,0.0417,80.55,1106,352.97,9.73,5813,4.589,-0.52,0.775,0.855,FALSE POSITIVE
16.78175788,0,0.502,3.7386,908,0.027823,1.9562,2.25,0.118,89.07,545,20.82,30.8,4925,4.588,0,0.742,0.778,CONFIRMED
105.3035093,0,0.027,6.214,1362.2,0.033268,4.07825,3.18,0.4238,89.99,351,3.58,133.71,5534,4.515,0,0.875,0.914,CONFIRMED
2.549562652,0,0.047,1.6999,495.1,0.020119,4.6501,1.11,0.0293,89.77,682,50.9,11.691,3716,4.74,0.04,0.506,0.513,CONFIRMED
13.96950181,0,0.901,1.5871,1110,0.036995,3.98511,2.04,0.0909,88.5,387,5.29,34.5,3716,4.74,0.04,0.506,0.513,CONFIRMED
5.21230171,0,0.187,2.098,430,0.018794,4.78967,1.04,0.0471,89.44,537,19.7,19.02,3716,4.74,0.04,0.506,0.513,CONFIRMED
17.76076524,0,0.627,1.6679,1287.2,0.034334,17.97851,1.93,0.1085,89.46,368,4.34,66.9,3826,4.744,-0.06,0.516,0.54,CONFIRMED
10.55840479,0,0.31,3.366,194.2,0.012634,2.09395,1.41,0.09,89.23,796,94.94,23.11,5353,4.358,0.16,1.023,0.87,CONFIRMED
20.92735802,0,0.991,3.4256,8091,0.143383,0.81405,17.36,0.1498,87.87,735,69.08,26.612,6126,4.358,-0.12,1.109,1.021,CANDIDATE
6.98800953,0,0.024,3.103,193.2,0.012445,2.04813,1.39,0.0683,89.92,914,164.86,17.42,5353,4.358,0.16,1.023,0.87,CONFIRMED
105.3582299,0,0.75,3.81,1210.2,0.034493,5.81276,1.87,0.351,89.71,204,0.41,150.5,3883,4.762,-0.28,0.496,0.518,CONFIRMED
22.8245144,0,0.279,6.617,322.7,0.016692,0.62132,3.36,0.177,89.38,946,189.46,25.77,6642,4.057,-0.02,1.846,1.421,CONFIRMED
49.1011093,0,0.52,6.341,845.6,0.027082,1.12947,3.28,0.253,89.43,498,14.57,52.4,5393,4.299,0.2,1.11,0.895,CONFIRMED
7.05675145,0,0.631,2.0261,130,0.010978,3.5363,1.68,0.0778,88.28,1196,483.95,21.04,6388,4.244,0.1,1.402,1.259,CONFIRMED
34.8536903,0,0.493,5.333,767.7,0.025958,1.41193,2.4,0.2046,89.37,522,17.62,44.9,5818,4.554,-0.22,0.848,0.937,CONFIRMED
2.41434868,0,0.221,1.2701,191,0.012299,9.60814,0.97,0.0315,89.12,953,195.08,14.36,4507,4.573,0.18,0.724,0.715,CONFIRMED
2.466070972,0,1.223,1.9559,704.5,0.251698,0.07227,24.3,0.0353,64.63,1260,595.8,2.85,5708,4.529,-0.04,0.884,0.963,FALSE POSITIVE
4.30656389,0,0.894,4.1107,257,0.017299,0.06502,1.95,0.054,77.07,1177,453.2,3.99,6108,4.466,0.07,1.03,1.132,CONFIRMED
12.964717746,0,1.282,1.8303,3732.9,0.353935,1.48087,39.93,0.1115,86.89,834,114.24,23.6,6210,4.45,-0.1,1.033,1.093,FALSE POSITIVE
1.731079436,0,1.404,1.8419,11974,0.537502,0.66955,56.05,0.0286,72.75,1541,1332.5,4.73,6045,4.494,-0.12,0.955,1.038,FALSE POSITIVE
7.794302043,0,1.06,1.1081,3387.4,0.153996,4.56215,16.51,0.0742,87.52,882,142.82,24.47,5494,4.405,0.07,0.982,0.893,CONFIRMED
14.5324483,0,0.001,3.13,1355.9,0.033083,4.40903,3.11,0.1083,90,664,46.06,36.65,5345,4.473,-0.12,0.86,0.802,CONFIRMED
5.248667607,0,0.847,1.917,601.2,0.02569,1.22945,2.84,0.0596,86,1056,293.42,12.14,5807,4.437,0.1,1.012,1.021,CONFIRMED
7.96431492,0,0.189,1.5342,746,0.024538,18.99927,2.44,0.0734,89.73,805,99.42,39.94,5185,4.44,0.16,0.91,0.831,CONFIRMED
92.7297248,0,0.857,6.83,1257.5,0.038187,0.49438,2.81,0.3608,89.19,276,1.38,60.8,4580,4.641,0.08,0.675,0.748,CANDIDATE
1.485710994,0,0.105,2.2874,20824,0.130256,1.52356,14.48,0.0257,88.93,1562,1404.81,5.6229,5624,4.432,0.3,1.018,1.021,CONFIRMED
30.5231459,0,1.06,2.7286,2212.3,0.130484,0.77375,11.26,0.183,88.2,506,15.46,33.7,5518,4.585,-0.2,0.79,0.885,CANDIDATE
71.3116598,0,0.035,8.813,2138,0.042352,0.99346,4.94,0.354,89.97,475,12.01,64.4,6194,4.445,0.07,1.069,1.161,CONFIRMED
28.78270955,0,0.002,3.451,864.5,0.025875,6.37754,2.11,0.1685,90,443,9.09,65.37,4774,4.58,0.12,0.745,0.77,CANDIDATE
15.44428875,0,1.275,2.0791,3596.2,0.347304,1.19973,37.58,0.1255,87.04,731,67.39,24.7,5895,4.489,0.21,0.991,1.105,FALSE POSITIVE
1.411230023,0,0.851,1.4325,388.2,0.021233,0.78246,1.71,0.0221,78.73,1164,436.04,4.35,4575,4.564,0.18,0.737,0.726,CONFIRMED
96.9151707,0,0.541,6.065,862.8,0.027419,2.44078,2.37,0.3878,89.71,325,2.64,106.6,5162,4.559,0,0.791,0.826,CONFIRMED
13.47472742,0,0.025,2.5995,729.6,0.02444,6.95203,1.96,0.1034,89.96,634,38.21,40.56,5395,4.615,-0.34,0.734,0.821,CONFIRMED
2.29503515,0,0.16,1.654,172.1,0.011933,4.28717,1.18,0.0331,89.14,1304,681.51,10.61,5637,4.482,-0.06,0.909,0.914,CONFIRMED
27.495634,0,0.664,4.858,483.3,0.021247,0.94603,2.11,0.1629,88.87,590,28.66,33.6,5657,4.401,-0.48,0.911,0.762,CONFIRMED
14.08826442,0,0.133,4.1847,889.4,0.027205,1.71486,2.66,0.1138,89.71,724,64.97,26.2,5853,4.529,-0.1,0.895,0.99,CONFIRMED
3.905081685,0,0.131,2.8213,21340,0.13191,2.09428,12.78,0.0485,89.37,1046,282.59,11.907,5543,4.54,0.21,0.887,0.997,CONFIRMED
110.9643706,0,0.729,12.831,1283.2,0.035366,0.17592,2.11,0.3679,89.14,239,0.77,48.6,4441,4.695,-0.86,0.546,0.538,CONFIRMED
4.539297295,0,0.83,1.9455,798.1,0.029574,1.18462,2.34,0.0494,85.63,830,112.09,10.886784,4914,4.61,-0.04,0.724,0.783,CANDIDATE
6.94135824,0,0.871,1.8899,825,0.030784,1.46625,2.96,0.0682,86.78,876,139.05,15.51,5527,4.491,-0.08,0.88,0.875,CONFIRMED
17.276296682,0,0.085,3.94738,10458,0.090661,3.04681,7.31,0.1209,89.87,538,19.88,36.36,4941,4.599,0,0.738,0.79,CONFIRMED
31.7821117,0,0.17,3.856,570.2,0.021609,4.77947,2.08,0.1879,89.85,528,18.32,63.43,5527,4.491,-0.08,0.88,0.875,CONFIRMED
4.36273233,0,0.732,2.2375,341.6,0.01828,1.17461,1.76,0.05,86.03,1023,258.7,10.57,5527,4.491,-0.08,0.88,0.875,CONFIRMED
18.6848377,0,0.405,3.7965,1251.5,0.032436,2.46841,1.93,0.1135,89.35,402,6.16,35.7,4156,4.712,-0.44,0.545,0.559,CONFIRMED
7.41634701,0,0.476,2.1362,505.5,0.020845,4.72946,1.24,0.0613,88.86,547,21.1,23.96,4156,4.712,-0.44,0.545,0.559,CONFIRMED
9.91724268,0,0.786,3.2241,457.9,0.021657,0.69602,2.85,0.0883,87.06,903,157.41,15.35,5539,4.244,0.14,1.207,0.932,CONFIRMED
82.5341188,0,0.033,4.8556,1895.4,0.038637,6.80263,2.45,0.3104,89.99,260,1.08,134.8,4316,4.678,-0.44,0.58,0.584,CONFIRMED
20.16037858,0,0.941,4.13,343.6,0.022072,0.15473,1.75,0.1339,86.39,510,16.03,14.92,4975,4.614,0.02,0.724,0.818,CONFIRMED
10.99470891,0,0.265,1.5929,884.7,0.026796,22.3991,1.71,0.0805,89.71,512,16.24,52.31,4302,4.661,-0.44,0.586,0.573,CONFIRMED
124.03589939,0,0.075,4.8472,7690,0.079644,11.47696,11.13,0.4947,89.98,413,6.88,210.55,5822,4.244,0.14,1.28,1.047,CANDIDATE
1.194812329,0,0.404,1.3777,189.5,0.012883,3.14274,1.36,0.0222,86.26,1806,2521.46,6.19,6198,4.475,-0.28,0.97,1.024,FALSE POSITIVE
10.84969477,0,0.55,3.474,1122.1,0.031398,1.4533,2.67,0.0914,88.49,676,49.3,20.83,5251,4.592,-0.04,0.778,0.869,CANDIDATE
12.18420006,0,0.746,2.5014,499.3,0.022196,2.24035,2.59,0.1031,88.36,819,106.52,26,5771,4.374,0.06,1.068,0.984,CANDIDATE
3.76417012,0,0.287,2.0111,558.4,0.021335,3.68525,1.7,0.044,88.83,908,160.99,14.03,5063,4.617,-0.14,0.728,0.813,CONFIRMED
5.92972237,0,0.048,2.518,412.1,0.018387,3.30245,1.92,0.0649,89.85,972,210.95,18.31,5741,4.492,0.16,0.956,1.035,CONFIRMED
12.2476121,0,0.116,3.209,402.7,0.018189,3.23802,1.9,0.1052,89.77,763,80.29,29.5,5741,4.492,0.16,0.956,1.035,CONFIRMED
13.59051547,0,0.232,3.784,621.9,0.022536,2.09179,2.4,0.1072,89.51,724,64.8,27.33,5442,4.409,0.1,0.974,0.887,CANDIDATE
46.8776724,0,0.834,10.041,539.8,0.024183,0.08246,2.62,0.2495,87.75,484,13.01,21.2,5504,4.418,0.2,0.993,0.943,CONFIRMED
89.1935737,0,0.015,4.0104,868.3,0.02697,12.62813,3.81,0.3987,89.99,483,12.83,174.5,6071,4.239,-0.06,1.295,1.061,CANDIDATE
13.09390911,0,0.86,2.2805,398.7,0.021118,1.55395,2.2,0.1096,87.96,752,75.58,24.1,5772,4.487,0.1,0.956,1.022,CONFIRMED
