koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,status
0.686994057,0,1.261,3.5252,2797.1,0.323275,0.11386,35.3,0.0153,27.08,2063,4267.13,1.416,5780,4.438,0,1,1,FALSE POSITIVE
1.324247867,0,0.295,1.4759,83.3,0.008499,3.1595,1.3,0.0257,87.46,2140,4951.46,6.64,6557,4.251,0.04,1.406,1.287,FALSE POSITIVE
0.780632043,0,1.306,1.4109,736.5,0.334674,0.16781,79.67,0.0165,41.91,2714,12837.08,1.755,5354,3.754,-0.42,2.18,0.985,FALSE POSITIVE
0.730947169,0,1.143,4.396,248,0.160013,0.05768,14.43,0.0155,13.74,1777,2349.48,1.177,5514,4.569,-0.04,0.826,0.926,FALSE POSITIVE
41.16676097,0,1.093,2.2133,5386.3,0.202708,4.03992,17.82,0.2124,89.12,446,9.35,71.26,5193,4.503,-0.18,0.805,0.753,FALSE POSITIVE
1.083736642,0,1.265,1.57912,8930.8,0.387688,0.56259,237.84,0.0258,67.24,3641,41465.78,3.269,5591,3.227,-0.4,5.618,1.942,FALSE POSITIVE
2.45570369,0,1.205,3.1,273.8,0.221422,0.01583,55.95,0.0334,45.38,1891,3017.14,1.715,5148,3.624,-0.58,2.314,0.822,FALSE POSITIVE
0.64234875,0,0.627,1.3699,103.7,0.009846,1.16654,2.78,0.0174,77.7,3813,49846.45,2.941,7089,3.842,-0.14,2.584,1.693,FALSE POSITIVE
5.204286663,0,0.272,6.2598,35221,0.170338,0.26775,16,0.0545,87.85,934,180.12,7.264,5332,4.471,-0.12,0.86,0.798,FALSE POSITIVE
6.352090869,0,0.223,3.88771,75142,0.249791,1.70137,18.9,0.0587,89.17,772,83.66,15.367,5089,4.58,-0.52,0.693,0.666,FALSE POSITIVE
1.877350712,0,0.297,1.7478,185.6,0.012667,2.71676,1.46,0.0308,87.86,1650,1755.2,7.97,6382,4.432,-0.22,1.059,1.104,FALSE POSITIVE
2.11552348,0,1.187,6.712,359.2,0.206384,0.00932,21.43,0.033,24.22,1398,900.64,1.302,5900,4.509,0.07,0.951,1.065,FALSE POSITIVE
2.84573962,0,0.656,7.28,211.7,0.014011,0.03403,3.63,0.0426,74.42,1829,2645.94,2.44,5557,3.792,-0.02,2.372,1.271,FALSE POSITIVE
7.01476115,0,0.687,3.945,122.1,0.01076,0.3958,1.02,0.0686,86.1,928,175.85,10.1,5912,4.501,-0.44,0.87,0.875,FALSE POSITIVE
1.13357304,0,0.739,2.849,33.1,0.005691,0.16474,0.59,0.0208,70.7,1836,2688.01,2.24,6147,4.449,-0.46,0.954,0.932,FALSE POSITIVE
0.643468999,0,0.266,1.1108,108,0.009608,3.77394,0.88,0.0132,86.5,2001,3772.66,4.355,5670,4.452,-0.64,0.843,0.732,FALSE POSITIVE
112.645961,0,1.277,7.037,1957.9,0.326725,0.12727,35.36,0.4721,88.34,377,4.76,44,5895,4.489,0.21,0.991,1.105,FALSE POSITIVE
0.526887517,0,0.292,0.8971,119.9,0.01021,5.74259,0.58,0.0103,86.17,1238,550.37,4.38,3945,4.721,-0.34,0.519,0.515,FALSE POSITIVE
4.14244748,0,0.386,2.203,69.9,0.007838,2.64528,1.82,0.0523,88.35,1907,3128.33,13.39,6785,3.83,-0.96,2.124,1.113,FALSE POSITIVE
0.552834211,0,1.045,1.2887,145.7,0.06255,0.11379,18.09,0.0141,31.45,3107,21895.36,1.225,5132,3.675,-0.08,2.648,1.211,FALSE POSITIVE
0.758354475,0,0.279,4.56811,581780,0.747799,0.48285,149.44,0.0186,83.46,3123,22401.95,2.4485,7131,4.084,-0.12,1.83,1.483,FALSE POSITIVE
76.5369531,0,0.327,5.574,652.2,0.023329,3.3985,3.73,0.3528,89.82,503,15.15,101.7,5596,4.105,0.14,1.466,0.998,CONFIRMED
3.43525124,0,1.121,4.509,152.2,0.133675,0.00541,25.43,0.0466,41.65,1579,1468.73,1.5,5854,4.014,0.12,1.742,1.143,FALSE POSITIVE
0.962828092,0,1.101,4.411,63,0.108677,0.02899,40.82,0.0228,11.58,3553,37544.87,1.124,6552,3.594,-0.08,3.44,1.694,FALSE POSITIVE
3.11141514,0,0.46,3.074,28.4,0.005008,0.65412,0.7,0.044,86.2,1530,1296.58,6.94,6450,4.297,-0.1,1.273,1.169,CANDIDATE
1.878156188,0,0.959,2.058,787.5,0.034268,0.12705,2.51,0.0258,70.49,1141,400.37,2.87,5075,4.598,-0.62,0.67,0.649,FALSE POSITIVE
7.81153999,0,1.271,5.984,912.8,0.303875,0.0099,23.56,0.071,66.38,718,62.96,3.17,5150,4.628,-0.28,0.71,0.792,FALSE POSITIVE
0.993488979,0,0.83,1.9694,24327,0.164217,0.68053,17.9,0.0179,75.37,1914,3172.24,3.287,5811,4.328,-0.58,0.998,0.772,FALSE POSITIVE
1.334104585,0,0.986,3.14624,61691,0.379633,0.39085,44.9,0.0238,72.75,1880,2954.64,3.325,6319,4.373,-0.32,1.083,1.007,FALSE POSITIVE
2.115498574,0,1.215,6.738,444.2,0.23666,0.01019,25.84,0.0332,25,1432,995.26,1.341,5917,4.475,0.14,1,1.088,FALSE POSITIVE
6.49676881,0,0.643,2.527,135,0.011218,1.61822,3.74,0.0788,87.6,1761,2273.36,15.34,6418,3.658,-0.14,3.049,1.541,FALSE POSITIVE
2.057499811,0,0.004,2.569,325.6,0.01583,1.08729,1.27,0.0284,89.96,1037,273.84,6.243,4620,4.564,0.12,0.736,0.723,FALSE POSITIVE
10.5856758,0,0.474,4.911,178.7,0.012533,0.542,1.49,0.0997,88.16,912,163.41,14.75,6246,4.433,0.07,1.092,1.18,FALSE POSITIVE
2.69633621,0,1.141,5.238,238.6,0.156523,0.00666,15.78,0.0376,33.49,1334,749.66,1.368,6106,4.496,-0.34,0.923,0.974,FALSE POSITIVE
11.2580745,0,0.955,23.516,713.3,0.033455,8e-04,2.14,0.0836,56.93,497,14.44,1.75,4257,4.691,-0.2,0.586,0.623,FALSE POSITIVE
1.099291188,0,0.077,1.765,282.6,0.014873,1.78677,1.37,0.0195,89.09,1414,947.02,4.851,4878,4.5,0.44,0.843,0.82,FALSE POSITIVE
0.47462889,0,0.377,1.0194,331.3,0.016665,3.3693,1.43,0.0109,83.67,1840,2691.55,3.423,4904,4.527,0.06,0.786,0.758,FALSE POSITIVE
0.352515897,0,0.26,1.0525,168.2,0.01191,2.61583,1,0.0092,84.23,2194,5534.14,2.58,5465,4.598,-0.26,0.766,0.857,CANDIDATE
0.299697755,0,0.964,0.8473,346.9,0.0238,0.52564,2.03,0.0081,44.72,2246,6005.79,1.356,5180,4.547,-0.12,0.782,0.787,FALSE POSITIVE
0.339069751,0,0.958,1.1516,53.2,0.008785,0.29065,2.09,0.0102,37.61,3653,41863.05,1.209,5653,3.846,0.02,2.183,1.216,CANDIDATE
1.081935491,0,0,5.136,202.9,0.012649,0.08505,0.99,0.0183,89.99,1364,819.14,1.7394,4938,4.569,-0.26,0.718,0.697,FALSE POSITIVE
0.524175803,0,0.318,0.7648,236.8,0.014228,9.04642,1.27,0.0123,86.42,1891,3049.23,5.08,5278,4.576,0.14,0.815,0.911,CANDIDATE
1.89129881,0,0.699,5.294,82,0.008836,0.05242,0.86,0.0293,71.02,1414,944.68,2.148,5806,4.507,-0.18,0.893,0.935,FALSE POSITIVE
4.94330596,0,0.928,2.9334,126.2,0.012786,0.11518,1.41,0.0561,79.91,1058,296.74,5.3,5661,4.415,0.1,1.008,0.964,CANDIDATE
178.139072,0,0.042,9.654,678.8,0.023396,1.78564,2.25,0.5948,89.98,291,1.7,144.15,5431,4.496,0.02,0.879,0.881,CONFIRMED
0.619023176,0,0.387,1.496,77.9,0.008093,1.35519,0.79,0.0142,82.63,1885,2985.06,3.02,5395,4.536,0.38,0.891,0.995,CANDIDATE
120.00336404,0,0.78,3.3803,39596,0.206779,20.44857,15.08,0.4209,89.82,240,0.78,249.69,4315,4.627,0.14,0.668,0.688,CANDIDATE
4.067371428,0,1.51,5.8962,63447,0.840138,0.22067,68.81,0.0443,74.86,978,215.71,5.779,5385,4.532,-0.58,0.75,0.698,FALSE POSITIVE
1.540395781,0,0.062,1.6305,173.4,0.011726,3.11658,0.94,0.0239,89.51,1211,510.22,7.312,4955,4.592,-0.06,0.735,0.771,FALSE POSITIVE
32.9045733,0,1.232,4.402,662.3,0.259526,0.05766,28.34,0.2014,85.25,568,24.63,14.89,5780,4.438,0,1,1,FALSE POSITIVE
2.46353343,0,1.222,2.954,830,0.253317,0.03175,21.49,0.0338,55.7,1171,445.83,2.17,5541,4.587,-0.28,0.777,0.852,FALSE POSITIVE
22.91339043,0,1.281,3.94,5407,0.36804,0.35112,24.11,0.1336,86.56,510,15.94,21.4,5451,4.663,-1.98,0.6,0.604,FALSE POSITIVE
1.541350116,0,0.272,3.29,378,0.017486,0.36089,1.5,0.025,85.63,1273,619.14,3.565,5150,4.59,0.12,0.784,0.878,FALSE POSITIVE
1.205412526,0,1.092,1.537,109.2,0.102818,0.03868,12.6,0.0219,40.58,1988,3681.8,1.438,6292,4.32,-0.46,1.122,0.959,FALSE POSITIVE
1.710316235,0,1.174,3.614,409.4,0.19531,0.01905,23.38,0.0297,35.02,1647,1740.08,1.433,6147,4.435,0.21,1.096,1.193,FALSE POSITIVE
23.9210408,0,0.936,5.174,158.3,0.013956,0.08734,3.01,0.1871,86.12,1020,255.65,13.82,7121,4.031,-0.12,1.972,1.521,CONFIRMED
9.03326435,0,0.455,2.857,610.7,0.022819,2.5151,1.96,0.0813,88.82,729,66.89,22.14,5311,4.588,-0.04,0.788,0.884,CANDIDATE
356.535835,0,1.281,5.467,3113,0.345194,1.28518,28.27,0.8736,89.64,220,0.55,205,5385,4.532,-0.58,0.75,0.698,FALSE POSITIVE
3.490785878,0,0.116,1.4513,336.8,0.016727,9.94108,1.32,0.0418,89.64,1010,245.65,18.57,5496,4.618,-0.46,0.725,0.81,CANDIDATE
1.92149487,0,1.29,1.891,1006,0.322515,0.08953,79.14,0.0359,60.18,2382,7634.18,2.59,6831,3.959,0.21,2.247,1.675,FALSE POSITIVE
1.093665854,0,0.174,1.4399,218.4,0.013555,3.12612,1.29,0.0206,88.29,1681,1880.33,5.825,5845,4.541,-0.16,0.874,0.968,CONFIRMED
141.608555,0,0.399,7.685,1263.1,0.032298,2.26978,2.98,0.5029,89.83,290,1.68,134,5083,4.512,0.22,0.844,0.844,CANDIDATE
3.6092231,0,0.364,2.8,52.4,0.006716,1.15112,0.68,0.0463,87.74,1192,477,9.25,6032,4.508,-0.18,0.929,1.014,CANDIDATE
12.4247333,0,0.656,16.828,40.5,0.006159,0.01025,1.47,0.1138,81.37,1284,642.95,4.37,6632,3.86,-0.42,2.193,1.27,FALSE POSITIVE
11.4927112,0,1.212,7.764,291.5,0.227929,0.00237,25.01,0.1021,61.61,858,127.97,2.55,6198,4.464,-0.16,1.005,1.072,CANDIDATE
70.7511986,0,1.24,6.198,858.1,0.271356,0.0543,27.74,0.3113,87.08,441,8.97,24.3,5771,4.4,-0.46,0.936,0.802,FALSE POSITIVE
116.583183,0,0.586,5.8,819,0.027148,3.02267,2.91,0.4572,89.74,371,4.47,129.5,5738,4.426,-0.06,0.981,0.936,CANDIDATE
175.13892,0,0.07,10.767,634.5,0.022585,1.25633,3.06,0.6095,89.97,346,3.39,126.8,5497,4.243,0.32,1.241,0.981,CONFIRMED
1.302061421,0,1.273,1.8238,1046.1,0.305569,0.09517,92.86,0.0291,51.47,3345,29636.26,2.04,7757,3.837,-0.1,2.783,1.941,FALSE POSITIVE
55.25178622,0,0.978,6.094,39874,0.300696,1.30161,27.32,0.2762,89.06,444,9.15,59.44,5793,4.561,-0.26,0.832,0.921,FALSE POSITIVE
5.548250634,0,0.296,6.06772,42873,0.191456,0.32587,21.49,0.0633,87.9,1088,331.99,8.094,6124,4.455,-0.02,1.028,1.097,FALSE POSITIVE
4.442520831,0,0.966,2.4779,531.5,0.027421,0.11187,3.98,0.0563,78.6,1392,889.36,4.887,6496,4.272,-0.08,1.33,1.209,FALSE POSITIVE
1.339670241,0,0.602,1.895,28.6,0.005163,0.90649,1.27,0.0289,82.16,3448,33385.02,4.41,8867,3.988,-0.62,2.245,1.789,FALSE POSITIVE
2.685223546,0,1.28,4.0632,5494.6,0.369077,0.05657,28.98,0.0349,62.63,1111,360.92,2.783,5552,4.62,-0.54,0.719,0.786,FALSE POSITIVE
1.99042642,0,0.067,3.083,133.8,0.010627,0.59978,1.17,0.0317,89.23,1539,1327.48,5.008,6198,4.464,-0.16,1.005,1.072,FALSE POSITIVE
67.230028,0,0.938,25.01,379.1,0.02202,0.00246,2.44,0.3222,83.57,482,12.79,8.38,6157,4.418,-0.3,1.016,0.985,FALSE POSITIVE
0.805259637,0,0.332,0.9779,341.8,0.017291,6.56755,1.93,0.0174,86.87,2115,4732.34,6.08,6257,4.454,-0.18,1.022,1.079,FALSE POSITIVE
75.3787816,0,0.046,5.268,387.7,0.017463,4.56797,1.6,0.3235,89.98,360,3.97,111.1,5061,4.488,0.1,0.841,0.793,FALSE POSITIVE
2.464160779,0,1.169,2.427,116.7,0.179594,0.01505,36.93,0.0344,46.24,1709,2018.62,1.69,5238,3.84,-0.32,1.883,0.894,FALSE POSITIVE
13.0267964,0,0.93,0.785,356.6,0.022538,17.54038,2.08,0.1025,89.01,643,40.51,54,5083,4.512,0.22,0.844,0.844,CANDIDATE
4.93129874,0,1.224,1.8626,676.1,0.251798,0.12502,21.42,0.0507,76.99,944,187.36,5.44,5457,4.508,-0.56,0.779,0.712,FALSE POSITIVE
5.59187448,0,0.82,1.6782,236.4,0.016357,2.17522,104.18,0.0757,86.93,4793,124810.93,15.32,3915,1.173,0.02,58.325,1.846,FALSE POSITIVE
1.88665445,0,1.269,1.343,2098,0.321214,0.37904,43.81,0.0299,72.18,1794,2453.86,4.15,6296,4.247,-0.36,1.249,1.005,FALSE POSITIVE
14.53682228,0,1.068,3.195,1032.3,0.114404,0.12412,73.15,0.1094,84.51,1596,1534.06,11.15,4946,2.819,-0.64,5.855,0.824,FALSE POSITIVE
1.72853003,0,0.776,3.819,99.1,0.00996,0.08712,2.43,0.0315,71.11,2492,9100.75,2.4,6701,3.882,-0.4,2.237,1.392,FALSE POSITIVE
2.19068738,0,0.594,4.41,66.3,0.00777,0.12725,1.68,0.0364,79.24,2017,3913.33,3.18,6208,3.973,-0.02,1.975,1.337,FALSE POSITIVE
372.16478,0,0.7967,11.288,2074,0.046078,0.68001,5.68,1.0793,89.95,279,1.44,170.8,6194,4.415,0.21,1.129,1.208,FALSE POSITIVE
0.947730124,0,0.473,1.1171,152.5,0.011822,4.19282,2.82,0.0248,85.35,3914,55681.21,5.84,9464,4.116,0.07,2.184,2.272,FALSE POSITIVE
234.240739,0,0.944,12.925,464.1,0.025002,0.05861,3.41,0.7576,89.02,329,2.77,55.4,5814,4.269,0.16,1.248,1.055,CANDIDATE
341.01495,0,0.087,5.12,386,0.017606,22.3835,1.72,0.9007,89.99,234,0.71,516,5327,4.456,0.02,0.896,0.836,FALSE POSITIVE
6.14631207,0,0.937,3.803,891.1,0.033508,0.08171,4.79,0.0727,80.12,1260,594.72,5.46,6726,4.335,0.07,1.31,1.354,FALSE POSITIVE
27.36432337,0,1.273,3.545,2282.5,0.326675,0.27362,39.49,0.1888,86.7,659,44.5,22.1,6167,4.428,0.21,1.107,1.2,FALSE POSITIVE
10.26231992,0,0.945,3.568,813.9,0.033623,0.14231,1.98,0.0755,84.14,509,15.89,9.25,4316,4.709,-0.72,0.54,0.543,FALSE POSITIVE
1.519529227,0,0.866,5.1675,8372.5,0.097397,0.04689,11.12,0.0271,61.04,1653,1766.31,1.7887,6033,4.46,0.21,1.046,1.153,FALSE POSITIVE
6.487525901,0,1.199,2.4536,20209,0.400824,1.42307,21.23,0.054,85.32,593,29.11,14.68,4481,4.763,-1.48,0.485,0.498,FALSE POSITIVE
2.35197616,0,1.177,5.304,268,0.193452,0.0085,21.19,0.0354,29.64,1444,1025.78,1.355,6147,4.463,-0.12,1.003,1.064,FALSE POSITIVE
0.861643331,0,0.994,2.4318,232.5,0.025042,0.04521,1.88,0.0156,34.79,1613,1599.85,1.211,5506,4.596,-0.9,0.688,0.682,FALSE POSITIVE
12.1097626,0,0.981,10.174,113.9,0.013495,0.0021,1.09,0.0918,67.24,681,50.68,2.53,5437,4.547,-0.64,0.739,0.701,FALSE POSITIVE
63.909601,0,0.0578,11.85,143,0.010801,0.33341,0.76,0.2782,89.95,351,3.57,41.6,5227,4.668,-0.68,0.643,0.701,FALSE POSITIVE
19.7352868,0,1.417,5.097,319.4,0.431539,0.01144,49.24,0.1475,76.73,743,72.08,6.18,6329,4.44,-0.2,1.045,1.095,FALSE POSITIVE
0.566799125,0,0.232,3.072,30.7,0.005094,0.20631,0.56,0.0136,81.2,2299,6590.95,1.5188,6063,4.451,-0.08,1.004,1.035,FALSE POSITIVE
20.1890396,0,0.541,6.251,112.1,0.010011,0.43345,1.39,0.1493,88.53,794,93.89,21.06,6178,4.269,-0.04,1.267,1.085,CANDIDATE
1.061935973,0,1.19,3.3177,337.9,0.208381,0.03693,24.17,0.0212,23.81,1961,3479.87,1.301,6274,4.434,-0.1,1.062,1.115,FALSE POSITIVE
1.485898163,0,1.173,2.446,224.6,0.18845,0.0278,14.96,0.0226,37.62,1272,620.65,1.48,5088,4.559,-0.36,0.727,0.699,FALSE POSITIVE
38.5763483,0,0.015,19.861,282.1,0.015366,0.04356,2.05,0.2356,89.94,619,34.77,15.076,6167,4.333,0.12,1.221,1.174,CANDIDATE
1.845610523,0,1.22,2.337,374.1,0.239346,0.03186,77.83,0.033,47.02,2502,9283.04,1.79,5974,3.639,-0.26,2.978,1.408,FALSE POSITIVE
133.303247,0,0.063,7.342,1017.5,0.028288,3.07169,2.67,0.4765,89.97,301,1.94,142.4,5064,4.474,0.18,0.864,0.811,CONFIRMED
125.4132302,0,0.822,2.3241,1345,0.038446,21.59093,3.14,0.4426,89.82,266,1.18,262,4641,4.557,0.16,0.747,0.734,CONFIRMED
21.5702917,0,1.155,40.4,148.7,0.16612,1e-04,29.53,0.1481,31.18,888,146.81,1.35,6070,3.983,-0.6,1.628,0.93,FALSE POSITIVE
0.868723418,0,0.947,1.4617,197.1,0.016376,0.18126,1.87,0.0169,60.67,1998,3776.5,1.934,5761,4.331,-0.28,1.046,0.855,FALSE POSITIVE
25.30893566,0,0.799,5.7704,153.7,0.01257,0.26856,1.77,0.1763,87.81,710,60.2,20.87,5949,4.272,0.18,1.292,1.14,CONFIRMED
1.412526202,0,1.166,5.49,150.3,0.176301,0.01678,36.77,0.0296,15.47,3001,19160.84,1.21,8468,4.114,-0.3,1.91,1.728,FALSE POSITIVE
2.759573341,0,1.04,6.999,382,0.0681,0.00525,6.42,0.0372,35.89,1198,487.37,1.283,5640,4.52,-0.14,0.863,0.901,FALSE POSITIVE
3.79188234,0,0.615,2.15,417,0.019604,1.74325,1.95,0.0467,86.79,1201,492.81,10.98,6171,4.495,-0.48,0.91,0.944,FALSE POSITIVE
14.38724729,0,1.262,1.9078,1914.1,0.311666,0.79762,29.24,0.108,86.49,725,65.41,20.6,5830,4.479,-0.54,0.859,0.811,FALSE POSITIVE
58.4302648,0,0.948,7.18,1849.5,0.051888,0.12564,3.45,0.248,88.08,300,1.91,28.3,4338,4.643,-0.34,0.609,0.594,FALSE POSITIVE
13.37935853,0,0.974,8.809,353.5,0.022549,0.00554,6.65,0.1226,74.91,1395,896.56,3.74,6739,3.712,-0.56,2.702,1.371,FALSE POSITIVE
13.26255423,0,0.943,4.65,916.4,0.03481,0.08783,3.55,0.1105,84.21,766,81.56,9.35,5973,4.506,-0.1,0.935,1.024,FALSE POSITIVE
20.5696575,0,1.298,4.263,401.5,0.316474,0.02385,28.96,0.1437,80.79,650,42.09,8.11,6098,4.562,-0.5,0.838,0.938,FALSE POSITIVE
4.52342256,0,0.757,2.531,219,0.014736,0.7353,1.7,0.0556,85.31,1195,482.25,9.27,6211,4.437,-0.04,1.058,1.117,FALSE POSITIVE
0.723947772,0,1.148,2.125,242.7,0.164888,0.07287,52.16,0.0147,24.74,3192,24641.6,1.264,5160,3.424,-0.72,2.897,0.812,FALSE POSITIVE
308.544422,0,0.022,18.503,586.8,0.022233,0.43857,3.28,0.9625,89.99,330,2.81,130.198,6325,4.274,0.14,1.349,1.252,CONFIRMED
0.905679492,0,1.272,2.1164,2299,0.327311,0.1329,35.74,0.0184,44.82,1882,2950.42,1.793,5780,4.438,0,1,1,FALSE POSITIVE
22.735911,0,0.665,42.435,2311,0.046445,0.00145,5.07,0.1574,78.75,643,40.32,3.41,5780,4.438,0,1,1,FALSE POSITIVE
0.909310626,0,1.264,3.4411,12127,0.403987,0.13414,48.79,0.0192,45.5,2130,4889.6,1.803,6370,4.41,-0.1,1.106,1.148,FALSE POSITIVE
0.648774274,0,0.078,2.643,231,0.013565,0.35375,1.08,0.013,87.76,1659,1795.83,1.989,5026,4.557,-0.3,0.729,0.701,FALSE POSITIVE
17.47702,0,0.0012,54.52,138.3,0.010841,0.00102,0.93,0.1247,89.95,676,49.24,2.5442,6116,4.579,-0.86,0.782,0.845,FALSE POSITIVE
0.696125302,0,1.219,2.0054,14966,0.386422,0.39891,28.44,0.0133,55.84,1645,1739.43,2.17,5245,4.594,-0.76,0.674,0.652,FALSE POSITIVE
302.38867822,0,1.134,3.1229,41320,0.435247,57.09988,40.73,0.8341,89.9,238,0.76,651.1,5328,4.499,0,0.857,0.845,FALSE POSITIVE
305.0762469,0,0.695,6.255,4042.8,0.061965,5.44843,7.82,0.9117,89.87,284,1.53,299,5716,4.348,0.4,1.155,1.083,CANDIDATE
5.24372504,0,1.201,17.136,234.4,0.215542,0.00145,20.41,0.0543,20.48,1017,253.25,1.282,5772,4.452,-0.58,0.867,0.777,FALSE POSITIVE
18.795269797,0,0.201,9.9816,28241,0.153076,0.2339,30.77,0.1403,89.29,899,154.05,16.3464,5623,3.925,-0.12,1.841,1.038,FALSE POSITIVE
42.2625935,0,0.962,4.465,692.2,0.032285,0.211,12.62,0.2813,87.97,855,126.27,27.11,5432,3.55,0.04,3.581,1.658,FALSE POSITIVE
3.549386251,0,0.818,2.4342,50664,0.247971,1.75919,24.15,0.0441,85.55,1142,402.76,10.54,5759,4.495,-0.2,0.892,0.908,FALSE POSITIVE
29.92208104,0,0.38,2.7716,345.3,0.017282,9.96221,3.09,0.1954,89.72,782,88.52,77.8,6127,4.055,-0.12,1.637,1.109,CANDIDATE
0.566812588,0,0.079,3.596,17.1,0.003804,0.14743,0.71,0.0134,86.68,3089,21653.56,1.3579,6194,3.971,-0.5,1.718,1.008,FALSE POSITIVE
9.94221873,0,1.171,2.453,486.5,0.196178,0.08771,19.64,0.0852,81.27,754,76.56,7.71,5213,4.434,0.14,0.917,0.832,FALSE POSITIVE
9.06557317,0,0.432,1.6208,243.4,0.01461,13.89039,1.46,0.0849,89.37,880,141.9,39.2,6075,4.51,-0.28,0.916,0.991,FALSE POSITIVE
4.9432827,0,0.5719,40.01,27.1,0.004963,0.00105,1.21,0.0646,59.01,1739,2161.95,1.107,6701,3.907,-0.2,2.236,1.472,FALSE POSITIVE
7.35390869,0,0.375,2.061,92.9,0.008993,5.83141,2.29,0.084,89.16,1483,1141.53,25.55,6385,3.868,-0.04,2.327,1.458,FALSE POSITIVE
15.7455586,0,0.889,13.877,161.1,0.013595,0.00618,1.41,0.1242,78.15,743,71.98,4.33,6089,4.495,-0.18,0.95,1.031,FALSE POSITIVE
0.566796615,0,0.243,1.999,47.8,0.006358,0.63168,0.59,0.0131,83.68,2077,4426.68,2.205,5858,4.553,-0.26,0.849,0.94,FALSE POSITIVE
8.48651582,0,0.009,5.267,110.8,0.009651,0.50575,1.34,0.0838,89.96,1060,298.03,12.44,6178,4.269,-0.04,1.267,1.085,CONFIRMED
2.189092892,0,1.27,5.1128,1871.5,0.317097,0.02018,33.45,0.0335,42.52,1446,1034.43,1.723,6106,4.487,-0.16,0.966,1.043,FALSE POSITIVE
2.40435335,0,0.746,4.07,70.6,0.008326,0.10489,3.05,0.0404,76.42,2454,8577.88,3.18,6103,3.568,-0.22,3.358,1.522,FALSE POSITIVE
220.9290121,0,0.826,7.335,2456.5,0.051019,1.29665,5.24,0.7114,89.68,299,1.89,149.6,5893,4.483,-0.12,0.941,0.981,FALSE POSITIVE
3.1877519,0,1.178,14.836,452.3,0.200899,0.00361,19.66,0.041,19.21,1141,400.3,1.247,5532,4.489,0,0.896,0.904,FALSE POSITIVE
10.72396374,0,1.25,3.8439,13518,0.403166,0.42002,39.84,0.0896,84.75,783,88.64,13.67,5582,4.445,-0.22,0.905,0.832,FALSE POSITIVE
119.67747,0,1.283,32.274,3254.1,0.347764,0.00217,36.8,0.4832,83.76,379,4.9,11.8,6075,4.486,-0.12,0.969,1.048,FALSE POSITIVE
185.9526325,0,1.264,3.5964,11107,0.401043,7.41854,50.98,0.6498,89.7,343,3.28,238,5813,4.33,0.21,1.164,1.057,FALSE POSITIVE
41.077590334,0,0.502,6.20583,134480,0.342658,2.80013,23.2,0.2001,89.54,346,3.37,62.9763,4451,4.654,-0.3,0.62,0.633,FALSE POSITIVE
10.5994606,0,0.671,9.484,128.8,0.010994,0.04637,1.28,0.0993,84.08,896,152.67,6.51,6194,4.445,0.07,1.069,1.161,CANDIDATE
63.934965,0,1.217,12.71,1119.5,0.256016,0.00806,44.59,0.3052,84.2,525,18,12.03,5209,3.999,0.1,1.595,0.927,FALSE POSITIVE
38.4769457,0,0.981,5.825,259.4,0.020296,0.03632,4.79,0.2348,86.03,814,103.72,14.17,6079,3.834,-0.32,2.163,1.164,FALSE POSITIVE
37.3228722,0,0.608,7.2146,307.5,0.016573,0.45356,35.34,0.3344,88.92,1654,1769.88,32.2,4907,2.41,0.21,19.53,3.573,CONFIRMED
1.664980224,0,0.987,1.7455,230.8,0.021495,0.06998,3.68,0.0277,62.99,1921,3223.3,2.173,5792,4.058,-0.04,1.567,1.024,FALSE POSITIVE
16.6094904,0,0.631,3.189,272.9,0.015874,2.17855,1.82,0.1274,88.86,766,81.28,31.7,6047,4.395,-0.16,1.05,0.998,FALSE POSITIVE
0.566789505,0,1.03,5.835,54.6,0.039354,0.06621,3.37,0.0128,7.89,2038,4051.92,1.04,5894,4.585,-0.56,0.784,0.863,FALSE POSITIVE
2.62982665,0,1.077,6.213,126.4,0.088706,0.00473,17.88,0.0418,26.24,1968,3542.64,1.2,6712,4.053,-0.1,1.846,1.411,FALSE POSITIVE
2.69787749,0,0.53,1.915,116.8,0.010174,2.07822,1.5,0.0361,86.73,1512,1235.14,9.28,5609,4.114,-0.22,1.348,0.862,FALSE POSITIVE
5.23340265,0,0.366,3.242,242.1,0.014219,1.10126,1.15,0.0552,88.2,851,124.02,11.68,5266,4.611,-0.22,0.741,0.83,FALSE POSITIVE
3.51289168,0,0.373,3.313,131,0.010499,0.6825,1.12,0.0432,87.2,1161,429.42,7.64,5523,4.395,-0.02,0.981,0.871,FALSE POSITIVE
14.092583189,0,0.586,4.1536,530.4,0.021681,0.97395,1.82,0.1084,88.45,597,30.1,21.704685,5081,4.596,0.12,0.77,0.864,CANDIDATE
9.087508013,0,0.511,2.7597,140.6,0.011172,2.42747,1.37,0.0825,88.67,987,224.7,21.964872,6078,4.297,-0.44,1.119,0.905,FALSE POSITIVE
0.65244373,0,0.133,1.471,610.7,0.02252,1.88559,2.17,0.0141,87.81,1969,3546.43,3.488,5638,4.488,-0.18,0.883,0.875,FALSE POSITIVE
