ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,label
180.165072,-45.799456,-8.604,-2.95,4.325079,4.5840299,6169.2109454,17.9355814,2179.3612296,1742.6174344,11.1138,564.409,6457,3.9,2.1276,CP
188.386428,-10.146214,-96.647,-9.483,5.72226,2.648,25549,12.8433,37.0251,687,10.418,64.7414,4233.2,4.64,0.73,CP
168.292908,-17.657779,6.008,-7.754,9.6242946,4.2426202,9248.0639969,11.617428,152.8484066,896.7780681,11.5688,310.841,5473,4.26,1.20434,CP
199.433742,-47.237575,-15.976,0.505,5.4772024,5.4922783,8723.5807073,20.5282052,2076.6312059,1721.708381,10.7316,538.11,6942,3.94,2.0919299,CP
4.146347,-10.976423,1.827,-1.504,3.65688,3.542,7040,12.8031,903.013,1527,11.7083,524.993,6239,4.15,1.53,CP
96.744643,-46.821364,0.077,20.496,4.1536624,1.702,12310,12.7595,278.886,1138,11.3187,303.941,5818.8,4.24,1.09,CP
359.900874,-35.031335,109.747,7.614,8.1584545,4.4269549,14691.0822531,12.7452371,138.8172262,875.4484741,9.1468,89.9606,5600,4.50501,0.996641,CP
170.324325,-22.388177,-24.166,0.929,5.4150884,3.4707122,14133.5009678,13.1148191,300.8457743,1062.1986094,13.2958,642.884,5652,4.36,1.09531,CP
61.657801,-25.349667,3.997,9.892,7.8181434,4.98,3650,9.95177,266.851,1125,12.5757,679.761,5549,4,1.64,CP
126.337825,-11.500989,-5.388,-0.587,5.4053583,4.859,6770,13.4237,857.119,1507,10.5579,343.08,6410,4.14,1.59,CP
102.847425,-29.058655,-16.382,-7.264,3.3488698,3.226,10760,13.1821,593.594,1375,11.8656,389.57,5711,4.27,1.23,CP
103.517356,-27.050416,-0.139,-4.758,4.1933299,1.8377861,4975.6987846,11.8258238,1300.3176068,1531.5532821,12.2309,737.668,6405,4.13,1.62776,CP
108.452399,-33.437346,0.759,-2.879,2.2921078,3.058,10690,13.3446,1648.01,1622.3304049,13.1472,800.377,6208,4.31,1.27,CP
109.104521,-31.244395,-2.42,2.44,1.8882403,3.571,5360,15.3305,13195.3,2985,12.4539,1458.83,8549,4.11,2.12,CP
296.688442,-63.565649,19.406,-12.796,1.82069,3.049,12340,15.6593,2440.7,1958,12.0457,514.555,6155,4.24,1.35,CP
167.582816,-58.982985,-10.042,4.282,3.39829,2.634,4340,7.06633,662.808,1413,12.2876,477.322,6271,4.45,1.09,FP
195.794015,-41.384862,0.043,-5.784,4.2338315,2.1366747,7623.0638123,19.3476057,1009.5193065,1437.6342368,11.3287,410.149,6333.7,4.21,1.4607199,CP
357.879198,-39.907121,-56.853,-88.865,3.922774,2.590317,11418.8018097,6.7573356,121.7698663,847.2365964,10.2499,87.5953,4800,4.53527,0.635603,CP
200.634864,-44.688839,-3.451,-7.915,2.54317,2.106,5740,10.1496,455.425,1286,13.2755,748.585,5652,4.2,1.31,CP
209.51701,-30.348153,-4.362,-5.087,5.17958,4.524,7620,14.829,669.018,1416,12.1577,663.231,6116,4.07,1.65,CP
112.419225,-29.937916,2.67,-5.024,4.5768651,3.5592795,10869.4903086,19.1571223,1547.1013862,1599.5559785,12.3213,878.521,6687,4.09,1.78295,CP
114.283382,-32.755419,-6.283,0.531,4.2041585,2.124,12080,12.1025,355.909,1210,12.9264,609.838,6781,4.54,1.07,CP
147.580067,-66.113925,6.051,-15.398,2.8240662,3.9664741,8350.4825034,17.539812,5568.904189,2203.2419199,8.0552,170.696,8004.2,4.2,1.83611,CP
135.416303,-20.720369,-9.984,1.128,2.3447752,1.814,15340,13.4487,320.327,1178,11.9397,305.603,5515,4.39,1.04,CP
89.598895,-30.811799,-16.881,-7.371,1.3379079,1.711,1110,5.18392,6914.07,2540,12.3686,280.555,5111.9,4.5,0.86,CP
163.788852,-0.737066,-28.12,24.033,4.1117992,1.743,18550,13.432,122.084,926,12.3353,325.377,5424.8,4.49,0.92,CP
320.762876,-40.048439,-3.337,-39.852,2.278575,2.159825,13638.9588751,14.7731999,775.8848566,1346.0744113,12.3119,355.513,4879,4.5,1.21163,CP
176.628323,-33.860076,-35.023,-4.597,3.8537477,3.3882542,18317.5774189,14.4519193,453.8635757,1177.2022463,13.1648,585.77,5697,4.39,1.05901,CP
358.668877,-37.628224,247.615,-69.801,0.792072,0.6710876,1570.5241455,3.8899128,2681.6061051,1835.3483089,9.1031,80.4373,5422,4.42223,0.980173,CP
223.658719,-38.744547,0.723,-1.53,2.8785209,2.4590521,8669.7193299,13.7377421,1268.8182329,1522.1925858,12.1014,508.885,6017,4.22,1.3485301,CP
171.845053,-44.088703,-8.427,-2.262,3.8194157,4.7754909,4613.2685664,13.9878773,2025.6652551,1711.0459369,12.0233,757.84,6090,3.88,2.02635,CP
127.38723,-12.944768,-13.184,-3.821,5.6107737,6.3384834,6651.6899169,18.3701736,1486.8578958,1583.7517779,11.3299,627.066,6013.5,4.17,2.21327,CP
100.571247,-29.77678,-4.344,5.595,3.2633165,5.2814337,5011.5725027,15.0902486,3163.3762217,1912.7466985,12.941,1342.29,6561,3.93,2.08347,CP
215.122762,-31.20207,-21.736,-0.858,4.5113229,4.6724386,10726.033173,18.3072568,1365.3984373,1550.3673006,10.5288,356.391,6540.6,4.26,1.70757,CP
141.920643,-19.347648,-6.078,1.723,4.4352884,1.89,6410,11.2110231,196.663,1365.1232387,12.2682,609.128,6245,4.24,1.38,CP
60.948278,-19.056818,-12.664,-14.115,2.3506186,2.369,15940,12.801,570.233,1361,11.7076,279.485,5593,4.46,0.97,CP
116.370721,-52.383259,-5.675,11.296,0.9466898,1.3136613,15344.5412902,14.9272738,3013.7626133,1889.7180434,12.4933,415.135,5707,4.39,1.07015,PC
219.389377,-42.0294,-12.741,-18.953,12.68807,2.287,3660,15.504,0.182995,182,10.7347,245.295,6200.5,4.33,1.11,PC
5.160562,-23.935789,-1.4,-18.3,4.8998137,3.3475164,10252.1125854,16.1797788,410.1392038,1147.7639253,10.248,211.877,5940,4.23158,1.5037,CP
212.647819,-27.993072,5.07,-2.616,3.4158625,1.8,2070,26.6801,1663.15,1779,9.46381,264.051,5986,3.66,2.19,PC
95.102051,-66.400466,34.203,53.698,1.13305,1.073,100,2.16887,925.999,1536,8.5122,153.896,5883.8,3.77,2.1,FP
122.61813,-65.852379,-8.549,-7.848,1.6563594,1.836,140,1.41812,1227.11,1648,9.8146,130.335,5614.1,4.34,1.02,FP
159.580056,-61.289786,-20.972,7.572,6.0988471,5.408818,8857.7284148,24.9943945,1423.581832,1566.6261042,10.9572,525.922,7023.2,4.11,1.82219,FP
137.66287,-64.471528,-14.832,-21.967,1.57363,2.558,710,7.59717,18801.9,3262,10.6707,279.155,5342.5,4.01,1.66,FP
217.279625,-43.361979,-33.265,-18.453,10.8519204,3.4116977,2673.4398303,21.2500324,1144.9023512,1483.583045,8.4672,230.033,6670.3,4.29,2.5599401,FP
88.071315,-70.920308,-11.765,-40.92,3.6473615,4.7789121,147.7334945,1.8179428,1104.8800224,1470.4441362,10.1302,219.482,5928,4.24,1.47579,PC
182.772117,-52.672196,-13.264,-12.522,4.62109,4.203,12220,17.054,1846.27,1826,9.4306,200.156,6531.7,4.29,1.45,PC
24.605139,-55.772001,96.163,20.946,2.0727907,2.5809884,13516.6796431,13.3112906,1176.4579299,1493.7016128,9.9696,151.068,5640,4.43703,1.12805,CP
172.156226,-78.801587,-48.632,11.613,4.8294038,2.904,8550,19.6891,1625.33,1768,9.8722,278.462,5877.5,4.18,1.96,PC
154.996219,-79.802603,-29.071,-12.333,6.89132,5.369,5940,11.3151,673.704,1419,10.5,241.981,5488,4.14,1.41,FP
215.145569,-41.983318,-6.986,-3.886,0.6924125,1.1867616,1022.768813,9.4787069,20501.734441,3051.8796301,9.5187,253.478,6422.1,3.86,1.85455,FP
165.033297,-59.978409,-22.482,1.368,4.90427,5.259,1600,7.86596,2027.06,1869,8.9718,232.276,7119.5,4.14,1.98,PC
206.105083,-40.336403,150.065,71.874,16.3152,1.992,2500,2.23088,26.312,630,11.1825,22.4731,3625,4.81,0.31,FP
213.978422,-62.906643,-59.783,-3.942,0.88958,1.844,1240,3.8492,4433.23,2273,10.4877,191.877,5586.2,4.21,1.11,FP
134.966386,-67.955597,-19.821,-15.188,14.5189715,2.769,330,3.52677,62.5474,783,9.4845,206.826,5844.8,4.13,1.79,PC
14.551689,-64.761541,-0.261,15.617,1.1630161,1.9358075,438.6131816,11.6644896,49142.2008338,3797.3742418,8.0674,292.32,6495,3.32048,4.0595698,PC
173.314149,-60.075995,-7.938,4.624,5.3274196,5.9943824,840.6290042,9.8074207,4636.1766425,2104.5523988,9.1962,400.718,6466.2,3.7,3.28105,PC
228.629109,-43.387085,-6.688,-15.529,1.76447,2.749,2640,27.921,17578.1,3207,7.185,326.628,8049,3.3,5.08,FP
221.343502,-54.761146,-15.989,-1.662,12.63309,4.126,23830,18.4214,70.779,808,10.163,158.09,5394.6,3.77,1.19,PC
201.642206,-39.629886,-19.251,3.228,0.6468119,1.0521614,1095.8052547,5.8965657,18605.7599654,2978.7331799,10.7892,405.208,6308.3,4,1.71404,PC
209.982525,-43.327316,-39.221,1.386,0.6221986,0.738,380,6.19703,3584.11,2155,9.0492,254.169,6390.7,3.83,2.31,PC
174.845028,-65.176299,-133.217,27.071,0.4262412,0.5485713,563.8362068,4.1242568,17153.5980112,2918.8283556,9.9666,186.789,5343,4.1,1.4990799,PC
222.333572,-60.080256,-153.952,-86.496,2.6855915,2.0491187,488.2401788,3.5729712,1856.700481,1674.1918061,8.5941,106.955,5796,4.14,1.51715,FP
353.033186,-21.801201,-96.775,51.24,14.27959,8.488,832,7.61351,174.314,1012,7.3566,95.5483,5105,3.39182,2.9,CP
190.720365,-53.688304,-18.984,-0.59,2.5599475,2.9280345,10927.8597639,17.281594,2669.4615098,1833.2667655,11.0048,421.946,6432.2,4.11,1.56996,PC
194.769773,-57.253713,-6.326,-20.071,3.21833,1.737,1220,5.92061,227.091,1081,10.3345,247.145,5418,4.17,1.67,FP
176.070255,-59.911853,-9.942,34.037,4.7631,1.838,850,4.06445,184.105,1026,9.7472,202.033,6105.1,4.12,1.48,PC
161.140515,-59.737608,-7.582,2.92,6.0783344,4.8904528,16168.288913,16.9877965,235.1310083,998.7280008,5.666,2503.46,8719.5,4.08,1,FP
2.271509,-27.121745,692.255,90.142,10.2150168,1.9683066,994.1089045,1.4777754,7.4195034,420.9334696,9.92801,23.7262,3763,4.83739,0.447336,PC
218.270079,-43.298512,-28.197,-25.698,9.27898,6.514,9020,15.0807,1058.72,1589,10.9805,343.388,5898.8,4.08,1.45,FP
207.584824,-23.383379,-29.626,-6.568,8.58635,5.348,5260,10.6665,792.511,1478,10.1919,266.509,6617,4.21,1.41,PC
127.281049,-57.194209,-16.422,-22.274,6.1110945,4.2566318,1098.152672,5.873208,249.203041,1013.3467617,10.3349,162.148,5725,4.54,1.07235,FP
168.871533,-44.428987,-12.725,-24.449,0.5646185,1.311,340,2.9966,6886.86,2537,10.361,252.81,6237,4.24,1.3,PC
80.105873,-59.895433,45.702,58.455,104.87075,6.434,12050,10.1289,2.50012,350,10.0391,102.27,5350,4.52347,0.88,PC
158.670633,-59.748482,-15.942,7.618,3.7899524,5.5268401,4345.4373432,11.7871267,602.1590809,1263.4194534,10.1574,171.127,5579.5,4.22,1.10456,FP
169.958638,-51.866071,-45.152,-1.157,6.65642,5.352,7270,14.9765,542.116,1344,10.1405,268.254,5805.6,4.13,1.73,FP
152.28015,-72.798117,-31.085,25.233,3.9417503,2.6862623,12213.449533,22.1748,1387.6006135,1556.6316999,10.248,290.78,6190.4,4.15,1.47925,FP
147.174575,-51.756564,-13.547,-1.741,4.0337722,3.8222937,3238.4305925,13.0531514,4541.7267885,2093.750851,10.2396,515.603,7369,4.27,2.22276,PC
143.466387,-53.561643,-8.811,1.488,1.552804,1.814,690,11.1748,3930.71,2205,9.8153,873.401,7804.8,3.78,4.44,PC
178.547176,-46.896887,-27.631,10.574,7.72433,8.03,7120,20.0285,1173.53,1630,10.2372,422.884,6249.4,4.19,2.32,FP
181.632505,-31.645713,8.129,-8.411,1.8363252,1.011096,849.3500297,4.8118035,3966.942782,2024.1082437,9.8916,254.439,6311.5,4.17,1.6119601,PC
184.259218,-51.075153,18.224,-25.907,1.10833,2.288,1060,4.58274,4415.23,2270,10.186,218.438,5972,4.08,1.4,FP
354.915467,-69.196043,79.464,-67.44,8.13822,3.32,3576,6.95452,145.105,966,7.8541,44.0622,5414,4.438,0.95,CP
146.397063,-66.686631,-73.323,12.578,9.1270513,3.457,4540,7.99427,86.7364,850,10.3579,175.713,5400,4.43,1.18,PC
128.181355,-58.575511,-2.261,3.211,2.7444608,1.4580393,1138.7222894,13.7385132,22619.8270834,3127.8222862,8.9578,500.027,7896.3,3.6,3.9611499,PC
134.190203,-61.371461,-70.24,0.73,2.33317,3.18,2620,14.8753,12603,2951,10.4879,296.179,5986.5,4.32,1.56,FP
143.46695,-55.175763,-12.167,3.727,1.79988,3.518,180,3.32197,6540.68,2505,9.0607,258.885,6136.9,3.85,2.46,FP
164.031654,-43.376697,-25.251,8.208,17.30714,4.138,2900,12.2024,110.956,904,9.4916,328.475,6995.5,4.1,2.23,PC
63.857632,-16.902144,47.551,-30.747,723.8345008,7.382946,3119.2983693,13.1361697,1.3572621,275.2869842,8.64807,139.212,5463,3.77778,1.94771,PC
87.401782,-54.910423,7.731,66.448,52.9782176,4.452,6450,10.8596,8.08328,469,8.5822,113.825,6461.8,4.35,1.33,CP
87.401782,-54.910423,7.731,66.448,5.8492122,3.5045663,118.1884062,1.4854279,571.4054009,1246.9695108,8.5822,113.825,6461.8,4.35,1.33031,PC
229.99122,36.229545,-21.661,-24.25,3.0565258,4.2437497,8416.1100761,14.8372739,1616.903294,1617.3006497,10.6506,320.451,5981,4.07,1.59874,CP
239.577568,35.408114,-143.277,318.219,2.6162769,1.134893,1120.6014184,1.0972867,19.1060128,533.2271643,10.2705,15.8095,3352,4.8984,0.325635,PC
256.610728,44.776885,9.436,-18.185,4.810142,7.0545718,7451.2127084,23.7204619,2884.5540893,1869.1296266,9.63331,371.686,6417,3.7,2.6481,CP
232.132653,27.361073,-56.166,63.966,3.3458902,0.9752135,9753.0197847,3.3785144,11.7008909,471.7093472,12.8387,47.3444,3223,4.89993,0.324155,PC
246.797267,42.687767,-43.304,68.696,6.8175125,2.8495532,1428.6615079,3.2643538,99.1738424,804.8575726,10.408,115.834,5175,4.54,0.837198,PC
246.797267,42.687767,-43.304,68.696,2.4589669,1.958354,1076.4050672,2.9716021,386.2734192,1130.6897509,10.408,115.834,5175,4.54,0.837198,PC
229.837442,29.207877,-141.096,395.502,7.4371152,2.6970391,1296.3872159,2.6050866,26.0685413,576.300415,8.962,27.9956,4218.9,4.67,0.622512,PC
234.431765,48.955206,12.352,-46.466,15.3474527,7.1483441,1043.9861069,6.0861555,194.7540847,952.7772822,9.6087,198.007,5588,3.92293,1.79774,PC
15.52504,-59.087724,17.866,7.733,1.7386736,1.2988138,13645.6946731,9.6298524,418.9201714,1153.8585373,14.6723,627.339,4746,4.52746,0.820258,PC
245.151432,41.04796,-10.312,-29.198,5.6334254,4.2490397,5246.75246,12.6919386,965.9168173,1421.8529437,8.27468,127.774,6412.8,4.09,1.70392,CP
240.549275,28.169625,-17.422,14.82,3.9414176,2.9583551,19860.2151195,13.129895,336.3882173,1092.2698436,10.5484,163.553,5729,4.52,0.919086,CP
31.17055,65.289331,-26.036,24.771,0.4487349,2.8757897,3572.0328032,5.8054498,928.877466,1408.021727,11.6484,89.3047,3975,4.62844,0.627144,FP
232.863345,33.902516,42.582,112.198,11.1900486,2.9741507,567.7989939,1.6608182,31.192573,602.7435196,8.5049,36.9284,4958,4.66667,0.695992,PC
247.622983,38.347535,-77.899,52.564,2.8759303,3.195178,2900.886986,7.9664234,1529.9517307,1595.1046529,7.6262,75.8643,6084,4.17,1.46043,CP
282.795256,82.245414,2.791,-4.521,8.87202,3.637,6650,12.2755,163.653,996,10.9461,335.985,6042,4.15,1.48,PC
5.469534,66.168119,-47.349,-11.911,7.1924,2.732,810,2.27368,72.3112,812,10.5782,108.076,5050,4.59,0.77,PC
333.331904,62.857385,4.812,1.212,1.46329,2.431,750,3.54656,3541.21,2149,10.5027,238.061,6168,4.29,1.28,FP
334.434433,62.465008,4.431,0.9,0.77871,1.458,670,6.16036,10057.7,2789,10.9141,609.996,7751,4,2.25,FP
12.216148,59.386718,2.849,-1.879,2.57134,3.824,920,10.7406,5344.87,2382,10.9415,910.693,7125,3.54,3.56,FP
331.117808,81.565951,25.719,2.507,5.71547,3.925,13280,13.8404,542.246,1344,10.7609,276.105,6664,4.44,1.18,PC
17.680098,65.249648,24.971,-2.555,18.8238,4.806,2360,9.62606,109.162,900,9.46221,281.184,7014,4.05,1.95,PC
351.380744,54.601182,-1.535,-1.911,2.89453,3.327,550,6.20845,9411.16,2743,10.5682,909.511,9714,3.98,2.68,FP
233.014923,24.085016,-17.558,15.161,1.25825,1.192,470,4.8504,1332.52,1683,8.97913,231.827,6549,3.89,2.18,PC
234.861293,55.153498,-11.969,-23.747,11.15031,4.449,630,2.86345,194.694,1040,10.67,263.958,6319,4.38,1.19,PC
307.022746,61.871411,-17.586,-19.725,11.24886,2.99,1390,5.48291,79.0204,830,10.4719,276.053,6308,4.19,1.48,PC
12.97601,-59.343647,88.887,-148.96,43.8279601,4.2818927,572.4402978,2.5105994,15.6578187,507.3440419,9.2182,95.3428,5605,4.39973,1.03654,PC
352.27473,71.506474,44.853,25.368,3.86085,2.636,14190,11.1063,194.705,1040,10.8407,144.717,5019,4.43,0.92,PC
19.234846,62.35169,78.916,-13.737,1.37477,1.601,960,3.0101,1122.82,1612,10.4608,177.331,5825,4.44,1.02,FP
350.369407,60.801171,-8.563,-13.166,2.41872,2.685,1160,7.23529,1660.52,1778,10.9518,511.22,6535,3.9,2.16,FP
0.977557,59.334681,-3.071,-22.425,12.013,4.101,820,3.52595,127.153,935,10.1976,203.562,6178,4.33,1.23,PC
351.880281,61.392515,-5.884,-5.005,4.12066,1.721,1000,7.32494,1378.26,1697,10.4887,664.006,9953,4.09,2.38,FP
1.119248,54.934497,14.472,7.986,9.07788,6.214,5600,12.9707,535.616,1340,10.7799,366.962,6125.9,4.03,1.72,PC
16.184942,74.331306,6.293,-9.958,1.4972,2.806,16680,18.3536,6345.14,2486,10.996,289.668,6081,4.31,1.24,PC
5.867146,71.158807,-6.964,-1.662,7.40709,2.539,14870,14.314,82.4417,839,10.4708,196.538,5887,4.35,1.14,FP
237.924107,52.306308,-10.393,-1.384,13.79022,3.312,1110,2.55691,36.1655,683,10.7545,116.567,5021.6,4.6,0.76,PC
346.90982,56.694513,19.194,-0.356,5.30329,3.707,1200,11.7443,473.142,1299,10.6568,571.487,6054.7,3.41,3.48,PC
7.975464,-56.965081,31.34,4.687,4.2529879,3.109,304.4145029,2.9336559,951.5519629,1416.5368504,9.4525,177.759,6222.5,4.06,1.45382,PC
323.908297,65.437536,20.968,2.08,13.5975,2.75,480,1.93805,39.1204,696,9.70362,113.725,5985,4.59,0.88,PC
336.295039,67.971168,-1.41,-3.759,1.16343,1.626,590,6.39459,25168.8,3509,10.6234,809.88,11265,4.07,2.62,PC
2.599567,58.489439,-98.605,-9.771,10.2207,3.848,300,2.95608,226.74,1081,7.3307,92.8913,6748.7,4.13,1.72,PC
5.198855,55.542814,-8.586,-7.721,3.75436,2.063,660,4.58098,1253.85,1657,10.1731,385.274,8398,4.27,1.75,PC
73.73822,-62.521874,105.973,111.015,0.7363063,0.7151108,1255.5305737,1.4604032,117.7596326,840.1732693,12.4312,47.7465,3358,4.438,0.351676,PC
13.27005,60.618112,2.884,-1.087,2.26584,2.833,430,7.79082,11752.6,2900,9.8722,914.062,10125,3.62,4.14,PC
4.747716,56.367066,181.062,8.715,1.45655,1.51,580,1.83776,436.167,1273,10.636,78.9495,4475,4.59,0.7,FP
27.778642,63.081422,12.315,-4.252,4.04163,1.719,3100,13.1608,304.098,1163,10.155,419.142,6895,3.87,2.36,FP
331.70177,63.599044,-2.549,-3.778,21.07626,2.124,1890,11.6504,31.6166,660,10.3499,514.968,7577,3.9,2.46,PC
254.130502,44.302536,-13.477,-27.061,8.80512,3.033,8660,9.42308,94.9704,869,11.5906,246.353,5701,4.47,0.97,CP
167.865299,71.540754,-47.469,-40.466,8.8119592,2.0135544,642.6634365,2.2862203,91.9744746,789.8353705,10.4547,138.308,5491,4.5359,0.876335,PC
186.27356,60.418346,-197.88,-6.197,7.7688701,2.0846307,1360.0328909,2.1403409,12.6582436,481.075358,11.1806,52.9328,3700,4.70036,0.542573,PC
245.728968,61.694836,114.951,47.415,5.9212583,2.6447473,146.032664,1.0680437,122.1050094,847.8189508,7.9726,38.6215,5268,4.56138,0.823126,PC
94.218082,-58.229798,0.243,2.663,5.649621,4.153365,47439.1858,27.681535,405.0881542,1144.213679,13.4734,969.506,5963,4.31132,1.21025,FP
219.043374,68.940695,-9.672,18.091,6.3841441,1.9316747,338.4168718,2.1763703,301.4666946,1062.7462578,9.74428,148.003,5849,4.33017,1.16353,PC
256.601181,57.661033,-1.469,-15.734,5.6739502,2.8459137,648.1505723,2.7326962,265.3014467,1029.3300559,11.04,231.311,5873.3,4.46212,1.00286,PC
173.986546,75.546629,-185.008,-87.324,3.167896,1.332906,3492.0896797,2.3147624,19.5994205,536.636931,11.6434,39.1185,3546,4.93943,0.388989,PC
209.882326,58.93291,-82.55,-23.795,79.8289465,4.4185,695.4477983,3.0822793,9.6444644,449.4581692,9.45253,123.946,5729,4.32178,1.15632,PC
218.184395,43.756428,-44.888,19.904,177.5830512,4.7901443,456.0908234,3.5953731,9.1603487,443.7085028,8.38689,131.275,6594,4.16825,1.59978,PC
210.044615,38.705641,24.527,-30.637,4.7983075,2.0241421,1010.1911101,2.1028718,47.3397277,669.0001087,11.1345,74.1469,4065,4.59496,0.667797,PC
217.392016,39.790399,-118.228,-6.973,10.3557525,3.4122481,1097.6702091,2.8893998,48.1228624,671.7499031,8.3745,41.9091,5149.6,4.6,0.772148,PC
217.392016,39.790399,-118.228,-6.973,33.6896948,4.7850998,2163.8552015,4.304942,9.9830727,453.3522838,8.3745,41.9091,5149.6,4.6,0.772148,PC
244.376954,68.894664,-3.399,34.826,6.1155769,2.1163734,384.7465287,1.6560453,124.1142288,851.2853172,9.7807,91.8282,5284,4.54246,0.845908,PC
227.179973,82.446925,35.892,-66.784,6.2772478,1.5325014,910.5215536,2.5385441,105.278027,816.9663784,11.0372,151.103,5244,4.58339,0.800741,PC
185.338193,57.752364,-149.355,-24.012,1.4923545,1.2112182,791.4646458,1.3952039,84.6705112,773.6647236,10.8515,37.066,3577,4.75448,0.480553,PC
53.28158,-72.744051,18.57,44.709,22.4635645,7.070133,623.1416409,3.0175176,33.8873663,615.3599167,10.3539,148.372,5493,4.43001,0.978381,PC
250.382981,80.04588,-18.769,64.767,63.5862535,3.9266689,1803.7901741,3.0371768,3.1504271,339.791185,11.4547,141.436,4868,4.61964,0.72252,PC
264.302263,53.025567,-111.988,-31.78,10.5050019,2.559861,1102.8924636,1.7688555,8.2571553,432.3419352,11.642,62.3446,3742,4.72382,0.515547,PC
241.581203,53.514641,69.846,-93.055,30.2002458,4.6855975,496.0323787,2.6976443,39.7869777,640.5528786,7.8206,63.7194,6004,4.36245,1.1494,PC
284.767733,60.154455,25.806,60.92,17.9692349,4.5410563,1163.7475023,2.5675167,14.15787,494.7311202,11.8737,146.594,4410,4.507,0.767286,PC
259.254539,72.747023,47.717,36.775,6.0783039,2.008178,2821.6346368,2.5612197,13.2902795,486.9712008,13.3257,114.549,3630,4.76664,0.466766,PC
259.254539,72.747023,47.717,36.775,8.1490285,2.3210553,2850.6795113,2.5781465,8.990204,441.633629,13.3257,114.549,3630,4.76664,0.466766,FP
285.921685,65.785672,15.932,63.447,41.7519076,5.0654165,936.2383534,2.7956802,11.5526671,470.2083249,11.316,202.265,5337,4.48036,0.914083,PC
285.921685,65.785672,15.932,63.447,20.2622823,2.9382422,544.5420607,2.2430299,30.2923435,598.3467929,11.316,202.265,5337,4.48036,0.914083,PC
261.374894,75.88228,-18.935,-1.971,124.7251991,7.1265612,1883.7017235,3.5827594,1.7338585,292.6665998,10.8812,126.46,4902,4.5026,0.831423,PC
267.307163,54.415932,0.484,-3.654,49.9943237,5.4106115,1634.3798583,3.3488656,6.3841058,405.410291,11.5509,187.927,5274.27,4.61038,0.779705,PC
19.394178,-66.903066,-12.619,-138.402,4.3794425,1.749447,966.703613,2.6786357,120.9354863,845.7815134,10.8545,113.387,4892,4.50955,0.742779,PC
276.394048,64.636881,-9.763,33.89,230.92212,15.8602661,284.9247434,3.6785805,10.5095659,459.2148716,8.80613,203.217,6395,3.89312,2.1204,PC
263.852071,64.380132,12.042,-74.434,177.2190039,5.569971,295.1501962,2.0441012,3.4452822,347.476908,8.1529,70.2105,5809,4.33351,1.15025,PC
212.547487,45.563868,95.843,-29.282,4.3030422,2.3158374,821.124351,3.1893794,340.4758329,1095.5730041,10.6375,176.759,5468.73,4.37458,1.0519,PC
302.737523,70.869653,-36.894,55.129,53.8206262,4.8689381,891.4025288,2.1549149,3.0639572,337.4352312,10.6699,82.7982,4455,4.55621,0.730261,PC
254.142533,70.027316,-55.269,0.038,18.7917401,1.4944664,1550.5117939,1.542713,1.8565548,297.7122411,12.2669,50.0248,3457,4.84825,0.376775,PC
285.636524,75.418514,203.44,-21.318,17.6633427,3.0499528,791.9861954,1.3230479,3.5986595,351.281225,11.0788,41.9176,3746,4.76979,0.463205,PC
285.636524,75.418514,203.44,-21.318,28.1738894,4.1896551,749.3357963,1.2856846,1.9309701,300.6516801,11.0788,41.9176,3746,4.76979,0.463205,PC
151.618699,74.827211,-26.044,-75.114,3.1190354,1.2715705,3200.9318906,1.4719852,10.0847429,454.5021655,13.4764,48.4809,3285,4.98992,0.247331,PC
151.618699,74.827211,-26.044,-75.114,6.3876114,1.2461048,6606.2067094,2.0770263,3.8776975,357.9012621,13.4764,48.4809,3285,4.98992,0.247331,PC
297.393769,66.293958,-29.674,13.444,1.7890217,1.9190564,391.6251669,1.6741803,554.8261181,1237.8242135,11.6685,198.345,5264,4.59586,0.791524,FP
285.786011,64.230256,13.957,64.235,19.5092887,5.2698492,2215.8709152,4.313055,10.202253,455.8204152,11.2011,95.3985,4316,4.56,0.71133,PC
88.96184,-73.985288,80.456,-139.153,9.0105382,1.8667153,4119.391644,2.1492103,3.356822,345.2246743,12.5395,42.8091,3275,4.438,0.330146,PC
205.59347,76.647981,-48.068,3.251,23.6574866,2.3003653,1082.2231721,2.8001534,23.556341,561.8840546,10.8676,163.982,5535,4.57126,0.846615,PC
266.13371,54.090971,12.459,-38.062,9.07519,3.600758,546.1835636,2.358403,122.8704957,849.1446,10.6397,178.427,5619,4.44,0.997589,PC
253.442793,65.293961,-11.609,-36.14,6.706054,1.8414208,591.0843751,2.2876585,100.7785427,808.0937877,11.4106,183.737,5292,4.58201,0.807811,PC
239.016918,73.07392,-77.706,15.186,2.6620239,1.719,200,1.22005,193.884,1039,10.3366,95.5156,4884,4.54,0.8,PC
151.612215,83.08784,-88.917,-132.175,3.2723356,1.6932161,366.1436812,1.370264,169.5041525,920.2690897,10.0556,76.7418,4907,4.62,0.723757,PC
151.612215,83.08784,-88.917,-132.175,5.9044413,2.8042322,397.67729,1.5448113,77.164766,755.9176928,10.0556,76.7418,4907,4.62,0.723757,PC
181.064438,83.438034,-250.6,88.434,15.9151934,1.2001856,668.3613185,2.1585737,23.4117077,561.0195855,9.8565,72.9091,4718,4.49012,0.821067,PC
