ra,dec,st_pmra,st_pmdec,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,label
188.120105,-50.314168,-35.789,1.021,3.4677103,2.234,10000,12.3649,273.655,1133,13.2727,673.183,5645,4.29,1.18,PC
161.953093,-68.150937,-15.242,-10.174,3.9982381,2.867,53030,20.4596,235.437,1091,13.5836,549.708,5509,4.53,0.88,PC
183.561597,-56.773252,-17.389,1.051,0.3859142,1.189,5590,7.76491,13435.8,2999,13.4748,786.783,6721,4.55,1.05,FP
179.184668,-56.756623,-15.208,2.336,2.1358018,3.404,13860,18.2827,4678.59,2304,13.146,1110.66,7428,4.3,1.52,PC
152.74539,-64.117254,-6.701,1.635,2.968003,3.169,12980,19.5763,1724.43,1795,13.5635,1134.31,6185,4.11,1.59,PC
153.120744,-67.255542,-22.099,7.47,3.4129773,2.772,15770,14.3847,487.897,1309,12.4816,455.237,5691,4.33,1.13,PC
20.494025,-44.416747,-4.318,-1.929,2.24172,3.989,23700,28.4732,2815.2,2029,12.5145,964.641,6292,3.98,1.88,FP
151.501627,-66.898002,-29.865,15.659,3.5366756,2.711,12080,13.2475,485.889,1307,12.1787,457.568,6026,4.34,1.19,PC
149.324748,-68.779105,-25.283,13.962,2.9597882,3.571,7080,15.8751,1416.32,1709,11.2553,484.97,6267.7,4,1.84,PC
142.584862,-65.217734,-2.127,3.15,2.3725101,1.709,4760,14.5568,481.025,1304,13.3257,1213.32,6019,3.85,2.08,PC
137.549077,-63.406609,-4.986,6.223,13.2691625,3.899,2260,11.8455,107.737,897,11.5088,737.306,6364,3.75,2.48,PC
156.217054,-69.29013,-10.751,4.616,2.3302685,3.766,10280,18.4054,6262.77,2478,11.8172,835.785,7763,4.21,1.77,PC
176.928172,-60.068872,-14.326,1.81,4.1346479,3.004,17020,18.1508,497.101,1315,13.1849,803.709,6320,4.27,1.35,PC
171.95644,-61.531221,-7.767,4.102,2.7024736,2.996,10080,15.7052,2975.21,2057,13.1043,1270.07,7798,4.31,1.57,PC
15.844704,-44.705826,5.301,-10.528,9.94915,3.968,22920,24.5989,110.866,903,12.3294,689.883,5852,4.03,1.65,PC
131.475658,-67.411708,-9.072,-2.504,5.9397771,1.315,6720,14.151,34.8073,676,12.7985,690.712,5568,4.05,1.55,PC
187.315131,-51.00392,-6.082,-0.418,2.9490119,2.266,2500,10.8379,771.704,1468,12.077,851.976,6506,3.9,2.15,PC
184.612759,-56.002127,2.493,-4.646,2.3103366,3.198,3610,12.2824,3817.01,2189,12.5285,1049.05,7300,4.05,2.01,PC
148.573222,-64.296904,-38.483,4.688,2.9920652,2.67,16230,13.1078,350.41,1205,12.4041,337.627,5247,4.39,1.01,PC
189.473702,-49.115185,-19.22,-3.235,1.3071566,1.108,3100,11.1657,2913.52,2046,12.3858,405.819,5958,4.51,0.96,PC
185.664501,-58.429108,-8.477,-0.463,1.8093381,1.917,14990,21.7731,1547.58,1747,13.2765,1181.19,6905,4.12,1.77,PC
156.943489,-56.760433,-26.5,12.1,2.3495114,1.9,3180,10.2878,677.714,1421,12.5068,810.583,6155,3.98,1.82,PC
359.191512,-22.153232,-5.295,-6.964,4.60273,4.023,7140,11.339,591.945,1374,11.7607,436.098,5909,4.21,1.34,CP
154.513775,-56.787877,-7.63,3.457,0.546551,1.647,4890,11.4348,9060.46,2718,13.5552,1298.66,6091,4.05,1.66,PC
153.673619,-55.379354,-24.318,8.294,4.867001,4.543,7220,12.6884,2253.86,1919,13.5173,774.109,6137,4.34,1.21,PC
150.38774,-59.339479,-12.641,8.185,1.7000639,2.455,7100,11.4244,12240.8,2930,13.3906,1000.8,9626,4.56,1.35,PC
149.941406,-56.077873,2.287,-0.54,12.2035238,2.512,7290,9.97553,61.174,779,11.5622,337.489,6454,4.45,1.13,PC
161.949345,-59.033182,-7.222,0.753,7.4352742,2.672,4980,17.9043,1128.42,1614,11.686,1269.3,9230,4.09,2.29,PC
158.941809,-50.498637,-7.034,13.281,3.8275442,0.85,3560,8.21778,66.9536,796,11.4573,367.188,6610,4.44,1.18,PC
350.578516,-22.67741,16.957,-7.23,6.16679,2.163,7820,24.0503,254.527,1112,13.1198,738.175,5747,4.24,1.28,PC
173.39914,-56.702405,-0.381,-1.144,0.6587357,1.576,6180,19.3994,7298.13,2574,13.3727,1689.05,6520,3.8,2.41,PC
173.279052,-56.503387,-3.356,5.027,1.2670986,1.856,2730,7.12067,2534.04,1976,11.8706,485.219,6296,4.26,1.36,PC
170.55529,-55.528909,-7.424,3.087,2.9823739,4.419,8140,16.1995,3996.48,2215,13.2671,1213.37,6879,4.09,1.81,PC
182.339327,-32.886681,-3.931,-9.254,3.1419909,1.957,13310,12.5458,237.086,1093,13.0695,511.362,5417.4,4.37,1.05,PC
157.99031,-52.179142,-18.238,8.167,1.8026674,1.958,3000,9.51823,1141.17,1619,12.9687,871.063,5982,4.01,1.72,PC
146.924252,-56.98976,-8.457,6.835,6.3602751,5.569,4170,13.7766,1807.08,1816,12.3984,901.32,7689,4.06,2.07,PC
146.555933,-56.299385,-11.079,5.598,0.5497972,0.973,3080,10.6252,6962.58,2544,12.7683,921.264,7433,4.14,1.84,PC
143.84521,-57.864852,-10.244,5.19,4.5744598,4.484,7880,15.3736,1475.72,1726,13.2159,1068.84,6993,4.16,1.7,PC
195.908072,-19.218984,-123.898,-28.308,1.9268755,1.6724109,2390.8101275,3.2886516,195.6326274,953.8499724,11.7662,113.048,4249,4.59,0.684655,PC
191.111635,-14.258179,-9.766,-14.849,2.1535759,1.911,7500,14.9572,916.032,1532,13.0723,1007.21,5997,4.03,1.68,PC
178.054473,-27.517679,8.064,-6.277,5.104182,2.699,11530,11.2086,177.794,1017,13.2733,555.622,5495.2,4.41,1.01,PC
159.910145,-48.538112,-9.517,-30.568,10.9500371,2.642,2060,3.32812,18.6847,579,11.4005,116.69,4530,4.56,0.73,PC
166.624264,-56.05583,-8.235,1.8,2.7496515,3.854,15730,22.7089,12099.9,2921,11.9519,1082.78,10146,4.36,1.77,PC
149.573667,-58.926569,-31.179,23.374,4.4175827,2.004,7200,8.07515,228.93,1083,12.8017,449.139,6273,4.59,0.93,PC
161.701642,-49.048228,0.441,-0.495,4.3665511,3.471,9120,15.8871,1038.13,1581,12.9661,989.462,7109,4.24,1.57,PC
149.062666,-60.00347,-12.477,7.709,4.2847514,3.223,9660,10.0487,487.104,1308,13.0517,536.222,6022,4.46,1.03,PC
173.137772,-46.315267,-19.93,3.726,4.7332043,3.965,14980,17.1023,698.563,1432,11.315,401.011,6438,4.29,1.35,PC
172.108389,-45.016427,-5.627,5.187,2.5541736,2.308,17470,12.9841,612.512,1385,12.5869,444.736,5990,4.53,0.95,PC
351.105814,-36.975998,-2.02,-1.992,4.26956,3.575,7660,11.9375,497.177,1315,12.4191,557.751,5798,4.22,1.3,PC
170.330028,-44.30802,-25.972,6.18,3.291364,2.461,13930,13.77,496.295,1314,13.1472,697.681,6229,4.45,1.08,PC
175.816278,-30.073164,0.339,-1.892,4.0416494,3.646,6150,14.0222,699.88,1432,13.2285,1121.79,5933,3.96,1.79,PC
149.409755,-51.335534,-4.684,-2.895,4.3450341,3.014,7230,11.2073,577.901,1365,12.842,730.225,6513,4.32,1.32,PC
198.803835,-31.368751,-30.136,5.491,5.3414857,2.524,2270,5.39898,221.339,1074,11.6814,354.09,6068,4.41,1.1,PC
196.726352,-31.716391,-15.733,0.157,4.7360504,4.847,13180,18.3591,765.072,1465,12.477,650.592,5776,4.05,1.6,PC
196.472218,-31.791555,-37.948,-8.595,6.898768,2.578,10780,8.6846,67.8779,799,13.1948,410.81,5205.8,4.53,0.85,PC
195.986628,-32.436442,-8.877,-5.01,0.7430055,1.174,3850,7.15143,1773.2,1807,13.0326,572.747,5635.9,4.35,1.11,PC
194.760859,-35.972917,-8.335,5.782,4.640636,2.984,15710,13.1303,107.987,898,14.6574,726.621,4539,4.27,1.02,PC
185.727447,-11.599585,21.901,-22.304,4.2848663,1.455,11970,14.3492,54.2103,755,12.5042,384.707,4911,4.19,1.19,PC
176.36839,-50.888443,7.992,3.402,4.4070871,2.238,8890,11.3019,158.983,989,11.6001,304.599,5478,4.27,1.18,PC
174.699184,-52.400336,0.728,-2.482,2.7964132,1.585,3530,6.71102,394.42,1241,12.5831,550.038,6455,4.51,1.06,PC
165.951263,-48.526307,-22.524,1.637,1.648209,2.03,3590,9.7389,1755.73,1803,12.4173,713.76,6316,4.14,1.58,PC
189.667798,-45.416556,-16.894,-7.686,3.2695009,3.09,16140,16.946,526.673,1334,13.4259,787.785,5552,4.19,1.32,PC
201.376867,-28.413642,6.73,-18.318,3.8098324,3.881,3250,10.3911,618.962,1389,11.4553,423.105,5406,3.91,1.78,PC
174.759354,-32.190584,-4.443,5.544,8.9091379,4.114,9380,17.2869,591.762,1374,13.0462,971.254,6407,4.2,1.49,PC
174.752258,-29.842071,-6.008,0.351,5.5141998,4.432,13950,21.1705,636.089,1399,13.1194,1180.61,6296,4.01,1.81,PC
226.954057,-28.156608,-13.363,-0.539,6.1824444,2.803,10390,13.7198,297.378,1156,12.123,520.156,6504,4.34,1.29,PC
211.217739,-29.947758,-21.885,1.332,1.8696153,2.209,10460,18.9293,3308.07,2112,11.099,450.78,6368,4.08,1.7,PC
178.147139,-77.417249,-29.729,2.452,2.254447,1.13,5510,11.4697,386.852,1235,12.6177,486.768,5567,4.23,1.25,PC
223.71844,-29.152093,-7.046,-1.625,6.7604259,3.188,6160,13.1455,205.204,1054,12.8296,802.611,5972,4.05,1.64,PC
177.840549,-76.87837,-16.612,0.966,1.8246201,1.981,16830,18.3093,964.306,1552,13.2585,693.951,5655,4.15,1.39,PC
157.261362,-75.214992,-13.833,7.85,2.3153107,0.611,1430,6.99472,93.27,865,11.9346,444.507,6011,4.16,1.45,PC
218.918812,-26.179337,7.543,-12.078,2.3351463,1.996,5580,11.4593,707.774,1436,10.9198,321.683,5949.1,4.12,1.51,PC
350.779775,-19.41965,-1.191,5.003,3.2615,2.233,1652.28,5.07097,403.299,1248,11.3018,304.942,5963,3.41,1.13,FP
218.820321,-25.055977,-10.555,-8.357,2.6275206,2.677,20090,24.2563,1971.18,1856,13.1643,764.831,6148,4.33,1.23,PC
214.426637,-70.36436,3.849,-2.708,2.2670134,2.607,7810,11.5628,1226.62,1648,13.1311,715.396,6107,4.29,1.27,PC
213.370342,-68.010933,-1.155,-8.037,4.0899751,3.605,4370,12.8137,776.931,1470,11.938,630.243,6130,3.92,1.95,PC
212.675539,-66.457671,-10.559,-3.21,2.2308431,2.969,10950,22.6165,1903.91,1840,13.3397,1245.7,6386,3.88,2.14,PC
207.859228,-69.772563,-20.891,-16.751,3.7063965,2.117,13540,12.8384,382.93,1232,11.0994,221.673,5632,4.41,1.03,PC
205.332577,-79.40995,-3.934,-4.547,2.6841972,2.845,29210,20.8582,736.923,1451,12.7666,572.389,5914,4.33,1.17,PC
215.522835,-30.512524,-12.081,-29.321,2.8740048,1.592,25890,12.2262,59.3788,773,13.5117,260.826,4270.3,4.57,0.74,PC
354.668284,-32.860745,3.648,-29.532,10.18108,3.674,1190,2.66019,57.0026,765,11.1741,131.567,4822,4.55,0.78,PC
200.21869,-73.774851,-19.458,-5.097,4.4337799,4.166,10640,14.2891,1087.36,1599,12.4712,678.463,6695,4.32,1.37,PC
192.621574,-75.651848,-10.942,1.449,3.7720233,2.345,10090,13.5973,478.487,1302,13.1885,775.951,6623,4.33,1.33,PC
190.950263,-76.69611,-50.404,-12.974,3.5505852,2.713,14500,16.3507,185.803,1028,12.1258,283.803,4803,4.07,1.34,PC
190.946764,-76.696666,-48.746,-13.432,3.5506084,2.706,16040,14.4767,230.045,1084,12.2077,280.355,5083,4.26,1.13,FP
12.076269,-32.119461,-7.27,-26.111,1.7771987,1.5712406,3259.0103914,7.7251713,1997.1239169,1704.9867282,12.4245,551.619,5671,4.19,1.33818,FP
222.683091,-57.761231,-7.924,-10.913,5.3449373,5.187,6410,22.465,7550.57,2596,12.0697,872.272,7822,4.04,2.15,PC
225.524773,-55.288205,-5.387,-5.694,1.7259394,1.476,12870,14.7995,1429.86,1713,12.6499,677.678,7235,4.44,1.27,PC
168.613521,-61.55911,-6.527,2.486,0.7814212,1.239,6640,11.8804,6368.81,2488,13.3551,1195.67,7691,4.42,1.37,PC
203.531487,-59.575607,-29.884,2.29,4.6491869,1.587,7360,14.1042,175.752,1014,11.6104,201.727,5110,4.44,0.93,PC
202.922779,-58.998117,-11.215,0.168,0.7462909,1.272,20520,15.0896,1171,1629,13.2294,445.1,5132,4.34,1.04,PC
171.015386,-57.543638,-22.843,6.675,6.8557198,4.468,6520,15.7286,457.042,1288,12.534,935.189,6282,3.92,2.01,PC
200.464421,-62.542122,14.36,-7.901,1.4728133,2.333,1040,5.81262,2245.61,1917,11.2925,428.115,5732,3.93,1.81,PC
224.565856,-27.68255,-13.711,2.431,3.9714761,2.666,8310,14.7195,421.698,1262,11.9333,567.678,6200,4.09,1.62,PC
201.760571,-53.448129,-12.673,-1.162,1.4017864,2.211,13020,17.5938,3669.6,2168,12.9306,937.758,7014,4.26,1.52,PC
190.402872,-65.797305,3.066,-2.364,1.5752991,2.578,2910,11.9435,3820.39,2190,11.6387,677.547,6560,3.89,2.2,PC
191.088792,-55.013313,-12.999,-2.045,3.074928,2.771,7690,14.4798,1411.3,1707,11.8232,572.474,6782,4.2,1.6,PC
202.818012,-48.69895,-20.225,-2.423,1.7765395,1.258,14020,16.6,926.709,1537,12.5348,629.894,6394,4.33,1.28,FP
191.643659,-59.564831,-15.145,-6.206,2.5428536,2.394,15090,14.0633,1185.76,1634,13.6313,844.49,6748,4.49,1.13,PC
219.168773,-57.009862,-6.6,-3.026,3.095332,2.643,12940,16.949,1072.44,1594,12.5526,688.505,6918,4.28,1.47,PC
214.225596,-55.013245,-34.397,-26.375,5.1737334,2.776,8570,13.1497,218.633,1071,11.7627,326.088,5340,4.14,1.36,PC
188.458725,-50.597457,-1.047,-2.561,4.4813865,1.843,8260,14.4248,346.961,1202,12.6738,684.827,6232,4.25,1.37,PC
353.540235,-14.860039,51.309,-20.838,3.3263626,2.9623601,25292.5450753,15.2297576,371.9358497,1120.0483219,12.9238,446.344,5391,4.46,0.947585,PC
161.321203,-68.46059,-9.855,3.017,3.0029309,2.859,5080,13.5275,975.35,1556,13.5411,1373.41,6212,3.95,1.91,PC
174.287225,-67.519336,-3.116,-0.589,1.1955605,2.209,14480,18.3793,5666.9,2417,13.2785,1156.97,7108,4.26,1.55,PC
160.108553,-62.685964,1.398,-3.274,4.7607378,5.127,6860,13.8561,3781.32,2184,12.6453,546.557,6213,4.37,1.18,PC
183.95117,-64.567485,-24.02,3.233,2.1142259,2.041,21610,13.3907,434.147,1271,12.6967,335.166,5254,4.49,0.89,PC
355.015732,-53.039017,35.059,0.073,3.7462433,2.1512315,19428.8372992,11.8924474,142.4322682,881.0931952,13.2316,319.923,4696,4.53,0.775888,PC
152.638846,-67.577925,-20.009,12.576,2.0960251,1.249,5110,11.9458,283.382,1143,12.7602,716.553,5809,4.07,1.56,PC
151.49954,-66.897501,-29.996,15.555,3.5366743,2.697,13180,13.338,446.023,1280,12.298,455.304,5971,4.37,1.14,FP
151.311753,-65.941982,-9.681,19.931,5.0701169,2.958,4000,5.82427,256.454,1114,12.9615,469.912,5641,4.47,0.96,PC
225.991509,-51.182394,-4.613,-4.54,4.2161562,3.842,6330,17.5541,1176.65,1631,12.7414,1085.05,6841,3.93,2.2,PC
226.648869,-47.225034,-5.506,-6.804,3.609086,4.167,4270,10.9896,1282.83,1667,12.2859,649.368,6071,4.04,1.68,PC
200.003563,-47.707563,-13.929,-1.935,3.5607532,2.578,4230,13.1442,1083.72,1598,11.162,554.954,6762,4.03,1.93,PC
147.899643,-62.786004,-6.217,3.912,3.6131943,1.452,12650,19.2485,348.727,1203,13.3586,1403.69,7520,4.25,1.64,PC
197.579939,-48.908885,5.54,0.544,2.0090138,2.701,1120,15.4121,1751.44,1802,11.1799,1018.11,5438.8,4.3,4.54,PC
147.149005,-64.564647,-8.802,6.646,1.5661181,1.009,6030,13.9305,523.372,1332,13.4016,1072.85,6356,4.13,1.6,PC
145.2336,-63.487213,-9.782,9.692,1.84996,2.954,9350,13.3315,2772.81,2021,13.6447,1049.88,6320,4.26,1.37,PC
156.680692,-66.504894,-6.202,1.752,2.6689774,3.554,6140,16.107,4528.73,2285,13.3066,1679.95,7833,4.1,2,PC
204.385594,-66.251049,-15.338,-5.494,4.4397345,2.216,4300,16.2649,302.524,1161,12.1441,864.432,6426,3.78,2.42,PC
196.373989,-66.385163,-11.227,-5.35,2.2350716,3.205,21920,22.7462,2968.34,2056,12.882,860.344,7057,4.27,1.51,PC
213.320899,-60.330954,-48.972,-37.079,3.6174873,3.447,12700,9.86179,235.96,1091,13.3682,293.249,4460,4.4,0.87,PC
216.271435,-53.504985,-7.27,-3.886,0.6677726,1.206,3400,16.4147,5328.15,2380,12.594,1216.73,6842,3.71,2.82,PC
212.596515,-60.138326,-13.884,-13.339,4.9816296,2.495,10560,9.46251,168.489,1003,12.4383,321.341,5670,4.52,0.91,PC
225.760711,-37.303281,-0.761,-2.454,2.1268157,2.435,15770,13.7276,849.935,1504,12.6029,476.319,5483.2,4.36,1.08,PC
213.95997,-50.538725,-16.662,-6.381,0.6755314,0.246,4430,11.0029,76.9921,825,13.0904,439.309,5411,4.48,0.92,PC
345.522623,-16.360699,-28.458,-176.929,1.46503,1.145,3162.12,5.43222,601.367,1379,12.3574,379.256,5912.5,4.36,0.88,FP
212.54751,-51.453035,-17.711,-10.474,1.5163257,1.24,2840,6.00594,558.995,1354,12.3574,373.996,5828,4.44,1.02,PC
212.569448,-50.104977,-8.03,-5.251,4.2478816,4.276,7140,12.5778,1552.02,1748,12.5757,813.39,6915,4.25,1.52,PC
206.103286,-64.496601,-11.167,-5.154,1.9402399,3.329,6630,15.8465,9284.78,2734,12.6265,1095.74,8213,4.16,1.94,PC
174.389345,-65.307937,-5.365,2.286,2.3566575,3.439,7060,11.6084,5576.06,2407,13.3011,964.011,7822,4.42,1.39,PC
350.977923,-38.225789,25.692,-13.893,1.14057,2.188,5009.01,6.52263,13201.6,2986,12.8509,380.053,5349.5,4.44,0.84,FP
173.340353,-63.341897,-7.716,-4.179,2.2362686,2.183,14660,19.2189,1697.67,1788,12.7521,709.721,6905,4.26,1.51,PC
125.684734,-79.967892,-5.958,20.068,3.5948606,2.058,7210,11.6667,297.544,1157,12.4531,622.381,6131,4.24,1.36,PC
171.894125,-65.144422,-7.542,7.308,4.1946124,2.787,27490,12.7645,107.063,896,13.3216,272.762,4515,4.53,0.76,PC
210.678525,-52.863246,-14.115,-8.239,5.7729501,3.856,10170,14.2077,739.037,1452,11.7696,392.044,5992,4.24,1.31,PC
138.805858,-79.774383,7.514,-2.005,3.2136333,1.875,7810,11.1273,362.609,1215,12.3297,522.663,6189.4,4.32,1.25,FP
206.026527,-32.522975,-20.441,1.595,3.3683715,4.585,6440,14.6174,1474.46,1726,12.885,942.122,5765,3.92,1.85,PC
178.575415,-62.37515,-9.936,2.258,3.2965299,3.895,9110,17.4652,2276.97,1924,12.8427,1227.81,7108,4.11,1.83,PC
139.599794,-66.646095,-6.668,7.865,5.632236,4.962,3830,12.2765,899.923,1525,12.8239,1100.93,6409,3.95,2,PC
180.242096,-69.945817,-15.2,1.013,2.8302351,2.499,13110,17.8466,647.964,1405,13.0791,833.486,6084,4.15,1.48,PC
170.310352,-66.172341,-19.225,10.819,2.3735506,2.86,4850,7.37326,534.484,1339,13.4461,419.587,4668,4.22,1.11,PC
168.864866,-66.837395,-13.612,-1.499,1.8121477,1.389,5230,16.6082,620.867,1390,12.0317,769.274,6222,3.81,2.25,PC
173.708318,-64.73169,-9.412,0.617,5.2112308,3.855,8100,18.6314,1918.51,1843,13.0502,1295.58,8532,4.14,2.06,PC
8.20273,-32.059418,-15.897,-24.559,2.7723915,1.8223369,5882.0194354,5.8438253,193.9351734,951.774128,13.3547,315.141,4558,4.52,0.775641,PC
219.321096,-48.051596,-25.252,-2.113,1.820028,2.175,14480,11.2444,613.452,1386,12.1896,254.27,4994,4.43,0.91,PC
173.32243,-67.449283,-14.793,0.872,2.1739624,1.992,3100,18.4501,2113.83,1889,11.627,1206.09,7588,3.65,3.28,PC
148.00043,-63.075191,-11.026,7.908,3.3898234,1.587,1840,14.9878,229.032,1083,11.3983,825.812,6096,3.5,3.13,PC
174.569775,-56.962612,-8.539,2.038,0.9786295,1.715,5870,16.8365,5007.35,2343,12.8299,1251.25,6959,3.98,2.09,PC
207.473849,-46.066514,-170.376,-64.023,2.5927363,1.351,74480,10.4623,17.7029,571,13.2486,72.811,3375,4.85,0.37,PC
214.31811,-44.33969,-21.078,-1.64,2.9097984,1.983,8740,12.5263,393.522,1240,12.9841,717.079,5955,4.24,1.31,FP
213.499311,-44.36654,2.17,-1.041,3.0270335,3.795,21580,22.1912,1806.71,1816,13.086,1016.11,6678,4.24,1.49,PC
206.981105,-49.721915,-29.974,-5.647,2.2290958,2.892,9650,14.0879,1355.47,1690,13.5286,967.034,5905,4.16,1.43,PC
8.481996,-50.729434,14.855,-34.13,5.2850206,4.741071,26595.831949,21.1077461,523.2560201,1219.8271855,13.4081,944.552,6113,4.29,1.27295,PC
206.327123,-50.480521,-3.74,5.861,3.8595547,2.054,16590,10.2484,119.864,921,12.8713,304.365,5096.5,4.59,0.77,PC
204.13817,-51.044343,1.593,-13.716,6.8379451,2.564,33940,18.0337,118.849,919,11.7754,300.417,5912,4.51,0.96,PC
211.181028,-55.447698,-10.441,-2.561,3.0000357,3.059,10160,14.6482,1349.22,1688,12.3666,676.235,6695,4.27,1.45,PC
207.892594,-59.762737,-8.286,-5.243,4.6606892,2.863,6370,21.5363,1436.15,1715,12.3921,1206.98,8608,3.94,2.6,PC
217.801851,-23.054805,4.19,-1.987,2.8971879,4.356,11450,18.0522,2378.84,1945,12.6561,881.501,6397,4.1,1.67,PC
213.538657,-37.558384,-8.519,14.559,4.3184505,3.501,11490,20.0699,1381.1,1698,12.2936,486.177,5783,4.26,1.25,PC
216.219416,-38.014361,-3.86,4.582,5.3284049,3.231,6680,17.4016,470.887,1297,12.8813,1100.56,6076,3.89,2.01,PC
203.846742,-38.28398,6.439,-0.056,3.2778923,3.519,8590,12.3749,711.208,1438,12.6831,576.031,5544,4.19,1.32,PC
219.568388,-40.751081,10.281,-10.194,3.2457284,2.505,10510,12.9681,384.522,1233,13.3359,691.946,5570.7,4.26,1.21,PC
13.877098,-33.512305,15.485,-28.463,4.36907,1.308,3970,5.94716,26.8795,634,12.004,180.753,4391,4.36,0.9,PC
210.096262,-22.34234,-27.257,8.78,3.2800191,3.165,8440,11.429,1096.63,1603,12.0858,410.674,5717,4.3,1.18,PC
209.185479,-35.288854,-47.847,-46.207,4.3619499,2.551,9690,8.81262,143.295,963,12.4299,280.347,5042,4.48,0.87,PC
209.183512,-35.292443,-47.7,-46.082,4.3622356,2.645,18670,11.0608,89.5299,856,13.2041,277.718,4486,4.5,0.78,FP
214.96711,-28.921092,-24.857,5.741,2.2465319,1.522,9570,7.76649,116.025,914,13.2494,256.899,4377,4.51,0.76,PC
124.321302,-78.014945,0.288,7.521,6.3096108,2.724,4300,6.32346,147.755,971,12.5755,426.474,5829,4.5,0.96,PC
228.684363,-31.902206,-12.355,-0.119,2.532977,2.526,12180,18.1553,1992.26,1861,13.2608,761.766,6038,4.22,1.36,FP
202.792828,-58.289062,-18.556,0.833,3.4464432,2.788,15910,11.7307,395.712,1242,12.9104,411.798,5629,4.53,0.9,PC
48.785978,-75.72207,5.395,25.123,11.4519176,2.526,2560,8.16672,61.4172,779,12.1225,599.768,6193,4.15,1.52,PC
47.728524,-73.531972,50.289,34.587,0.8831279,1.464,2120,4.18389,1965.36,1854,12.4923,300.141,5151.4,4.51,0.86,PC
46.360258,-74.472778,15.007,0.936,12.8770898,1.448,7350,10.2485,13.0291,529,12.0461,404.221,5953,4.39,1.11,PC
300.625098,-74.344504,-11.704,3.11,5.6155837,4.495,2690,7.87868,627.845,1394,11.7593,480.702,5998,4.13,1.51,PC
286.481864,-35.815774,-5.13,-6.863,3.3133491,3.881,8900,14.7466,1705.48,1790,12.6347,867.089,6690,4.21,1.56,PC
290.91348,-70.609525,-8.393,-23.077,2.7674682,2.997,5740,11.0509,932.409,1539,12.8058,714.829,5890,4.17,1.41,PC
60.057545,-87.911943,36.876,43.805,1.8641301,1.446,4320,6.86616,324.673,1182,11.9039,272.053,5293,4.38,1.02,PC
343.633009,-34.502725,-5.904,2.902,10.055256,3.3709762,12862.907238,20.9848967,223.3939289,986.024239,13.4573,958.071,5960,4.23,1.31971,PC
126.256924,-85.1578,-13.003,18.584,3.146757,2.118,7380,12.0557,216.992,1069,13.2598,611.415,5197,4.11,1.37,PC
318.360827,-66.481594,18.764,-35.089,4.2955192,2.874,20630,13.6703,302.917,1162,12.3525,396.881,5875,4.51,0.95,PC
304.233188,-55.874695,4.741,-20.784,2.9075077,2.92,10020,12.0308,677.605,1421,12.9127,599.012,5709,4.3,1.18,PC
318.356223,-73.064186,-3.842,-19.121,20.5020769,7.382,17680,11.7145,66.4002,795,13.445,311.738,4511,4.51,0.78,PC
295.508668,-59.35635,10.541,-2.945,7.0327412,3.044,17290,11.4154,68.7158,802,12.6919,297.407,5021,4.52,0.83,PC
290.856966,-54.330649,36.496,-117.534,1.5265889,1.688,23630,12.3611,391.362,1239,12.7572,273.098,4887,4.57,0.77,PC
291.866861,-62.094877,-3.582,-11.209,3.2464257,2.082,8430,12.7086,297.123,1156,13.5215,904.752,5729,4.19,1.35,PC
11.092003,-75.629805,19.903,5.887,0.4191361,0.582,2750,7.76524,1700.85,1789,12.6889,614.459,5430,4.4,1.4,PC
349.487743,-43.925529,12.568,2.348,4.47894,1.311,6430,14.7425,286.906,1146,12.7703,659.967,6074,4.33,1.2,PC
328.277886,-77.198103,-4.697,2.733,3.8348994,3.138,4600,10.5061,559.599,1354,13.0099,793.087,5849.3,4.08,1.56,PC
286.528834,-38.990524,-7.266,-17.299,9.3108074,5.27,2860,10.1812,336.791,1193,11.1165,467.976,6243,3.97,1.89,PC
288.951272,-56.354296,13.055,-12.001,3.502221,2.911,13290,14.1347,533.699,1339,12.4005,527.005,5983,4.31,1.21,PC
295.191984,-49.420378,-3.055,4.031,0.8102219,0.737,820,7.01523,1338.85,1685,11.0125,511.737,6329,3.92,2.03,PC
295.315233,-35.246927,2.341,-0.123,2.7022764,2.856,11200,15.3559,925.842,1536,12.6771,614.218,5969,4.17,1.43,PC
293.856895,-38.43229,1.101,-20.222,2.0325685,1.312,18260,11.846,175.933,1014,12.926,312.259,4950,4.49,0.85,PC
292.757611,-31.633962,2.017,-2.999,2.7176413,3.285,12100,17.2275,1649.78,1775,13.0201,988.609,6567,4.21,1.52,PC
297.110316,-43.018001,-6.522,-20.114,1.4338615,1.61,31360,12.3818,158.892,989,13.2956,200.5,3913,4.59,0.67,PC
289.343349,-33.054784,2.139,-2.323,1.4259934,1.434,4670,12.6369,910.147,1530,12.8999,915.052,5955,3.99,1.75,PC
351.321095,-15.634631,52.133,5.002,5.70426,4.041,1070,5.11604,377.274,1227,10.6929,284.388,5560.5,4.01,1.61,PC
289.140291,-34.781754,12.969,-40.915,3.910946,3.28,5210,10.6878,497.733,1315,11.3612,369.444,5642,4.07,1.54,PC
284.211364,-61.717588,2.332,-14.813,4.253182,4.123,8290,12.9711,666.107,1415,13.3827,894.68,5674,4.13,1.44,PC
282.51078,-62.094156,0.105,1.607,2.589659,3.385,7430,14.9823,2190.57,1905,13.1675,1270.93,6650,4.1,1.75,PC
