ra,dec,signal.noise,mag.u,mag.g,mag.r,mag.i,mag.z,log.g,metallicity,temperature,velocity.los
260.23575,58.0430833333333,4.2,21.1444644927979,19.5596160888672,18.8814544677734,18.5410804748535,18.411205291748,1.2,-1.75,5112,-282.2
260.212416666667,58.0803333333333,0.5,21.5484447479248,20.1878776550293,19.5354766845703,19.26930809021,19.3480033874512,4,0.34,5008,-294.4
260.212416666667,58.0803333333333,2.5,21.5484447479248,20.1878776550293,19.5354766845703,19.26930809021,19.3480033874512,1.4,-2.25,4667,-294.3
260.212416666667,58.0803333333333,4.1,21.5484447479248,20.1878776550293,19.5354766845703,19.26930809021,19.3480033874512,2.8,-2.13,5051,-291.5
260.151291666667,57.9275,1.5,21.0657730102539,19.5835361480713,18.9566268920898,18.6535911560059,18.5077171325684,1.6,-0.92,5520,-293.5
260.152,58.2124722222222,11.2,19.5039672851563,17.6111106872559,16.7774238586426,16.4678611755371,16.269214630127,5.5,-0.43,5354,-27.7
260.152,58.2124722222222,17.6,19.5039672851563,17.6111106872559,16.7774238586426,16.4678611755371,16.269214630127,5.2,-0.45,5318,-48
260.133875,58.0944166666667,2.3,20.9742965698242,19.7109241485596,19.1158561706543,18.877082824707,18.7170104980469,2.7,-1.71,4871,-287.6
260.120083333333,57.8925277777778,7.4,20.9813270568848,19.1716499328613,18.4041767120361,18.0239429473877,17.8296241760254,1.9,-1.47,4989,-280.9
260.160583333333,58.0068055555556,1.9,21.0750122070313,19.6202392578125,18.9717559814453,18.6396961212158,18.4511775970459,1.5,-1.44,4783,-299.7
260.160583333333,58.0068055555556,3.4,21.0750122070313,19.6202392578125,18.9717559814453,18.6396961212158,18.4511775970459,1.8,-2.25,4709,-298.9
260.160583333333,58.0068055555556,5.3,21.0750122070313,19.6202392578125,18.9717559814453,18.6396961212158,18.4511775970459,1.8,-2.19,4775,-298.3
260.043583333333,58.0442777777778,1.2,21.3595352172852,20.099681854248,19.4734745025635,19.1429004669189,19.0745277404785,3,-1.67,4629,-306.2
260.043583333333,58.0442777777778,2.2,21.3595352172852,20.099681854248,19.4734745025635,19.1429004669189,19.0745277404785,1.2,-1.46,4957,-307.3
260.067333333333,58.068,5.5,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,1.1,-1.8,4691,-297.8
260.067333333333,58.068,6.6,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,1.3,-1.73,4557,-297.6
260.067333333333,58.068,7.1,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,1,-1.46,4877,-298.2
260.067333333333,58.068,5,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,1.6,-1.63,4761,-298.9
260.067333333333,58.068,9,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,0.8,-1.72,4621,-298
260.067333333333,58.068,6.6,20.7568454742432,18.8722324371338,18.0774574279785,17.684139251709,17.4592838287354,0.9,-1.83,4603,-298.8
260.025291666667,58.04725,5.1,21.1098957061768,19.6206855773926,18.9480247497559,18.6409111022949,18.4955902099609,2.5,-2.11,5165,-293
260.025291666667,58.04725,5.7,21.1098957061768,19.6206855773926,18.9480247497559,18.6409111022949,18.4955902099609,1.1,-2.09,4742,-292.5
260.025291666667,58.04725,3.8,21.1098957061768,19.6206855773926,18.9480247497559,18.6409111022949,18.4955902099609,1.2,-2.05,4733,-293
260.0605,58.2142777777778,7.3,20.6273727416992,18.7965850830078,18.024730682373,17.6702327728271,17.4645576477051,1.1,-1.98,4620,-301
260.0605,58.2142777777778,5.4,20.6273727416992,18.7965850830078,18.024730682373,17.6702327728271,17.4645576477051,2.1,-2,5105,-302
260.0605,58.2142777777778,12.3,20.6273727416992,18.7965850830078,18.024730682373,17.6702327728271,17.4645576477051,1.5,-1.84,4918,-301.1
260.0605,58.2142777777778,7.5,20.6273727416992,18.7965850830078,18.024730682373,17.6702327728271,17.4645576477051,0.9,-1.82,4764,-301.4
260.0605,58.2142777777778,7.6,20.6273727416992,18.7965850830078,18.024730682373,17.6702327728271,17.4645576477051,1,-1.97,4736,-301.8
259.974333333333,58.11225,5.6,20.589282989502,18.8451633453369,18.0499992370605,17.6885776519775,17.4878921508789,1.4,-2.05,4786,-279.6
259.974333333333,58.11225,10.4,20.589282989502,18.8451633453369,18.0499992370605,17.6885776519775,17.4878921508789,0.9,-2.16,4604,-280.2
259.974333333333,58.11225,11.2,20.589282989502,18.8451633453369,18.0499992370605,17.6885776519775,17.4878921508789,1.3,-1.95,4800,-280.2
259.974333333333,58.11225,9.5,20.589282989502,18.8451633453369,18.0499992370605,17.6885776519775,17.4878921508789,1.8,-2,4774,-280.5
259.974333333333,58.11225,12.7,20.589282989502,18.8451633453369,18.0499992370605,17.6885776519775,17.4878921508789,1.9,-2.12,4881,-279.6
259.822583333333,58.1778333333333,21.6,19.5053901672363,17.588171005249,16.7359371185303,16.3633995056152,16.1562366485596,0.9,-2.32,4699,-307.3
259.990875,58.0143055555556,2.2,21.2918796539307,20.0239696502686,19.3538150787354,19.032922744751,18.8748435974121,1.1,-1.96,4920,-279.4
259.990875,58.0143055555556,2.5,21.2918796539307,20.0239696502686,19.3538150787354,19.032922744751,18.8748435974121,3.3,-2.28,5197,-278.4
259.990875,58.0143055555556,2.3,21.2918796539307,20.0239696502686,19.3538150787354,19.032922744751,18.8748435974121,2.4,-1.75,5109,-277.7
259.990875,58.0143055555556,2.4,21.2918796539307,20.0239696502686,19.3538150787354,19.032922744751,18.8748435974121,1.8,-1.67,5189,-277.3
260.100625,57.8978888888889,5.2,21.5016803741455,20.0779094696045,19.4982662200928,19.1756591796875,19.1034717559814,2.4,-1.96,5128,-293
259.984958333333,57.9877777777778,6.6,20.654317855835,18.9491558074951,18.164134979248,17.8102340698242,17.6727313995361,1.2,-1.91,4793,-288.4
259.984958333333,57.9877777777778,6.3,20.654317855835,18.9491558074951,18.164134979248,17.8102340698242,17.6727313995361,1.1,-2.13,4525,-288.7
259.89425,58.1685555555556,2.8,21.5629539489746,19.9092597961426,19.1904010772705,18.8786029815674,18.638427734375,5.1,-1.71,4817,-170
259.691041666667,58.1258055555556,4.8,21.2994194030762,19.7068634033203,19.0132083892822,18.7225952148438,18.5346775054932,2.4,-2.27,4868,-275.5
259.691041666667,58.1258055555556,4.4,21.2994194030762,19.7068634033203,19.0132083892822,18.7225952148438,18.5346775054932,2.5,-1.54,5245,-276.4
259.691041666667,58.1258055555556,4.2,21.2994194030762,19.7068634033203,19.0132083892822,18.7225952148438,18.5346775054932,1.4,-1.94,4673,-277.2
259.691041666667,58.1258055555556,5.4,21.2994194030762,19.7068634033203,19.0132083892822,18.7225952148438,18.5346775054932,1.9,-1.4,5154,-276.2
259.857041666667,58.0166944444444,5.2,20.9914474487305,19.3992366790771,18.6821231842041,18.3731002807617,18.2741870880127,1.8,-2.34,4839,-285.1
259.857041666667,58.0166944444444,4.1,20.9914474487305,19.3992366790771,18.6821231842041,18.3731002807617,18.2741870880127,1.5,-2.09,4730,-286.6
259.857041666667,58.0166944444444,8.3,20.9914474487305,19.3992366790771,18.6821231842041,18.3731002807617,18.2741870880127,2.7,-1.8,5344,-286.3
259.493291666667,58.0997777777778,9.1,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.2,-2.12,4637,-298.1
259.493291666667,58.0997777777778,5.3,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.2,-2.2,4695,-298.8
259.493291666667,58.0997777777778,8.5,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.8,-1.93,4917,-297.1
259.493291666667,58.0997777777778,10.3,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.1,-2.09,4716,-298
259.493291666667,58.0997777777778,8.4,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.4,-1.91,4802,-297.8
259.493291666667,58.0997777777778,13.6,20.5503273010254,18.6507434844971,17.8309211730957,17.4820995330811,17.259349822998,1.1,-2.14,4688,-298.7
259.827,57.9901666666667,10.3,20.7583980560303,18.9483413696289,18.1647243499756,17.8024158477783,17.5866584777832,1.2,-1.97,4632,-290.4
259.417583333333,58.1539166666667,12.3,20.2914276123047,18.3003273010254,17.4815464019775,17.2028465270996,17.07666015625,4.8,-0.05,5052,-44.4
259.417583333333,58.1539166666667,5.4,20.2914276123047,18.3003273010254,17.4815464019775,17.2028465270996,17.07666015625,5.1,-0.44,5232,-46.5
259.648708333333,58.014,5.9,20.7030506134033,19.0813007354736,19.4993228912354,17.9893093109131,17.761589050293,1,-2,4855,-288.9
259.648708333333,58.014,7.4,20.7030506134033,19.0813007354736,19.4993228912354,17.9893093109131,17.761589050293,1.2,-1.77,4792,-290.4
259.41075,58.0775277777778,20.9,19.9086589813232,17.8229961395264,16.8473453521729,16.4196147918701,16.205530166626,0.9,-3.03,4370,-265.6
259.812083333333,57.9477222222222,5,20.8169231414795,19.2022151947021,18.5315399169922,18.1982860565186,18.0457096099854,1.2,-2.67,4693,-282.5
259.74525,57.9059444444444,4.9,20.6654987335205,19.1973171234131,18.4891700744629,18.1872520446777,18.0401706695557,1.7,-2.54,4692,-297.2
259.574333333333,57.9381111111111,3.9,21.4118766784668,20.2092399597168,19.551118850708,19.2686386108398,19.1242923736572,1.9,-2.13,4978,-297.2
259.924375,57.872,17.4,19.6975078582764,17.4997692108154,16.4738121032715,16.0578536987305,15.8115787506104,0.7,-2.57,4382,-294.8
259.924375,57.872,22.4,19.6975078582764,17.4997692108154,16.4738121032715,16.0578536987305,15.8115787506104,0.8,-2.4,4476,-294.7
259.23175,57.788,7.3,20.6267433166504,18.4514083862305,17.5818004608154,17.2616558074951,17.0783805847168,2.4,-3.07,4862,-306.9
259.886708333333,57.8302222222222,5.9,20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803,1.1,-2.2,4905,-285.7
259.886708333333,57.8302222222222,5.3,20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803,1.3,-2.05,4679,-287.6
259.886708333333,57.8302222222222,5.4,20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803,1.3,-1.89,4877,-288
