ra,dec,flux_1_100_gev,detection_significance,spectrum_type,pivot_energy,energy_flux,pl_flux_density,pl_index,lp_flux_density,lp_index,lp_beta,plec_flux_density,plec_index,plec_exp_factor,plec_exp_index,plec_curve_significance,npred,variability_index,frac_variability,source_type
317.462083333333,-86.3077777777778,2.3493e-10,11.8092,PowerLaw,6631.98,2.9992e-12,6.5824e-15,1.7618,7.1165e-15,1.7121,0.043,7.1395e-15,1.5548,0.00041,0.6667,1.2,229.16,6.144351,0,NOT_BLL
156.764583333333,-85.7163888888889,9.8688e-10,30.3572,LogParabola,2427.35,9.9145e-12,1.5897e-13,1.866,1.7471e-13,1.7275,0.0814,1.676e-13,1.6145,0.00083,0.6667,3.24,823.65,2.332248,0,BLL
142.8175,-85.5625,4.02e-10,12.9807,PowerLaw,930.11,6.166e-12,7.4086e-13,2.5332,7.6828e-13,2.5268,0.0253,7.587e-13,2.4717,0.00061,0.6667,0.65,1119.08,67.630844,0.7329,NOT_BLL
83.2675,-84.7783333333333,1.4715e-10,4.8389,PowerLaw,2306.54,1.6953e-12,2.8178e-14,2.2136,3.0942e-14,2.2016,0.0583,3.0602e-14,2.0437,0.00111,0.6667,0.1,255.28,36.473316,1.0324,NOT_BLL
11.07125,-84.4016666666667,2.0398e-10,7.5118,PowerLaw,680.76,3.7304e-12,9.4383e-13,2.6623,9.4375e-13,2.6613,3e-04,9.545e-13,2.623,0.00039,0.6667,0.25,743.68,43.068356,0.7543,NOT_BLL
157.562083333333,-84.0572222222222,2.0652e-10,7.0287,PowerLaw,3163.45,2.3061e-12,2.0246e-14,2.1192,2.273e-14,2.0948,0.0774,2.2742e-14,1.8113,0.00137,0.6667,1.25,306.54,7.398232,0,NOT_BLL
244.774583333333,-83.7811111111111,1.5948e-10,5.4588,PowerLaw,1686.5,1.9604e-12,6.2702e-14,2.3173,7.0534e-14,2.2472,0.0877,6.5148e-14,2.2061,0.00064,0.6667,0.51,322.07,8.555676,0,BLL
218.977916666667,-83.8016666666667,3.4666e-10,10.8674,PowerLaw,772.61,5.4022e-12,1.0338e-12,2.5458,1.1374e-12,2.4899,0.0885,1.1379e-12,2.2017,0.00394,0.6667,1.86,982.49,57.00388,0.7702,NOT_BLL
330.37875,-83.6630555555556,1.5289e-09,35.9389,LogParabola,776.16,1.9518e-11,4.3594e-12,2.5544,5.005e-12,2.4913,0.1483,4.8843e-12,2.1652,0.00503,0.6667,5.68,3600.84,392.476807,0.7789,NOT_BLL
83.2454166666667,-83.4325,2.4751e-10,8.1916,PowerLaw,3619.67,2.7503e-12,1.8555e-14,2.0767,2.2031e-14,2.018,0.1156,2.1113e-14,1.7651,0.00122,0.6667,1.4,354.77,83.861504,1.6004,NOT_BLL
159.15,-83.3125,7.1917e-10,17.087,PLSuperExpCutoff,1786.94,3.9037e-12,1.8418e-13,2.1559,2.9569e-13,1.9373,0.5255,2.8368e-13,0.6039,0.01237,0.6667,6.74,606.91,1.835918,0,NOT_BLL
186.199166666667,-83.2258333333333,5.1338e-10,15.5345,PowerLaw,670.15,9.0798e-12,2.4201e-12,2.6392,2.6723e-12,2.6058,0.0771,2.5828e-12,2.4602,0.00227,0.6667,1.57,1634.57,26.211452,0.295,NOT_BLL
114.347083333333,-82.7866666666667,5.231e-10,16.7875,PowerLaw,2974.83,5.9126e-12,6.0002e-14,1.9575,6.6782e-14,1.8901,0.0663,6.5369e-14,1.7311,0.00082,0.6667,2.11,633.13,8.610312,0,NOT_BLL
344.63875,-82.7844444444444,5.5065e-10,15.6882,PowerLaw,2419.87,6.1489e-12,9.5251e-14,2.1191,1.1432e-13,2.0096,0.1535,1.102e-13,1.6737,0.00233,0.6667,2.8,811.02,30.073578,0.4365,NOT_BLL
226.377083333333,-82.6997222222222,2.4374e-10,9.4217,PowerLaw,3366.64,2.7154e-12,2.1607e-14,2.0191,2.3409e-14,1.9776,0.0492,2.3016e-14,1.8455,6e-04,0.6667,0.94,316.02,10.662381,0.1559,NOT_BLL
42.5733333333333,-82.4036111111111,3.3593e-10,13.9929,PowerLaw,594.07,6.0663e-12,2.2122e-12,2.6536,2.373e-12,2.6078,0.0621,2.3908e-12,2.3772,0.00363,0.6667,1.77,1260.42,105.218048,0.8295,NOT_BLL
4.8325,-81.8797222222222,6.1294e-10,19.4847,PowerLaw,1951.51,6.8366e-12,1.6703e-13,2.1124,1.7725e-13,2.0755,0.0411,1.7648e-13,1.9533,8e-04,0.6667,1.71,935.39,19.439966,0.2507,BLL
259.3825,-81.2386111111111,2.5473e-10,8.663,PowerLaw,2865.35,2.8409e-12,3.0842e-14,2.1118,3.1702e-14,2.0977,0.0147,3.1508e-14,2.0507,2e-04,0.6667,0.4,376.15,10.65308,0.2132,BLL
271.7475,-80.6427777777778,1.159e-10,4.2381,PowerLaw,4631.19,1.341e-12,5.7547e-15,1.9017,7.3903e-15,1.8122,0.1753,6.5786e-15,1.5683,0.00104,0.6667,1.07,131.05,7.879964,0,NOT_BLL
288.27,-80.1575,1.426e-09,31.6945,LogParabola,748.87,1.5502e-11,3.9126e-12,2.4531,4.4952e-12,2.3367,0.1433,4.3224e-12,2.0625,0.00439,0.6667,4.88,2746.07,355.872894,0.8663,NOT_BLL
164.66,-80.0638888888889,1.9524e-09,39.6203,LogParabola,968.94,1.6596e-11,2.3875e-12,2.2581,2.7688e-12,2.1201,0.1467,2.6387e-12,1.866,0.00348,0.6667,6.34,2652.42,485.415802,0.8058,BLL
234.439583333333,-79.9575,7.4293e-10,19.9052,PowerLaw,1619.55,8.715e-12,3.1455e-13,2.2478,3.261e-13,2.228,0.0267,3.2444e-13,2.1529,0.00055,0.6667,1.15,1297.03,31.375002,0.3424,NOT_BLL
36.0054166666667,-79.6933333333333,2.8617e-10,11.0929,PowerLaw,1838.83,3.3452e-12,9.0976e-14,2.2417,8.7411e-14,2.2633,-0.0246,9.1442e-14,2.2179,0.00011,0.6667,0.2,550.48,14.332768,0.2749,BLL
215.236666666667,-79.3494444444444,4.4087e-10,12.7042,PowerLaw,1106.54,6.2289e-12,5.0334e-13,2.464,5.5846e-13,2.39,0.1028,5.4921e-13,2.1321,0.00289,0.6667,2.06,1074.81,13.491735,0.1876,NOT_BLL
45.8408333333333,-79.2236111111111,2.7386e-10,9.9276,PowerLaw,955.37,3.8785e-12,4.4972e-13,2.4661,4.6932e-13,2.4382,0.0328,4.8056e-13,2.2413,0.00194,0.6667,1.16,759.29,26.011694,0.4728,NOT_BLL
215.883333333333,-78.4983333333333,3.503e-10,9.091,LogParabola,1086.51,2.7419e-12,3.5109e-13,2.4811,4.5336e-13,2.2776,0.3039,4.445e-13,1.4182,0.01039,0.6667,3.4,527.26,36.85078,0.6977,NOT_BLL
337.728333333333,-78.2594444444444,4.2785e-10,13.7246,PowerLaw,1417.96,5.1773e-12,2.4927e-13,2.2961,2.6044e-13,2.2707,0.0325,2.6075e-13,2.1651,9e-04,0.6667,0.98,848.37,27.826151,0.4615,NOT_BLL
182.057083333333,-78.18,2.3477e-10,7.6839,PowerLaw,3361.47,2.608e-12,2.0573e-14,2.0692,2.2717e-14,1.9635,0.0767,2.2525e-14,1.7575,0.00102,0.6667,1.18,310.52,3.294554,0,NOT_BLL
204.385833333333,-78.045,2.15e-10,6.8108,PowerLaw,2580.27,2.4285e-12,3.2321e-14,2.1641,3.6309e-14,2.0843,0.096,3.5747e-14,1.8132,0.00163,0.6667,1.26,331.46,2.222161,0,NOT_BLL
301.846666666667,-77.4780555555556,4.4269e-10,11.7851,LogParabola,893.37,3.3566e-12,6.8688e-13,2.4744,9.1801e-13,2.1592,0.3612,8.7011e-13,1.4226,0.01119,0.6667,3.98,664.85,64.37133,0.7917,NOT_BLL
228.60625,-77.3325,6.1284e-11,4.0582,PowerLaw,12578.42,8.6218e-13,6.3143e-16,1.6645,8.6873e-16,1.6351,0.1613,7.9359e-16,1.2508,0.00075,0.6667,1.13,56.48,10.614534,0,NOT_BLL
244.480416666667,-77.3038888888889,1.5352e-09,39.9276,LogParabola,593.51,2.3953e-11,9.5825e-12,2.6073,1.0843e-11,2.564,0.1122,1.0431e-11,2.3466,0.00386,0.6667,4.38,4477.67,361.51239,0.5612,NOT_BLL
250.772083333333,-77.2488888888889,1.6687e-10,5.3703,PowerLaw,1774.36,2.2695e-12,5.9282e-14,2.4287,5.5793e-14,2.4439,-0.0416,5.894e-14,2.4594,-0.00016,0.6667,0.2,387.18,7.066917,0,BLL
260.922083333333,-77.2375,2.9163e-09,57.4521,LogParabola,799.52,2.8193e-11,5.8679e-12,2.2879,6.4918e-12,2.1818,0.0986,6.2285e-12,2.0376,0.00233,0.6667,5.68,4566.18,865.147217,0.8507,NOT_BLL
113.611666666667,-77.1852777777778,9.9781e-10,23.2738,LogParabola,906.71,9.2095e-12,1.5017e-12,2.3201,1.6845e-12,2.1789,0.1199,1.6226e-12,1.9734,0.003,0.6667,3.53,1568.23,151.431763,0.6534,NOT_BLL
206.03625,-77.0136111111111,2.3551e-10,6.2776,PowerLaw,1210.17,3.3705e-12,2.1685e-13,2.4754,2.7214e-13,2.4926,0.1781,2.3617e-13,2.3015,0.0017,0.6667,0.71,571.25,3.895836,0,NOT_BLL
246.655416666667,-76.6502777777778,4.3331e-10,15.0752,PowerLaw,3273.78,4.8167e-12,4.0424e-14,2.0404,4.0436e-14,2.0375,0.0019,4.0057e-14,2.0547,-5e-05,0.6667,0.13,581.11,24.14045,0.4481,BLL
121.8175,-76.5088888888889,2.6192e-10,8.8404,PowerLaw,2183.96,2.9891e-12,5.656e-14,2.1922,6.2726e-14,2.1165,0.0825,6.0995e-14,1.9541,0.00115,0.6667,1.22,441.21,25.015673,0.6099,NOT_BLL
354.139583333333,-76.3755555555556,2.9737e-10,11.3021,PowerLaw,1705.39,3.45e-12,1.1152e-13,2.2276,1.1445e-13,2.2089,0.0187,1.1509e-13,2.1309,0.00052,0.6667,0.71,571.4,21.778418,0.4576,BLL
266.000416666667,-76.3152777777778,3.815e-09,58.6414,PLSuperExpCutoff,1272.67,1.9725e-11,2.01e-12,2.1656,3.1461e-12,1.8,0.6006,3.0141e-12,0.3243,0.01748,0.6667,20.17,3336.92,5.763754,0,NOT_BLL
223.957083333333,-76.0177777777778,1.9044e-10,7.3081,PowerLaw,4111.57,2.1437e-12,1.1528e-14,1.9707,1.3789e-14,1.872,0.1234,1.3258e-14,1.6154,0.00122,0.6667,1.31,241,6.46744,0,NOT_BLL
357.8325,-75.9863888888889,4.3185e-10,18.1585,PowerLaw,2983.37,4.9659e-12,4.9444e-14,1.9144,5.736e-14,1.7943,0.106,5.4147e-14,1.6609,9e-04,0.6667,2.07,541.72,19.697943,0.3261,BLL
326.826666666667,-75.6025,4.4723e-09,97.4077,LogParabola,489.2,5.6449e-11,3.646e-11,2.4409,3.8835e-11,2.3662,0.0674,3.7792e-11,2.2663,0.00222,0.6667,6.33,9850.11,2763.298096,0.7424,NOT_BLL
122.75125,-75.4983333333333,2.4535e-09,55.6739,LogParabola,1723.2,2.2995e-11,7.5962e-13,1.9303,8.2765e-13,1.8115,0.0762,7.979e-13,1.7118,0.00097,0.6667,4.78,2389.76,23.28405,0.1299,BLL
98.9020833333333,-75.3047222222222,6.4639e-10,25.923,PowerLaw,515.65,1.2521e-11,6.5767e-12,2.7009,6.7087e-12,2.6904,0.0165,6.6491e-12,2.6682,0.00046,0.6667,0.42,2530.55,448.183289,0.9662,NOT_BLL
18.205,-75.1025,3.2171e-10,13.7399,PowerLaw,2789.08,3.5817e-12,4.1685e-14,2.024,5.1611e-14,1.7887,0.2181,5.0207e-14,1.3006,0.00327,0.6667,2.97,469.86,8.235726,0,BLL
89.72375,-74.9919444444444,5.4924e-10,18.8853,PowerLaw,2237.63,6.1021e-12,1.1151e-13,2.0507,1.2259e-13,1.978,0.0688,1.2075e-13,1.8058,0.00112,0.6667,2.16,794.63,20.153486,0.2666,BLL
290.627916666667,-74.8875,3.9875e-10,16.0665,PowerLaw,3540.12,4.5827e-12,3.2892e-14,1.9157,3.5954e-14,1.8285,0.063,3.5557e-14,1.6765,0.00072,0.6667,1.74,484.21,24.535128,0.4077,NOT_BLL
262.152916666667,-74.8036111111111,2.397e-10,7.5985,LogParabola,804.72,2.3685e-12,5.5899e-13,2.6061,8.16e-13,2.4164,0.425,7.8803e-13,1.2804,0.0178,0.6667,3.28,507.32,40.626347,0.844,NOT_BLL
256.385,-74.3952777777778,5.524e-11,4.2362,PowerLaw,16618.87,8.3722e-13,3.9402e-16,1.6003,3.3145e-16,1.5973,-0.0551,3.1714e-16,1.8646,-3e-04,0.6667,1.1,49.27,7.933983,0,BLL
174.21875,-74.2322222222222,9.9155e-10,19.6618,LogParabola,1035.21,8.6051e-12,1.0856e-12,2.3716,1.3751e-12,2.2685,0.2093,1.3289e-12,1.7224,0.00674,0.6667,4.91,1492.49,8.96519,0,NOT_BLL
135.172083333333,-74.1438888888889,1.8319e-10,7.7613,PowerLaw,456.92,4.2133e-12,2.9915e-12,2.8093,3.6e-12,2.7046,0.1985,3.5298e-12,2.1751,0.01172,0.6667,1.85,864.85,24.201927,0.523,NOT_BLL
354.815416666667,-74.0577777777778,4.3258e-10,18.7418,PowerLaw,2530.32,4.8638e-12,6.8174e-14,1.9746,7.2737e-14,1.9151,0.0446,7.1711e-14,1.8253,0.00055,0.6667,1.46,598.59,21.207909,0.3182,BLL
311.784583333333,-74.0033333333333,1.1365e-10,4.1933,PowerLaw,760.48,2.0423e-12,3.8749e-13,2.6503,4.1163e-13,2.6075,0.0517,4.1412e-13,2.3957,0.00276,0.6667,0.7,429.21,4.687718,0,NOT_BLL
85.35125,-73.5775,1.7741e-10,6.2913,PowerLaw,1505.15,2.2772e-12,9.2333e-14,2.3692,1.0218e-13,2.3043,0.0797,1.0086e-13,2.0884,0.00186,0.6667,1.06,409.2,10.833875,0.3198,NOT_BLL
322.5525,-73.3347222222222,1.246e-10,4.9815,PowerLaw,2201.21,1.4025e-12,2.6402e-14,2.1529,3.5213e-14,1.8274,0.3209,3.1477e-14,1.4928,0.00342,0.6667,1.36,212.35,12.526047,0.259,BLL
310.460833333333,-73.3252777777778,2.1896e-10,11.0936,PowerLaw,4789.17,2.5757e-12,1.036e-14,1.8715,1.1889e-14,1.719,0.1067,1.1814e-14,1.4131,0.00119,0.6667,1.87,260.83,4.969845,0,BLL
218.432083333333,-73.0794444444444,6.6607e-11,4.5034,PowerLaw,14720.49,9.4271e-13,5.3226e-16,1.6591,8.8631e-16,0.4151,0.9992,8.5265e-16,0.001,0.00268,0.6667,2.47,60.36,6.879291,0,NOT_BLL
262.13375,-73.055,1.8395e-10,7.1752,PowerLaw,567.33,3.8555e-12,1.5327e-12,2.7517,1.8475e-12,2.6906,0.1891,1.7847e-12,2.1937,0.00893,0.6667,1.98,776.19,14.533877,0.3235,NOT_BLL
333.062916666667,-72.8522222222222,1.2204e-10,5.5287,PowerLaw,880.77,1.9257e-12,2.6268e-13,2.5555,2.8521e-13,2.4562,0.0894,2.8924e-13,2.0932,0.00435,0.6667,1.19,403.05,12.810159,0.4168,NOT_BLL
82.3291666666667,-72.7330555555556,2.8097e-10,10.0492,PowerLaw,1567.51,3.605e-12,1.3281e-13,2.3687,1.4363e-13,2.3251,0.0673,1.3979e-13,2.1899,0.00116,0.6667,1.01,640.28,57.474613,0.877,NOT_BLL
90.3266666666667,-72.6372222222222,1.7265e-10,6.6953,PowerLaw,2540.7,1.935e-12,2.6901e-14,2.1365,2.8896e-14,2.1107,0.0459,2.8264e-14,2.0117,0.00056,0.6667,0.7,281.5,12.958335,0.2929,BLL
189.237083333333,-72.5336111111111,2.5104e-10,6.2988,PowerLaw,1902.13,3.1144e-12,7.4772e-14,2.3291,9.0825e-14,2.3559,0.1472,8.9675e-14,1.8572,0.00371,0.6667,1.73,452.82,5.927446,0,NOT_BLL
305.507083333333,-72.4094444444444,1.4864e-10,8.4728,PowerLaw,5258.33,1.7927e-12,6.0376e-15,1.8331,7.8775e-15,1.6034,0.21,7.4679e-15,1.1817,0.0018,0.6667,2.08,170.34,5.440292,0,NOT_BLL
6.00833333333333,-72.0788888888889,4.4598e-09,89.2731,LogParabola,961.2,2.6654e-11,4.4575e-12,2.0958,5.8869e-12,1.7434,0.3582,5.6052e-12,0.9993,0.01068,0.6667,20.57,4558.5,5.245784,0,NOT_BLL
45.40375,-71.9277777777778,2.8858e-10,14.2389,PowerLaw,767.03,4.4573e-12,8.7109e-13,2.5388,9.3594e-13,2.4941,0.0653,9.2923e-13,2.3111,0.00253,0.6667,1.53,986.5,43.056431,0.6059,NOT_BLL
190.115833333333,-71.8155555555555,7.4515e-10,20.7815,PowerLaw,4252.31,8.6489e-12,4.3628e-14,1.8955,4.53e-14,1.8701,0.0231,4.5424e-14,1.7797,0.00029,0.6667,1.34,791.87,6.436805,0,NOT_BLL
69.1783333333333,-71.8013888888889,1.9592e-10,7.3117,PowerLaw,1781.14,2.3412e-12,6.7388e-14,2.2778,7.0692e-14,2.2472,0.0334,7.0191e-14,2.165,0.00061,0.6667,0.55,403.05,9.584004,0.2138,NOT_BLL
193.726666666667,-71.6930555555556,3.7831e-10,9.2254,PowerLaw,1219.47,5.205e-12,3.3597e-13,2.4397,4.1323e-13,2.4057,0.1504,3.9384e-13,2.0562,0.00364,0.6667,1.81,790.08,137.051132,1.5153,NOT_BLL
228.315,-71.5208333333333,4.3327e-10,11.3751,LogParabola,1626.23,2.9373e-12,1.5357e-13,2.2549,1.9665e-13,2.0753,0.2374,1.9233e-13,1.4671,0.00556,0.6667,3.24,475.17,106.387459,1.3427,NOT_BLL
300.600416666667,-71.3238888888889,1.7257e-10,9.979,PowerLaw,6862.8,2.3058e-12,4.7154e-15,1.7135,5.7435e-15,1.5693,0.1114,5.4285e-15,1.3864,0.00063,0.6667,1.58,174.27,10.809647,0.207,NOT_BLL
344.10875,-71.3227777777778,7.1785e-11,6.6895,PowerLaw,10497.81,1.145e-12,1.1113e-15,1.5593,2.0133e-15,1.2284,0.4287,1.8019e-15,0.2955,0.00252,0.6667,2.76,64.07,12.120282,0,NOT_BLL
310.065416666667,-71.2641666666667,4.1909e-10,20.3017,PowerLaw,5186.52,5.6088e-12,1.8517e-14,1.7119,2.0507e-14,1.6428,0.0554,1.9946e-14,1.5395,0.00038,0.6667,1.74,424.36,7.655974,0,BLL
240.884166666667,-71.21,1.8397e-10,4.6349,PowerLaw,1467.95,2.4418e-12,1.0279e-13,2.4047,1.1685e-13,2.3729,0.1006,1.1424e-13,2.0939,0.00239,0.6667,1.11,419.99,8.051323,0,NOT_BLL
279.914166666667,-71.1241666666667,2.0025e-10,10.1984,LogParabola,419.07,4.7899e-12,4.7192e-12,2.8593,5.9302e-12,2.6725,0.2724,5.7574e-12,1.9816,0.01633,0.6667,3.16,1023.72,75.426041,0.8841,NOT_BLL
109.78,-70.9266666666667,1.623e-10,6.5187,PowerLaw,3956.87,1.8157e-12,1.049e-14,1.9951,1.3958e-14,1.8675,0.21,1.291e-14,1.4624,0.00204,0.6667,1.75,218.09,8.778836,0,NOT_BLL
285.862083333333,-70.8886111111111,1.0362e-09,27.0955,PLSuperExpCutoff,2070.85,5.2615e-12,1.976e-13,2.0842,3.2488e-13,1.9051,0.6115,3.1793e-13,0.215,0.01434,0.6667,8.67,817.38,7.131861,0,NOT_BLL
15.7391666666667,-70.8630555555555,1.2662e-10,5.071,PowerLaw,1783.28,1.4632e-12,4.2913e-14,2.2198,6.8596e-14,1.6703,0.8091,6.1704e-14,0.5156,0.01278,0.6667,1.86,251.83,16.866007,0.2668,NOT_BLL
49.85875,-70.7530555555556,1.1397e-10,6.8116,PowerLaw,4478.92,1.3494e-12,6.1409e-15,1.8609,7.5186e-15,1.6464,0.1619,7.0175e-15,1.4502,0.00111,0.6667,1.36,139.84,5.95615,0,NOT_BLL
7.25083333333333,-70.7413888888889,4.6776e-10,18.4595,PowerLaw,1561.72,5.401e-12,2.127e-13,2.2181,2.2124e-13,2.1775,0.0353,2.2641e-13,1.9634,0.00153,0.6667,1.81,914.11,45.4702,0.4488,BLL
239.38875,-70.6686111111111,6.5049e-10,18.7696,PowerLaw,2190.57,7.2966e-12,1.3917e-13,2.1399,1.5177e-13,2.097,0.0673,1.489e-13,1.9362,0.00106,0.6667,1.95,1010.54,7.920412,0,BLL
52.9691666666667,-70.6697222222222,5.0619e-11,4.7868,PowerLaw,12386.91,7.6192e-13,5.7407e-16,1.606,7.495e-16,0.2357,0.811,7.0995e-16,4e-04,0.00228,0.6667,1.76,47.14,12.07385,0,NOT_BLL
332.855833333333,-70.6794444444444,1.7183e-10,8.233,PowerLaw,2355.89,1.9405e-12,3.1452e-14,2.1636,2.8897e-14,2.2043,-0.048,3.0661e-14,2.2401,-0.00026,0.6667,0.68,310.81,6.763237,0,BLL
90.2958333333333,-70.5894444444444,1.6378e-09,44.852,LogParabola,655.72,1.8281e-11,6.1503e-12,2.4185,6.8883e-12,2.3142,0.1165,6.5804e-12,2.1395,0.00321,0.6667,4.88,3444.04,578.055298,0.7818,NOT_BLL
298.268333333333,-70.4211111111111,3.3262e-10,11.8332,PowerLaw,2374.15,3.7328e-12,5.9902e-14,2.1418,5.3812e-14,2.1828,-0.0501,5.8113e-14,2.2145,-0.00024,0.6667,0.91,563.83,8.330293,0,NOT_BLL
202.561666666667,-70.0586111111111,1.7485e-09,33.5189,LogParabola,788.63,1.8839e-11,4.237e-12,2.4689,4.8814e-12,2.346,0.1478,4.6703e-12,2.0711,0.00425,0.6667,5.45,2990.69,1032.068848,1.4192,NOT_BLL
307.704583333333,-69.9927777777778,1.526e-10,5.8059,PowerLaw,1968.99,1.7474e-12,4.1403e-14,2.2001,4.5429e-14,2.1067,0.0741,4.4463e-14,1.9555,0.00116,0.6667,0.89,287.29,11.992239,0.4341,NOT_BLL
176.438333333333,-69.8313888888889,3.4282e-10,8.8099,LogParabola,732.81,5.6018e-12,1.2782e-12,2.6875,1.6516e-12,2.6955,0.2264,1.5879e-12,2.0699,0.0095,0.6667,2.54,962.81,34.643063,0.66,NOT_BLL
33.4704166666667,-69.8311111111111,1.1631e-10,9.4591,PowerLaw,8992.86,1.646e-12,2.1052e-15,1.6592,2.4422e-15,1.555,0.0861,2.4451e-15,1.2673,0.00067,0.6667,1.41,113.83,17.802362,0.5201,NOT_BLL
102.117083333333,-69.6927777777778,6.8126e-11,4.2189,PowerLaw,5712.75,8.1153e-13,2.349e-15,1.8514,2.9726e-15,1.7932,0.1443,2.7999e-15,1.4362,0.00119,0.6667,1.12,79.15,4.818547,0,NOT_BLL
81.2175,-69.6413888888889,2.295e-10,4.4899,PowerLaw,3486.12,2.5744e-12,1.8166e-14,2.14,1.7644e-14,2.1423,-0.0077,1.7846e-14,2.137,1e-05,0.6667,0.07,347.75,8.860002,0,NOT_BLL
348.353333333333,-69.3819444444444,6.2363e-11,6.6311,PowerLaw,11504.64,1.0085e-12,8.463e-16,1.5485,1.3524e-15,1.4882,0.2287,1.2372e-15,0.8748,0.00132,0.6667,1.98,55.14,19.829884,0.5087,NOT_BLL
85.08875,-69.3383333333333,2.4073e-09,24.3441,PLSuperExpCutoff,1022.28,2.7522e-11,2.9594e-12,2.4737,3.6988e-12,2.4948,0.153,3.6483e-12,2.0465,0.00537,0.6667,6.67,4933.12,8.074471,0,NOT_BLL
116.054583333333,-69.3033333333333,1.945e-10,6.4375,PowerLaw,1100.76,2.8986e-12,2.3092e-13,2.5098,2.5155e-13,2.4514,0.0633,2.5113e-13,2.2597,0.00202,0.6667,1.02,553.12,11.132977,0.2688,NOT_BLL
337.30375,-69.1872222222222,1.7159e-10,8.246,PowerLaw,810.42,2.8426e-12,4.7122e-13,2.5922,4.4268e-13,2.6354,-0.0491,4.7115e-13,2.5914,1e-05,0.6667,0.02,637.24,12.029773,0.2301,NOT_BLL
190.0475,-68.7733333333333,4.5442e-10,9.7986,PowerLaw,1718.11,5.7746e-12,1.725e-13,2.3578,1.932e-13,2.3239,0.0893,1.9017e-13,2.0923,0.0018,0.6667,1.66,777.02,9.243935,0.181,NOT_BLL
32.0983333333333,-68.6408333333333,2.7658e-10,12.3958,PowerLaw,1508.78,3.2996e-12,1.3871e-13,2.2752,1.3101e-13,2.3073,-0.0376,1.378e-13,2.2937,-9e-05,0.6667,0.21,614.92,19.431503,0.2379,BLL
311.487916666667,-68.595,4.7598e-10,13.4832,LogParabola,1752.26,2.1069e-12,1.2506e-13,2.1895,2.0968e-13,1.7647,0.7799,1.9927e-13,0.0061,0.01746,0.6667,6.15,336.68,8.515231,0,NOT_BLL
58.27375,-68.5283333333333,2.3391e-10,14.0382,PowerLaw,7875.77,3.273e-12,5.2334e-15,1.6695,5.5258e-15,1.6362,0.0271,5.6072e-15,1.5101,0.00026,0.6667,1.06,229.28,8.323181,0,BLL
108.827916666667,-68.4827777777778,1.4849e-10,4.8527,PowerLaw,2102.31,1.7766e-12,3.5014e-14,2.2796,3.3379e-14,2.3037,-0.0278,3.474e-14,2.2956,-7e-05,0.6667,0.1,296.84,12.461525,0.4783,NOT_BLL
174.020833333333,-68.4113888888889,4.2362e-10,8.8542,PowerLaw,1323.62,5.8012e-12,3.0747e-13,2.4353,3.776e-13,2.4022,0.1725,3.5593e-13,2.0258,0.00372,0.6667,2.02,818.81,11.066648,0.2172,NOT_BLL
5.93458333333333,-68.3380555555556,2.347e-10,14.7767,PowerLaw,413.8,5.3762e-12,5.0455e-12,2.8069,5.4975e-12,2.7652,0.0825,5.3535e-12,2.6003,0.00369,0.6667,1.5,1344.84,33.363434,0.3768,NOT_BLL
216.217083333333,-68.1488888888889,1.7702e-09,28.9023,LogParabola,932.41,1.721e-11,2.7456e-12,2.4712,3.415e-12,2.3629,0.2202,3.2461e-12,1.8885,0.00648,0.6667,6.22,2715.14,95.313141,0.4206,NOT_BLL
77.8516666666667,-68.0830555555555,1.8158e-10,4.96,PowerLaw,2018.3,2.2753e-12,4.7129e-14,2.3414,4.6789e-14,2.341,-0.0035,4.7417e-14,2.3237,9e-05,0.6667,0.09,386.15,21.409456,0.7053,NOT_BLL
312.1625,-68.0727777777778,3.4365e-10,12.5107,PowerLaw,1976.51,3.8855e-12,9.2023e-14,2.1672,9.7844e-14,2.1328,0.0414,9.7851e-14,1.9783,0.00094,0.6667,1.35,620.8,10.835346,0.1196,BLL
176.87375,-67.9811111111111,4.4637e-10,7.3549,LogParabola,1203.88,3.8381e-12,3.3297e-13,2.548,5.0812e-13,2.582,0.4023,5.1012e-13,1.2273,0.01557,0.6667,4.11,681.27,10.779711,0.1343,NOT_BLL
285.743333333333,-67.8066666666667,1.3014e-09,39.2166,LogParabola,608.78,1.4734e-11,6.0369e-12,2.4441,6.7562e-12,2.3134,0.1311,6.4757e-12,2.1156,0.00398,0.6667,4.43,2936.41,279.218781,0.575,NOT_BLL
26.5183333333333,-67.7747222222222,3.9871e-10,17.6166,PowerLaw,1872.28,4.4288e-12,1.1706e-13,2.0625,1.36e-13,1.9541,0.1183,1.255e-13,1.8684,0.00099,0.6667,1.75,644.13,45.188412,0.6223,NOT_BLL
104.924166666667,-67.7122222222222,9.7071e-11,6.5109,PowerLaw,8916.64,1.319e-12,1.7206e-15,1.697,1.845e-15,1.6735,0.0282,1.8039e-15,1.6165,0.00013,0.6667,0.37,94.45,9.345599,0,NOT_BLL
83.8066666666667,-67.6013888888889,6.5261e-10,16.8654,LogParabola,705.75,9.7126e-12,2.6052e-12,2.6389,3.1499e-12,2.5966,0.1883,3.1225e-12,2.0172,0.00921,0.6667,3.99,1922.5,6.358722,0,NOT_BLL
232.121666666667,-67.4911111111111,2.165e-10,7.7562,PowerLaw,5017.06,2.4987e-12,9.2049e-15,1.9068,1.0899e-14,1.7898,0.1246,1.0687e-14,1.4332,0.00132,0.6667,1.86,241.05,4.144672,0,NOT_BLL
