ra,dec,redshift,umag,gmag,rmag,imag,zmag,nmag,gal_abs_u,log_nh_gal
329.48375,-7.209225,0.3638,18.394,18.262,18.167,18.14,17.783,18.763,0.181,20.537
45.0232333333333,-7.20431666666667,0.375,20.681,20.192,19.68,19.35,19.06,21.623,0.353,20.747
330.194066666667,-7.20426111111111,0.808,18.191,17.975,17.931,18.107,18.036,18.647,0.164,20.555
320.8031,-7.1913,1.3465,19.64,19.596,19.052,19.02,18.998,20.77,0.76,20.803
331.407166666667,-7.18737222222222,0.295,18.771,18.588,18.275,18.127,17.567,20.068,0.241,20.612
49.9734708333333,-7.18443611111111,1.3378,19.055,19.132,18.827,18.758,18.76,19.478,0.249,20.697
48.0706208333333,-7.18034722222222,1.7982,20.092,20.014,20.013,19.675,19.461,22.478,0.398,20.77
49.6043291666667,-7.15516111111111,0.3361,19.625,19.39,19.136,18.97,18.481,20.07,0.247,20.704
317.640504166667,-7.15286944444444,1.7224,19.194,18.847,18.752,18.518,18.579,20.764,0.657,20.752
47.97715,-7.12833611111111,0.6331,19.185,18.777,18.494,18.083,18.154,19.221,0.368,20.774
50.4887333333333,-7.10241111111111,0.7504,19.581,19.238,19.042,19.122,18.839,20.299,0.346,20.682
47.0673666666667,-7.09163333333333,1.492,20.392,20.269,20.036,19.79,19.803,21.067,0.435,20.799
49.2156583333333,-7.09027222222222,1.8022,19.529,19.031,18.86,18.634,18.612,21.789,0.329,20.719
318.944708333333,-7.08614166666667,0.6604,19.624,19.32,19.39,19.404,19.396,19.698,0.569,20.792
319.934595833333,-7.079825,0.4864,20.039,19.495,19.419,19.346,19.01,21.098,0.922,20.81
48.1753666666667,-7.07285833333333,1.5032,19.845,19.514,19.349,19.165,19.184,20.493,0.375,20.763
47.5182875,-7.06684444444444,0.9548,19.859,19.504,19.293,19.291,19.216,20.435,0.363,20.791
51.3192541666667,-7.06037777777778,1.9122,20.406,20.347,20.214,19.755,19.661,23.517,0.249,20.664
47.54225,-7.04796388888889,1.378,20.77,20.495,20.318,20.285,20.427,22.021,0.356,20.79
317.856654166667,-7.04603888888889,0.8987,18.981,18.603,18.347,18.253,18.06,19.983,0.828,20.759
51.8026,-7.04323888888889,2.3013,19.428,18.909,18.774,18.687,18.366,20.64,0.283,20.653
59.6555333333333,-7.03821944444444,1.9394,19.183,18.974,18.939,18.786,18.722,22.284,0.364,20.765
60.3216375,-6.99822777777778,1.2151,19.566,19.438,19.143,19.114,19.172,19.631,0.461,20.76
318.069408333333,-6.97048888888889,0.5707,18.879,18.503,18.568,18.419,18.46,19.595,0.491,20.766
51.3659458333333,-6.96932777777778,1.7603,20.07,19.916,20.043,19.918,19.714,22.969,0.257,20.661
47.5546583333333,-6.96841666666667,3.041,21.513,19.566,19.359,19.299,19.209,22.848,0.357,20.787
320.7663625,-6.96637222222222,0.4836,18.457,18.169,18.186,18.032,17.894,19.032,0.935,20.8
320.2045125,-6.96610833333333,0.2653,18.901,18.688,18.388,18.306,17.958,20.234,1.106,20.81
48.2261458333333,-6.95288333333333,1.033,19.547,19.299,18.977,18.894,18.916,19.1,0.324,20.759
51.7866916666667,-6.940825,0.5597,20.029,19.587,19.595,19.294,19.232,20.536,0.306,20.652
49.1615,-6.93946111111111,0.6666,19.639,19.069,18.935,18.681,18.682,19.815,0.315,20.719
50.9737708333333,-6.93830277777778,1.0015,19.402,19.049,18.773,18.797,18.749,19.04,0.284,20.662
49.5946708333333,-6.92932777777778,1.268,19.13,19.197,18.906,18.954,19.035,20.007,0.261,20.701
47.39025,-6.91840555555556,1.1729,19.749,19.719,19.439,19.375,19.416,19.866,0.342,20.79
49.9571958333333,-6.91645,0.714,18.454,17.925,17.959,18.131,18.023,18.111,0.252,20.692
51.6536875,-6.90430277777778,1.2345,19.972,19.765,19.364,19.295,19.388,20.607,0.304,20.658
52.1178875,-6.90074444444445,1.4111,19.271,19.211,18.926,18.814,18.784,20.263,0.299,20.65
48.8303125,-6.89260833333333,1.8987,19.037,18.851,18.769,18.511,18.497,20.83,0.456,20.736
318.418691666667,-6.87356388888889,2.4087,20.032,19.386,19.335,19.343,19.248,21.643,0.536,20.782
49.0591458333333,-6.871375,1.2325,20.225,20.053,19.816,19.746,19.944,20.532,0.322,20.723
49.1479375,-6.86717777777778,0.7865,20.039,19.665,19.72,19.781,19.992,20.506,0.296,20.719
52.5676,-6.86140277777778,0.3669,20.035,19.828,19.49,19.314,18.783,19.968,0.265,20.652
59.5721375,-6.85475277777778,1.1015,19.835,19.644,19.352,19.275,19.317,20.544,0.408,20.775
50.269775,-6.8459,1.9742,20.422,20.049,19.604,19.095,18.823,21.013,0.256,20.681
50.4068416666667,-6.84561666666667,0.8493,20.533,20.135,20.145,20.169,20.05,21.651,0.246,20.678
50.3006541666667,-6.83032777777778,0.9912,19.725,19.494,19.322,19.294,19.299,19.975,0.259,20.68
60.0933291666667,-6.82460833333333,1.5034,17.58,17.25,17.054,16.838,16.904,18.452,0.462,20.777
51.6691291666667,-6.822975,1.4681,19.875,19.684,19.54,19.416,19.326,20.252,0.302,20.655
51.5234458333333,-6.82120555555556,1.8731,18.481,18.3,18.195,17.924,17.88,19.781,0.297,20.656
52.4496708333333,-6.81607777777778,1.7565,18.836,18.608,18.608,18.415,18.392,19.506,0.254,20.65
47.305,-6.79406111111111,1.0613,19.549,19.453,19.212,19.266,19.246,19.642,0.344,20.789
318.769204166667,-6.78914722222222,0.3712,19.772,19.287,19.019,18.925,18.448,21.935,0.607,20.792
48.9295291666667,-6.78791111111111,1.8314,20.189,20.064,19.925,19.791,19.521,21.542,0.398,20.729
320.118020833333,-6.77396388888889,1.7249,19.574,19.279,18.996,18.715,18.482,21.261,1.12,20.808
48.642775,-6.76559166666667,1.7262,20.274,19.879,19.618,19.29,19.3,22.697,0.395,20.743
61.7673708333333,-6.76438055555556,1.996,19.851,19.891,19.827,19.557,19.287,21.821,0.443,20.76
308.930070833333,-6.76328333333333,0.3593,20.195,19.988,19.437,19.222,18.542,21.018,0.216,20.598
320.449841666667,-6.76293611111111,0.8825,19.216,18.835,18.636,18.612,18.408,19.583,0.99,20.807
316.870041666667,-6.75925555555556,0.8209,19.195,18.795,18.64,18.706,18.621,20.172,0.537,20.732
50.4298041666667,-6.75488611111111,0.3655,20.368,20.088,19.509,19.208,18.718,20.711,0.261,20.674
50.7421833333333,-6.75443333333333,0.681,20.105,19.619,19.614,19.455,19.557,19.644,0.28,20.661
317.320220833333,-6.74350277777778,1.0809,19.069,18.816,18.454,18.402,18.481,19.435,0.322,20.751
318.2117875,-6.73211111111111,1.1899,19.04,18.799,18.536,18.482,18.471,19.801,0.523,20.777
317.683141666667,-6.72841666666667,1.2087,18.995,18.836,18.591,18.532,18.468,19.434,0.344,20.762
52.0941208333333,-6.726675,0.3811,19.579,19.349,19.233,19.12,18.69,19.871,0.233,20.645
52.48845,-6.71856944444444,0.9574,19.174,18.937,18.769,18.705,18.628,19.2,0.241,20.648
319.6932625,-6.71654722222222,1.5908,20.185,19.847,19.541,19.269,19.274,21.041,0.781,20.808
317.618116666667,-6.71482222222222,0.534,19.963,19.45,19.366,19.108,18.895,19.759,0.368,20.76
316.6331875,-6.71024166666667,1.4495,19.251,19.135,18.825,18.6,18.508,20.191,0.513,20.724
46.8120166666667,-6.70659444444444,1.6722,20.274,20.154,20.158,19.786,19.737,21.16,0.399,20.791
51.5836,-6.70604722222222,1.8978,19.513,19.199,19.111,18.904,18.924,22.001,0.325,20.652
50.2426458333333,-6.70543888888889,1.7572,20.632,20.431,20.527,20.232,20.013,21.936,0.27,20.679
319.238883333333,-6.70159444444444,1.3054,20.07,19.742,19.291,19.13,19.027,21.232,1.011,20.803
318.9463625,-6.69399722222222,1.5652,20.241,19.846,19.707,19.459,19.458,21.686,0.684,20.797
60.6726,-6.69388888888889,2.4321,18.656,18.043,17.91,17.875,17.594,20.05,0.553,20.775
318.676620833333,-6.691225,1.5346,20.159,19.821,19.588,19.325,19.307,20.492,0.676,20.792
48.105125,-6.68938055555556,0.8558,20.618,20.34,20.119,19.993,19.698,20.832,0.319,20.758
49.6711708333333,-6.67914166666667,0.3899,19.464,19.324,19.025,18.777,18.393,19.45,0.261,20.695
61.509825,-6.66908333333333,1.5019,20.317,19.925,19.801,19.582,19.642,20.947,0.441,20.765
46.9477708333333,-6.66699444444444,0.74,20.055,19.483,19.35,19.251,19.031,20.28,0.364,20.789
49.2701208333333,-6.66401666666667,1.6908,20.222,19.939,19.889,19.638,19.74,21.775,0.294,20.709
318.165220833333,-6.66059444444444,0.3654,20.227,19.781,19.09,18.734,18.338,21.002,0.489,20.777
61.4540291666667,-6.65267777777778,1.3111,20.057,19.797,19.38,19.421,19.384,21.352,0.455,20.766
59.304275,-6.64968888888889,1.9532,19.132,19.234,19.227,18.948,18.731,21.901,0.455,20.785
48.589675,-6.63804722222222,1.8184,18.854,18.834,18.77,18.474,18.385,19.859,0.36,20.741
48.034075,-6.62671388888889,0.3734,19.535,19.068,18.733,18.63,18.257,20.612,0.323,20.76
47.0983416666667,-6.62273333333333,2.3599,20.535,19.924,19.923,19.876,19.683,23.85,0.381,20.786
48.0081708333333,-6.62172777777778,0.3795,20.191,19.458,19.098,18.922,18.449,20.989,0.325,20.761
316.8241,-6.62145833333333,1.512,21.163,20.377,19.749,19.273,19.079,21.839,0.556,20.732
50.302625,-6.61631944444444,2.1196,19.991,19.554,19.506,19.402,19.202,23.859,0.3,20.675
48.6446708333333,-6.61516388888889,1.8245,20.277,20.333,20.258,19.961,19.924,21.843,0.374,20.739
319.680179166667,-6.60501111111111,0.3283,17.653,17.669,17.587,17.693,16.8,18.566,0.795,20.808
318.020225,-6.59313333333333,0.2042,17.767,17.777,17.682,17.252,17.409,18.202,0.491,20.772
48.1465458333333,-6.57525555555556,0.3511,18.766,18.724,18.664,18.687,18.106,19.583,0.303,20.754
51.396675,-6.569625,1.8164,19.712,19.66,19.658,19.236,19.123,21.562,0.289,20.648
60.9298791666667,-6.56865833333333,0.7028,19.895,19.572,19.418,19.299,19.126,20.343,0.437,20.779
59.1168333333333,-6.5683,0.9807,19.783,19.51,19.288,19.292,18.995,20.088,0.413,20.795
46.5012583333333,-6.56675277777778,0.6796,19.649,19.358,19.346,19.185,19.154,19.511,0.342,20.789
47.4732041666667,-6.56649722222222,2.0496,19.776,19.588,19.461,19.304,19.01,21.095,0.325,20.779
318.126408333333,-6.55891944444444,1.5544,19.796,19.505,19.376,19.141,19.243,20.988,0.496,20.778
47.8878,-6.558625,1.4999,20.542,19.995,19.466,19.087,19.086,21.402,0.332,20.764
50.8901416666667,-6.54853333333333,1.4713,19.486,19.224,18.9,18.652,18.738,20.378,0.28,20.651
49.5272416666667,-6.54845,1.4149,19.144,18.956,18.807,18.68,18.788,19.754,0.291,20.695
317.4180625,-6.54051111111111,1.4434,19.008,18.771,18.594,18.431,18.47,19.67,0.356,20.758
48.3870166666667,-6.532775,0.389,19.84,19.662,19.324,18.957,18.463,21.574,0.307,20.744
319.215204166667,-6.53201111111111,1.7029,18.274,17.876,17.68,17.432,17.419,19.243,0.873,20.803
47.188875,-6.51570833333333,0.8048,20.752,20.406,20.284,20.129,19.797,21.418,0.393,20.782
319.0699375,-6.50778055555556,1.4298,19.788,19.546,19.218,19.028,19.016,21.557,0.678,20.801
317.131520833333,-6.50627777777778,2.3447,17.923,17.41,17.227,17.176,17.064,21.414,0.32,20.747
51.31175,-6.48666944444444,0.8273,17.812,17.486,17.343,17.23,17.027,17.935,0.284,20.646
46.5436166666667,-6.46075277777778,1.0159,19.368,19.317,19.138,19.279,19.248,19.611,0.327,20.786
60.2925,-6.439925,0.4658,19.566,19.176,19.14,18.906,18.624,19.519,0.534,20.79
46.9058083333333,-6.43701944444445,0.4841,19.632,19.276,19.404,19.183,19.004,19.593,0.359,20.783
45.87515,-6.43681388888889,0.9719,19.597,19.328,18.965,18.911,18.759,20.025,0.34,20.777
316.9790875,-6.42198611111111,0.6092,19.543,19.073,19.067,18.867,18.961,19.27,0.333,20.74
47.7955583333333,-6.41881388888889,0.7678,19.814,19.41,19.41,19.474,19.162,19.367,0.318,20.765
316.775920833333,-6.41852777777778,1.5769,20.07,19.565,19.357,19.104,19,20.994,0.475,20.731
45.370525,-6.41820555555556,1.1309,19.995,19.585,19.15,19.063,19.017,20.478,0.377,20.76
319.109666666667,-6.4104,1.0417,18.554,18.269,17.913,17.928,17.954,19.25,0.701,20.803
51.5924708333333,-6.40717777777778,0.4561,20.046,19.497,19.114,18.739,18.545,20.69,0.312,20.641
52.3854416666667,-6.3932,1.733,19.063,18.875,18.852,18.603,18.733,19.947,0.219,20.637
47.36915,-6.3796,1.9241,20.007,19.866,19.74,19.556,19.463,21.468,0.352,20.775
57.3170083333333,-6.37470277777778,0.4512,20.101,19.632,19.346,19.03,18.667,21.358,0.454,20.776
316.951179166667,-6.36500833333333,1.7579,20.074,19.761,19.668,19.267,19.168,22.963,0.354,20.739
48.1737166666667,-6.34496388888889,1.4416,20.325,19.793,19.378,19.197,19.222,20.828,0.289,20.748
57.2865791666667,-6.33853611111111,0.4261,20.306,19.752,19.454,19.174,18.702,21.128,0.416,20.777
316.990291666667,-6.33629444444444,0.6456,18.225,17.496,17.246,16.851,16.806,19.287,0.345,20.741
50.2088833333333,-6.31050277777778,0.4153,20.578,20.031,19.526,19.192,18.82,21.573,0.241,20.67
51.740225,-6.30801666666667,1.6654,20.611,20.444,20.349,20.085,20.134,21.928,0.275,20.636
59.8855833333333,-6.300975,0.6539,20.02,19.515,19.498,19.339,19.254,19.458,0.616,20.801
48.2385,-6.29499722222222,1.1295,19.628,19.406,19.074,19.085,19.214,19.925,0.3,20.744
317.0769,-6.29456111111111,1.4908,19.752,19.638,19.334,19.166,19.117,20.643,0.333,20.747
60.7849875,-6.28276388888889,1.349,20.285,19.888,19.395,19.189,18.924,21.348,0.671,20.791
60.8402791666667,-6.27282222222222,0.9078,19.95,19.749,19.461,19.427,19.371,20.733,0.639,20.791
46.644625,-6.24651666666667,1.3894,20.605,20.265,19.937,19.849,19.922,21.172,0.364,20.781
309.295783333333,-6.2277,1.5998,19.303,18.918,18.719,18.444,18.366,21.042,0.308,20.588
57.2469791666667,-6.22607777777778,1.5551,19.3,19.046,18.898,18.738,18.724,19.795,0.434,20.781
52.9212,-6.21333888888889,0.6353,19.262,18.906,18.688,18.366,18.339,19.059,0.236,20.631
59.2012625,-6.21071944444444,0.7098,18.274,17.941,17.832,17.836,17.698,18.392,0.401,20.811
47.3843541666667,-6.20943333333333,0.6464,19.532,19.119,19.169,19.029,19.185,19.093,0.305,20.77
55.9313041666667,-6.209275,1.4552,19.535,19.32,19.172,19.122,19.266,21.331,0.285,20.702
50.9070333333333,-6.19133333333333,0.4127,19.676,19.594,19.452,19.281,18.909,19.972,0.332,20.641
57.1377208333333,-6.19114722222222,1.5621,19.728,19.404,19.011,18.663,18.505,21.058,0.42,20.777
309.134533333333,-6.18618055555556,1.1923,19.392,19.237,18.915,18.851,18.923,19.65,0.268,20.589
47.639375,-6.16608333333333,2.0411,19.179,18.929,18.593,18.528,18.242,20.679,0.316,20.763
47.7444416666667,-6.16321944444444,1.7796,20.243,20.168,20.003,19.704,19.712,22.51,0.322,20.76
59.5268875,-6.14198611111111,1.8494,19.506,19.625,19.503,19.09,18.952,21.103,0.556,20.811
59.041075,-6.13990277777778,1.1563,19.252,19.02,18.607,18.492,18.491,19.443,0.372,20.816
55.8815125,-6.10156944444444,0.7935,19.055,18.74,18.676,18.688,18.578,19.153,0.278,20.703
53.0452041666667,-6.08507777777778,1.0347,19.152,19.051,18.78,18.794,18.708,19.374,0.209,20.63
57.5465458333333,-6.08377222222222,0.2515,18.302,18.087,17.802,17.626,17.446,19.169,0.62,20.797
50.3702708333333,-6.07533333333333,0.7745,19.263,19.069,19.095,19.12,19.048,19.799,0.274,20.658
309.019,-6.07402222222222,0.9988,19.699,19.543,19.3,19.264,19.265,20.23,0.245,20.59
57.3638791666667,-6.07245833333333,2.1388,18.724,18.484,18.302,18.169,17.941,21.523,0.411,20.792
51.0848791666667,-6.06593333333333,0.6051,20.977,20.01,19.732,19.272,19.257,21.445,0.286,20.635
51.6380458333333,-6.06263055555556,1.11,19.375,19.318,19.116,19.178,19.138,20.176,0.26,20.629
59.751625,-6.02994722222222,1.0209,19.003,18.721,18.318,18.361,18.408,19.583,0.664,20.814
53.06295,-6.01876388888889,1.6835,19.376,19.254,19.181,18.895,18.916,20.502,0.205,20.629
50.0432458333333,-6.01646111111111,0.5989,19.134,18.712,18.715,18.501,18.606,18.945,0.236,20.668
60.0779875,-6.01002777777778,0.9392,19.821,19.346,18.928,18.87,18.844,20.367,0.576,20.812
59.0994583333333,-6.00056944444444,1.4374,18.562,18.068,17.922,17.789,17.788,19.546,0.452,20.822
59.4936625,-5.980375,1.2489,18.977,18.962,18.665,18.642,18.854,19.58,0.55,20.819
49.9468458333333,-5.97972222222222,2.0419,19.699,19.782,19.723,19.521,19.168,21.433,0.242,20.671
52.5188958333333,-5.96638333333333,0.9889,19.377,19.344,19.158,19.195,19.034,19.951,0.359,20.626
56.3519583333333,-5.96323333333333,1.8886,19.356,19.25,19.215,19.032,18.942,20.842,0.391,20.736
62.6840041666667,-5.95854722222222,2.3135,19.948,19.249,19.212,19.048,18.823,20.915,0.517,20.766
59.0426041666667,-5.95111388888889,1.7486,18.846,18.643,18.633,18.319,18.313,20.915,0.486,20.824
56.7382916666667,-5.94668611111111,1.6218,19.486,19.127,18.909,18.645,18.554,21.222,0.416,20.762
56.7590875,-5.94066944444444,2.2088,19.116,18.71,18.632,18.529,18.317,20.54,0.416,20.763
52.4801,-5.92786666666667,0.6069,19.721,19.284,19.121,18.815,18.697,20.062,0.354,20.624
57.0970791666667,-5.92488888888889,1.4947,19.344,18.967,18.494,18.128,18.105,20.253,0.389,20.785
62.9700333333333,-5.92318888888889,0.361,20.299,19.885,19.491,19.231,18.801,21.318,0.375,20.759
50.87025,-5.91678055555556,1.1925,19.177,18.997,18.771,18.76,18.865,19.901,0.281,20.634
62.6626291666667,-5.91185833333333,1.3299,19.222,19.114,18.669,18.608,18.629,20.02,0.485,20.768
53.1165,-5.90138333333333,1.7844,18.497,18.414,18.328,18.022,17.93,19.863,0.211,20.627
50.7330458333333,-5.88916388888889,0.7672,19,18.447,18.387,18.522,18.225,18.743,0.29,20.638
62.5528833333333,-5.86898333333333,1.3361,19.442,19.299,19.067,19.042,19.09,20.312,0.387,20.772
59.0256083333333,-5.86231388888889,0.6473,19.478,19.093,19.153,19.051,19.141,19.371,0.453,20.828
59.4959541666667,-5.83753333333333,0.4387,19.125,18.756,18.726,18.533,18.254,19.102,0.586,20.826
62.8682541666667,-5.83628888888889,1.2987,19.701,19.736,19.291,19.315,19.206,21.186,0.41,20.763
62.9803583333333,-5.82974166666667,1.8571,20.771,20.495,20.273,20.03,20.09,22.569,0.364,20.76
50.4034791666667,-5.82846388888889,1.7114,19.908,19.77,19.787,19.217,19.356,21.272,0.251,20.65
61.413925,-4.51854722222222,2.0249,19.105,18.961,18.788,18.506,18.264,21.391,0.571,20.857
57.7027666666667,-5.81616388888889,0.9086,18.133,17.926,17.733,17.66,17.557,18.506,0.478,20.815
56.8107166666667,-5.78757777777778,1.4402,19.489,19.355,19.084,18.942,18.904,21.078,0.402,20.772
50.582375,-5.78494444444444,1.0743,19.786,19.369,18.995,19.028,19.017,20.761,0.289,20.642
62.5689625,-5.75617777777778,1.6206,20.293,19.981,19.926,19.72,19.855,22.289,0.369,20.773
60.9231,-5.70324444444444,1.2779,20.299,20.434,19.719,19.729,19.749,20.988,0.465,20.815
62.8448083333333,-5.68475833333333,0.6529,20.511,20.198,20.278,20.139,19.915,20.819,0.392,20.764
60.4540958333333,-5.68238333333333,0.5701,17.343,16.919,16.813,16.618,16.638,17.489,0.498,20.825
52.1004958333333,-5.67970277777778,1.9955,20.694,20.159,19.678,19.241,18.87,22.96,0.221,20.617
56.3280291666667,-5.67936944444445,0.9441,19.006,18.956,18.801,18.911,18.82,19.571,0.348,20.744
59.736375,-5.67318333333333,1.5052,18.723,18.492,18.45,18.267,18.415,20.135,0.469,20.836
53.0534666666667,-5.64184722222222,1.2888,19.284,19.276,19.137,19.141,19.002,20.416,0.278,20.624
52.5952291666667,-5.64171111111111,1.7976,20.356,20.254,20.334,20.06,20.12,21.726,0.376,20.62
60.0542416666667,-5.62279166666667,1.5878,19.347,19.081,19.008,18.77,18.783,20.625,0.483,20.836
60.8838875,-5.62053333333333,0.629,18.683,18.161,18.149,18.085,18.217,18.969,0.44,20.821
52.2221041666667,-5.61629444444444,2.0246,19.223,19.236,19.315,19.211,18.857,20.542,0.216,20.617
55.7605625,-5.61389166666667,0.7604,19.71,19.226,19.039,19.014,18.901,20.518,0.276,20.708
60.6108375,-5.595375,1.7999,20.118,19.984,19.954,19.613,19.631,21.232,0.503,20.828
60.3727916666667,-5.56621388888889,1.0635,19.296,19.076,18.734,18.692,18.706,19.855,0.492,20.834
60.1269958333333,-5.55535277777778,0.7132,23.619,21.942,21.135,20.549,19.758,22.074,0.483,20.839
56.5229291666667,-5.53304166666667,0.2932,18.739,18.836,18.525,18.364,17.799,19.396,0.393,20.763
62.5078916666667,-5.51775833333333,1.5628,20.011,19.791,19.591,19.306,19.297,20.903,0.399,20.778
62.6572041666667,-5.50761944444444,1.1964,20.347,20.16,19.876,19.674,19.746,21.57,0.412,20.773
57.3159416666667,-5.47891111111111,1.5613,19.767,19.334,19.011,18.674,18.616,20.834,0.506,20.816
52.8783791666667,-5.47807777777778,1.3548,19.502,19.379,19.065,18.958,19.07,19.833,0.29,20.62
57.1527916666667,-5.47702777777778,1.2678,19.94,19.807,19.44,19.424,19.498,21.374,0.485,20.807
60.0067708333333,-5.45376944444444,1.3786,18.505,18.506,18.146,18.078,18.066,19.554,0.491,20.849
59.8147583333333,-5.4185,1.5934,19.226,18.956,18.672,18.298,18.202,19.921,0.56,20.853
60.6652166666667,-5.37284166666667,1.6738,20.277,20.085,20.098,19.826,19.795,21.25,0.464,20.841
60.3809375,-5.304025,1.28,19.523,19.319,19.059,19.027,19.227,20.417,0.473,20.852
60.303775,-5.29618055555556,2.267,20.009,19.491,19.389,19.073,18.848,22.047,0.471,20.854
62.7494791666667,-5.28792222222222,1.6611,19.869,19.563,19.546,19.34,19.245,20.518,0.47,20.77
55.9119291666667,-5.28614722222222,1.6668,19.974,19.614,19.433,19.176,19.336,21.768,0.259,20.728
56.4295208333333,-5.28581111111111,0.6076,19.57,18.937,19.082,18.813,18.943,19.708,0.37,20.764
59.9800208333333,-5.28245833333333,1.4426,19.668,19.521,19.333,19.197,19.327,20.467,0.534,20.861
55.8315375,-5.23751944444444,1.4982,19.292,19.097,19.066,18.942,18.899,19.469,0.262,20.723
62.4809416666667,-5.23682222222222,1.8618,19.987,19.725,19.691,19.309,19.362,20.682,0.352,20.783
63.0424166666667,-5.18589166666667,0.5492,18.068,17.417,17.235,16.846,16.92,18.42,0.351,20.756
60.4345041666667,-5.18245833333333,1.7138,20.053,19.875,19.74,19.42,19.38,20.857,0.495,20.858
63.0382208333333,-5.16343055555556,1.6195,20.525,20.298,20.22,19.918,19.69,21.208,0.345,20.756
60.161025,-5.15241666666667,1.5576,19.373,18.99,18.806,18.585,18.584,20.761,0.495,20.867
59.2684333333333,-5.14547777777778,0.5822,20.458,20.147,19.748,19.282,19.212,20.674,0.603,20.877
60.5621625,-5.14390555555556,1.9852,17.972,17.889,17.69,17.369,17.231,19.66,0.502,20.857
59.8275041666667,-5.06087777777778,1.2083,18.771,18.671,18.401,18.422,18.468,20.13,0.534,20.877
309.269554166667,-5.05451388888889,2.0001,19.246,19.168,19.066,18.889,18.662,20.793,0.269,20.614
61.0703166666667,-5.01048055555556,1.094,20.617,20.469,20.104,19.93,19.788,21.66,0.733,20.849
61.6113333333333,-4.99146111111111,1.2802,19.484,19.214,18.937,18.813,18.752,19.633,0.526,20.829
61.5153833333333,-4.95175277777778,1.0817,20.312,20.132,19.827,19.678,19.622,20.332,0.563,20.834
59.9677291666667,-4.93077222222222,1.2751,18.94,18.815,18.495,18.304,18.334,20.616,0.487,20.884
63.0188291666667,-4.84779166666667,0.4653,18.19,17.908,17.797,17.64,17.5,19.084,0.244,20.757
61.5655041666667,-4.82758333333333,1.5848,20.789,20.423,20.319,20.047,19.993,20.882,0.588,20.837
61.6475,-4.809225,0.5407,20.59,20.262,20.121,19.749,19.53,21.596,0.59,20.834
61.0589083333333,-4.78051388888889,1.5493,19.833,19.397,19.156,18.929,18.924,20.927,0.622,20.862
59.7579,-4.75453888888889,0.9854,19.239,18.964,18.654,18.594,18.504,19.814,0.501,20.898
59.8267666666667,-4.720425,0.3186,18.819,18.519,18.305,18.212,17.773,19.79,0.46,20.899
61.389525,-4.69203888888889,0.9662,20.513,20.43,20.136,20.2,19.921,21.843,0.52,20.851
309.102745833333,-4.602925,0.4574,20,19.634,19.489,19.196,18.87,19.733,0.322,20.632
61.5154708333333,-4.51256388888889,1.1621,20.287,19.992,19.529,19.423,19.22,20.566,0.59,20.852
61.2135666666667,-4.49646666666667,0.6537,19.763,19.406,19.316,19.032,19.01,19.49,0.564,20.869
61.4716666666667,-4.37810277777778,1.8041,19.909,19.621,19.581,19.275,19.088,21.928,0.535,20.86
346.90795,-1.27931666666667,1.2685,20.33,20.116,19.73,19.599,19.454,22.04,0.309,20.642
347.938929166667,-1.27705555555556,0.7868,19.526,19.069,19.082,19.215,19.208,20.412,0.184,20.611
347.634058333333,-1.24709166666667,1.8203,21.028,20.601,20.435,20.32,20.339,22.131,0.186,20.61
16.1274166666667,-1.24175,1.1546,18.282,18.207,17.968,17.95,18.091,18.422,0.246,20.595
44.3223,-1.23697222222222,1.9313,19.458,19.422,19.306,19.02,18.993,20.72,0.325,20.769
324.884054166667,-1.23493888888889,1.2319,20.203,19.908,19.364,19.144,18.915,20.728,0.286,20.624
348.533429166667,-1.23208055555556,1.0677,20.137,19.922,19.659,19.698,19.694,20.152,0.222,20.581
4.39873333333333,-1.22362222222222,0.805,19.457,19.101,19.025,19.04,18.909,19.622,0.26,20.513
1.14897083333333,-1.22183888888889,0.5074,19.094,18.856,18.892,18.697,18.643,19.154,0.153,20.529
11.3143541666667,-1.22160277777778,1.5934,20.027,20.102,19.354,19.776,19.165,18.846,0.104,20.452
17.4786,-1.21298611111111,1.4586,18.932,18.798,18.566,18.394,18.397,19.828,0.359,20.611
18.1150208333333,-1.20603888888889,1.7577,18.666,18.323,18.17,17.881,17.819,20.206,0.352,20.61
346.9779375,-1.20411388888889,0.7861,20.461,20.271,20.265,20.217,19.87,20.456,0.303,20.638
33.9933458333333,-1.19332222222222,0.8414,17.853,17.733,17.688,17.708,17.648,18.312,0.167,20.433
353.980916666667,-1.19219722222222,0.4771,20.338,20.106,20,19.709,19.511,20.874,0.184,20.576
5.37864583333333,-1.185925,0.7861,18.642,18.449,18.472,18.588,18.452,19.056,0.151,20.48
325.025158333333,-1.17843888888889,0.835,19.392,19.097,19.056,19.205,19.036,19.993,0.268,20.627
355.078558333333,-1.17424722222222,0.5512,19.536,19.154,19.134,18.938,19.098,20.36,0.161,20.549
324.488970833333,-1.173675,1.5145,19.751,19.611,19.271,19.009,19.049,20.942,0.274,20.617
14.9475875,-1.16969722222222,1.1275,19.036,18.904,18.567,18.454,18.504,19.302,0.184,20.574
345.452695833333,-1.16963333333333,0.8777,18.923,18.593,18.407,18.392,18.269,19.821,0.277,20.655
325.146858333333,-1.16899722222222,1.4259,19.559,19.302,19.15,19.068,19.17,20.848,0.247,20.614
357.9838375,-1.15370555555556,0.174,15.687,15.771,15.787,15.368,15.574,16.097,0.14,20.545
